UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
220613,63,56,66,25,92,100,50,44,80,64,60,50,61,24,51,61,63,56,66,25,92,100,50,44,80,64,60,50,61,24,54,54,63,63,69,69
220631,50,39,55,13,40,33,50,22,33,53,,67,56,,37,44,47,37,52,13,50,33,100,22,43,50,,67,56,,44,41,38,40,63,58
220640,78,76,79,0,,,,100,92,77,100,83,50,2,,,,,,,,,,,,,,,,,76,,,,81,
220701,37,37,37,0,33,0,100,24,20,40,27,39,29,31,26,33,35,35,36,0,33,0,100,24,20,38,27,39,29,31,29,27,43,40,51,51
220710,50,43,56,100,100,100,,42,58,50,20,75,100,15,39,49,50,43,56,100,100,100,,42,58,50,20,75,100,15,37,37,63,63,55,55
220756,81,80,86,,,,,100,,84,50,,,2,,,,,,,,,,,,,,,,,77,,,,92,
220765,54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,52,,59,,67,
220853,55,58,49,100,100,100,,53,73,54,38,57,50,2,,,,,,,,,,,,,,,,,83,,,,0,
220862,51,46,55,50,62,62,,40,58,57,44,43,60,14,33,47,51,46,55,50,62,62,,40,58,57,44,43,60,14,44,44,53,53,60,60
220978,54,47,59,67,67,67,,43,44,58,42,100,63,23,36,50,54,47,59,67,67,67,,43,44,58,42,100,63,23,48,48,43,43,63,63
221050,80,83,71,,67,67,,100,67,81,83,0,,2,,,,,,,,,,,,,,,,,78,,,,84,
221096,34,29,37,0,44,43,100,14,35,36,32,32,33,14,,,,,,,,,,,,,,,,,31,,,,36,
221102,76,77,73,100,80,80,,66,83,79,33,33,50,2,,,,,,,,,,,,,,,,,73,,,,79,
221148,68,69,54,20,50,63,0,59,87,70,70,60,,0,,,,,,,,,,,,,,,,,65,,80,,69,
221184,18,18,19,,20,19,25,10,21,24,9,11,,15,,,,,,,,,,,,,,,,,16,,11,,22,
221236,69,82,56,,,,,62,100,72,67,80,,7,,,,,,,,,,,,,,,,,68,,,,72,
221281,75,81,71,,50,50,,33,50,84,100,0,,0,,,,,,,,,,,,,,,,,67,,,,100,
221333,75,75,73,100,100,100,100,75,100,72,75,100,100,1,,,,,,,,,,,,,,,,,73,,,,77,
221351,85,81,87,,94,94,100,90,85,83,82,50,86,14,79,84,85,81,87,,94,94,100,90,85,83,82,50,86,14,82,82,92,92,84,84
221397,36,33,38,,50,67,0,0,23,38,24,14,67,14,,,,,,,,,,,,,,,,,29,,0,,43,
221430,63,57,73,,,,,30,57,63,67,100,100,3,,,,,,,,,,,,,,,,,61,,,,65,
221485,19,17,21,0,24,22,50,15,29,23,19,14,0,16,,,,,,,,,,,,,,,,,16,,23,,,
221494,81,81,70,,,,,64,75,82,100,100,100,1,,,,,,,,,,,,,,,,,81,,,,80,
221519,80,77,82,,56,56,,78,80,81,65,,74,18,73,79,80,77,82,,56,56,,78,80,81,65,,74,18,74,74,76,76,82,82
221582,74,75,71,,100,,100,100,,72,100,100,,1,,,,,,,,,,,,,,,,,89,,,,58,
221591,84,88,75,100,,,,100,100,83,100,100,,0,,,,,,,,,,,,,,,,,85,,,,82,
221607,67,76,50,,,,,0,33,70,0,,,4,,,,,,,,,,,,,,,,,66,,,,68,
221616,80,80,78,100,0,0,,75,94,81,70,86,,2,,,,,,,,,,,,,,,,,76,,,,84,
221625,71,73,68,50,50,50,,44,83,76,67,75,100,3,,,,,,,,,,,,,,,,,66,,,,76,
221643,31,28,35,33,36,37,25,19,31,33,25,24,75,22,,,,,,,,,,,,,,,,,27,,0,,35,
221661,49,53,47,,64,65,0,30,45,51,43,,60,5,35,51,55,60,50,,67,67,,32,51,58,46,,68,5,40,44,46,49,58,66
221731,48,39,54,100,0,0,,47,50,49,20,33,56,33,35,47,48,39,54,100,0,0,,47,50,49,20,33,56,33,40,40,49,49,57,57
221740,50,44,54,33,62,63,0,43,39,52,43,51,59,,35,48,50,44,54,33,62,63,0,43,39,52,43,51,59,,42,42,48,48,57,57
221759,74,69,78,100,76,77,50,62,67,75,72,81,74,16,57,72,74,69,78,100,76,77,50,62,67,75,72,81,74,16,65,65,68,68,79,79
221768,53,48,56,25,60,60,,39,42,56,35,,18,18,37,49,53,48,56,25,60,60,,39,42,56,35,,18,18,46,46,58,58,60,60
221829,82,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,83,,,,81,
221838,34,28,37,0,86,86,,34,36,30,31,67,63,31,22,31,35,28,38,0,86,86,,34,36,31,31,67,63,30,34,34,0,0,35,35
221847,58,54,62,75,47,50,0,31,44,60,59,60,47,20,41,54,58,54,62,75,47,50,0,31,44,60,59,60,47,20,48,48,56,56,66,66
221892,53,48,56,,57,57,,29,33,63,41,47,49,,41,52,53,49,55,,57,57,,26,34,63,47,50,46,,47,48,61,60,57,55
221908,33,34,33,50,60,67,0,14,27,35,19,25,100,9,,,,,,,,,,,,,,,,,28,,40,,,
221953,25,24,27,33,,,,12,9,30,0,80,19,13,21,25,25,24,27,33,,,,12,9,30,0,80,19,13,31,31,37,37,10,10
221971,66,67,66,,50,50,,35,50,69,60,100,50,23,60,65,66,67,66,,50,50,,35,50,69,60,100,50,23,53,53,67,67,75,75
221999,94,91,96,100,97,97,83,89,93,94,96,96,92,,87,93,94,91,96,100,97,97,83,89,93,94,96,96,92,,89,89,97,97,94,94
222053,28,28,28,25,33,29,100,14,16,31,29,35,0,14,,,,,,,,,,,,,,,,,24,,43,,31,
222062,33,30,35,67,33,25,100,26,15,36,24,37,0,11,,,,,,,,,,,,,,,,,26,,,,43,
222105,50,49,60,,50,50,,35,75,58,50,100,,0,,,,,,,,,,,,,,,,,85,,,,0,
222178,59,51,63,,69,67,100,39,45,67,51,67,75,0,49,58,59,51,63,,69,67,100,39,45,67,51,67,74,0,45,45,54,54,70,70
222567,24,22,26,,23,23,,36,22,23,33,50,25,26,,,,,,,,,,,,,,,,,25,,50,,23,
222576,32,34,31,17,57,60,0,26,31,32,27,40,,10,,,,,,,,,,,,,,,,,32,,0,,33,
222822,29,31,28,33,0,0,,18,34,30,21,60,21,9,,,,,,,,,,,,,,,,,24,,,,39,
222831,44,38,49,33,50,67,0,30,42,48,38,100,41,12,30,40,44,38,49,33,50,67,0,30,42,48,38,100,41,12,39,39,43,43,51,51
222877,19,14,27,,0,0,,8,0,35,,,,,17,19,19,14,27,,0,0,,8,0,35,,,,,5,5,11,11,100,100
222886,72,79,72,,86,86,,63,72,87,,,,0,,,,,,,,,,,,,,,,,70,,76,,74,
222983,67,59,75,100,90,92,0,64,62,66,52,100,43,,63,67,67,59,75,100,90,92,0,64,62,66,52,100,43,,60,60,68,68,71,71
222992,20,18,22,20,32,32,33,14,18,22,21,0,18,30,,,,,,,,,,,,,,,,,19,,16,,21,
223056,52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,46,,100,,0,
223232,80,77,82,58,81,81,63,72,73,83,73,77,72,,68,79,80,77,82,58,81,81,63,72,73,83,73,77,72,,71,71,78,78,84,84
223320,25,23,27,0,20,20,,40,26,21,,33,0,10,,,,,,,,,,,,,,,,,24,,0,,30,
223427,11,9,13,17,12,11,25,10,9,11,12,23,10,34,,,,,,,,,,,,,,,,,11,,12,,11,
223472,55,75,52,100,,,,33,72,33,0,25,,0,,,,,,,,,,,,,,,,,52,,75,,50,
223506,56,52,59,,50,50,,42,65,49,100,100,58,,,,,,,,,,,,,,,,,,48,,0,,60,
223816,11,8,14,0,20,25,14,3,13,16,23,0,,25,,,,,,,,,,,,,,,,,10,,15,,13,
223852,93,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,93,,100,,,
223898,30,23,35,50,50,67,33,3,35,34,10,21,0,23,,,,,,,,,,,,,,,,,24,,29,,37,
223922,41,38,43,57,100,100,,19,47,51,,0,36,18,,,,,,,,,,,,,,,,,36,,48,,44,
224004,45,40,47,0,50,40,100,38,41,52,33,40,,,30,43,45,40,47,0,50,40,100,38,41,52,33,40,,,37,37,50,50,63,63
224013,71,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,64,,71,,100,
224110,35,33,37,100,31,31,,11,32,38,39,0,44,28,,,,,,,,,,,,,,,,,31,,39,,37,
224147,40,33,45,67,45,45,,32,42,40,33,7,40,41,25,37,40,33,45,67,45,45,,32,42,40,33,7,40,41,40,40,38,38,41,41
224156,68,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,53,,82,,79,
224226,57,52,60,57,53,53,,30,49,63,40,,,30,43,55,58,53,62,67,56,56,,33,52,63,43,,,29,50,52,60,61,60,61
224244,29,25,38,,,,,20,7,52,0,,0,33,25,27,27,23,38,,,,,20,9,45,0,,0,30,16,18,50,50,25,15
224271,33,53,26,,0,0,0,16,69,41,0,0,0,0,,,,,,,,,,,,,,,,,36,,30,,,
224323,73,66,79,0,76,76,,63,68,75,83,86,67,19,67,72,73,66,79,0,76,76,,63,68,75,83,86,67,19,67,67,74,74,76,76
224350,11,10,12,0,14,14,,0,10,14,7,33,0,15,,,,,,,,,,,,,,,,,11,,1,,32,
224527,47,39,55,50,67,67,,32,51,53,22,0,100,37,42,47,47,39,55,50,67,67,,32,51,53,22,0,100,37,41,41,44,44,57,57
224545,30,27,32,50,33,33,,32,25,28,17,50,100,,17,27,30,27,32,50,33,33,,32,25,28,17,50,100,,29,29,21,21,58,58
224554,43,33,51,50,33,40,0,33,44,48,51,56,,26,29,40,43,33,51,50,33,40,0,33,44,48,51,56,,26,37,37,41,41,52,52
224615,32,31,34,30,33,33,,25,35,33,27,43,100,14,,,,,,,,,,,,,,,,,34,,41,,30,
224642,24,21,27,0,15,20,0,29,24,20,40,24,21,13,,,,,,,,,,,,,,,,,24,,56,,25,
224660,72,65,79,0,100,,100,55,76,76,60,,,,70,70,70,50,78,,100,,100,0,67,83,100,,,,75,0,76,,67,72
224679,72,72,72,71,60,50,67,56,72,76,72,100,,,44,44,44,38,46,,,,,0,48,0,50,,,,65,27,60,0,78,57
224758,33,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,17,,100,,50,
224891,45,52,38,100,,,,20,56,28,,0,60,11,,,,,,,,,,,,,,,,,44,,,,46,
224961,33,36,29,,75,75,,28,38,24,67,0,33,16,,,,,,,,,,,,,,,,,29,,0,,37,
225070,40,37,42,50,33,38,0,36,43,38,83,100,,10,,,,,,,,,,,,,,,,,39,,0,,41,
225201,66,68,62,100,79,82,67,58,64,72,67,25,,,58,58,58,58,58,100,80,67,100,62,48,68,57,0,,,67,59,70,62,65,56
225247,46,40,52,100,20,20,,31,35,52,59,0,75,33,37,45,46,40,52,100,20,20,,31,35,52,59,0,75,33,38,38,49,49,55,55
225308,27,23,31,100,38,33,50,28,100,28,22,100,100,19,,,,,,,,,,,,,,,,,24,,32,,31,
225371,32,29,33,33,,,,16,28,33,38,50,50,18,,,,,,,,,,,,,,,,,25,,56,,36,
225399,49,40,54,100,56,55,67,30,49,59,60,53,55,35,38,48,49,40,54,100,56,55,67,30,49,59,60,53,55,35,44,44,49,49,58,58
225414,52,43,59,,59,59,,50,55,46,54,,33,24,34,46,52,43,59,,59,59,,50,55,46,54,,33,24,50,50,75,75,50,50
225423,17,14,18,33,18,18,0,14,17,15,13,17,21,17,,,,,,,,,,,,,,,,,16,,46,,14,
225432,33,23,42,50,29,29,,32,35,24,40,0,0,30,14,27,33,23,42,50,29,29,,32,35,24,40,0,0,30,35,35,40,40,28,28
225502,26,17,33,0,40,40,,20,28,31,18,0,14,33,14,23,26,17,33,0,40,40,,20,28,31,18,,14,33,26,26,29,29,26,26
225511,65,59,70,50,75,75,100,58,59,63,56,50,66,6,43,59,65,59,70,50,75,75,100,58,59,63,56,50,66,6,63,63,58,58,68,68
225520,35,38,33,,25,33,0,30,32,41,29,,39,8,,,,,,,,,,,,,,,,,32,,17,,39,
225548,28,19,44,0,0,0,,11,32,37,0,25,,49,21,27,28,19,44,0,0,0,,11,32,37,0,25,,49,22,22,27,27,42,42
225575,34,45,27,,,,,33,38,57,25,0,0,5,27,33,34,45,27,,,,,33,38,57,25,0,0,5,42,42,,,6,6
225627,51,44,55,0,64,67,0,44,52,50,40,47,64,,38,48,50,44,54,0,71,71,,44,51,50,39,45,62,,46,46,51,51,57,56
225876,33,30,39,,,,,20,32,55,0,35,,30,,,,,,,,,,,,,,,,,29,,,,39,
225885,15,9,20,0,,,,18,15,6,0,0,,,0,4,15,9,20,0,,,,18,15,6,0,0,,,13,13,24,24,,
225991,81,76,90,100,,,,79,75,86,,,,0,,,,,,,,,,,,,,,,,67,,94,,,
226019,39,40,38,60,50,67,0,21,50,37,42,67,74,23,,,,,,,,,,,,,,,,,36,,45,,44,
226091,37,33,40,37,49,49,,22,45,45,44,22,52,30,19,32,37,33,40,37,49,49,,22,45,45,44,22,52,30,33,33,0,0,41,41
226107,37,40,34,0,,,,32,36,38,33,33,,12,,,,,,,,,,,,,,,,,34,,100,,38,
226116,45,48,42,0,50,57,0,42,47,47,0,,,13,,,,,,,,,,,,,,,,,49,,44,,39,
226134,30,28,32,,100,100,,0,31,25,,38,21,10,,,,,,,,,,,,,,,,,31,,,,29,
226152,46,38,52,,33,33,,20,47,46,0,100,40,24,27,42,46,38,52,,33,33,,20,47,46,0,100,40,24,48,48,35,35,43,43
226204,53,54,51,,100,100,,50,49,59,40,25,100,14,,,,,,,,,,,,,,,,,61,,33,,47,
226231,59,58,59,33,0,0,,53,67,61,36,63,64,,49,57,59,59,59,33,0,0,,53,67,61,36,63,64,,56,56,64,64,58,57
226277,73,74,67,50,88,86,100,59,80,75,69,67,,0,,,,,,,,,,,,,,,,,71,,83,,72,
226383,51,53,51,67,50,0,100,25,38,58,,,50,31,36,49,51,53,51,67,50,0,100,25,38,58,,,50,31,30,30,61,61,65,65
226408,31,29,34,,38,38,,24,33,30,50,38,,12,,,,,,,,,,,,,,,,,28,,50,,33,
226471,49,37,58,60,46,46,,26,40,61,51,50,25,,36,47,49,37,58,60,46,46,,26,40,61,51,50,25,,37,37,57,57,58,58
226578,39,40,39,0,67,67,,24,38,42,38,17,100,20,,,,,,,,,,,,,,,,,32,,35,,47,
226587,44,35,54,50,33,33,,16,54,47,50,50,,36,32,42,44,35,54,50,33,33,,16,54,47,50,50,,36,42,42,43,43,51,51
226806,23,18,27,50,58,64,0,19,17,32,25,0,33,21,,,,,,,,,,,,,,,,,21,,0,,25,
226833,43,37,46,80,50,50,50,33,44,45,32,40,58,,25,38,43,37,46,80,50,50,50,33,44,45,32,40,58,,35,35,43,43,55,55
226860,98,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,,,97,
226879,54,50,56,,,,,56,71,43,,0,,13,100,100,100,100,100,,,,,,100,,,,,,44,100,100,,75,100
226903,53,58,48,75,44,50,33,37,56,59,53,29,,4,,,,,,,,,,,,,,,,,49,,59,,66,
227058,67,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,63,,100,,80,
227146,23,22,23,0,0,0,0,13,30,27,22,21,17,23,,,,,,,,,,,,,,,,,20,,23,,27,
227182,21,16,25,22,32,32,,12,22,20,19,21,31,29,,,,,,,,,,,,,,,,,21,,2,,22,
227216,61,53,67,67,70,70,0,60,60,62,56,31,56,10,43,57,61,53,67,67,70,70,0,60,60,62,56,31,56,10,59,59,63,63,62,62
227225,56,53,57,0,0,0,,58,62,52,50,100,56,25,,,,,,,,,,,,,,,,,43,,35,,89,
227298,92,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,85,
227304,37,33,39,0,60,50,100,27,38,33,,50,69,,,,,,,,,,,,,,,,,,38,,,,36,
227313,72,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,71,,86,,71,
227322,82,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,78,,93,,91,
227331,46,36,51,0,50,50,,26,48,45,25,,80,,34,45,46,36,51,0,50,50,,26,48,45,25,,80,,42,42,60,60,46,46
227368,51,41,59,,68,69,0,53,50,50,87,45,55,18,31,45,51,41,59,,68,69,0,53,50,50,87,45,55,18,50,50,54,54,53,53
227377,30,32,27,0,,,,,29,13,,88,,0,,,,,,,,,,,,,,,,,29,,40,,28,
227386,43,47,41,100,,,,21,50,47,33,,55,10,,,,,,,,,,,,,,,,,38,,30,,53,
227401,38,42,35,20,50,50,,22,41,39,41,33,100,15,,,,,,,,,,,,,,,,,34,,40,,43,
227429,27,28,26,,,,,20,72,0,,,,13,17,17,22,25,19,,,,,17,50,0,,,,13,26,21,,,50,50
227526,43,39,45,50,22,25,0,44,38,30,36,14,100,25,20,38,43,39,45,50,22,25,0,44,38,30,36,14,100,25,40,40,49,49,52,52
227687,19,18,20,,,,,10,21,18,25,0,24,28,,,,,,,,,,,,,,,,,16,,29,,20,
227748,73,75,50,,100,100,,100,77,50,,,,0,,,,,,,,,,,,,,,,,65,,88,,100,
227757,95,93,97,0,98,98,100,88,94,94,94,100,97,,87,93,95,93,97,0,98,98,100,88,94,94,94,100,97,,93,93,97,97,95,95
227845,63,60,64,67,53,53,50,53,63,62,68,83,72,22,52,61,63,60,64,67,53,53,50,53,63,62,68,83,72,22,60,60,63,63,65,65
227854,28,25,33,,0,0,0,35,27,33,40,17,,12,,,,,,,,,,,,,,,,,27,,67,,31,
227863,69,64,71,,74,74,,47,70,72,67,100,54,,44,65,69,64,71,,74,74,,47,70,72,67,100,54,,71,71,64,64,67,67
227881,55,47,59,80,61,61,,44,57,58,44,100,57,22,36,50,55,47,59,80,61,61,,44,57,58,44,100,57,22,50,50,57,57,59,59
227924,26,24,26,50,44,44,,20,23,30,52,0,33,18,,,,,,,,,,,,,,,,,26,,17,,25,
227979,30,25,34,0,36,36,0,25,31,28,24,43,38,11,,,,,,,,,,,,,,,,,29,,47,,30,
228042,43,38,48,33,25,25,,29,42,47,50,,0,3,43,43,43,38,48,33,25,25,,29,42,47,50,,0,3,37,37,47,46,50,50
228088,68,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,68,,,,,
228149,59,55,62,0,53,53,,59,59,59,50,58,72,,49,57,59,55,62,0,53,53,,59,59,59,50,58,72,,55,55,57,57,67,67
228158,29,27,30,30,11,13,0,24,31,27,8,33,43,11,,,,,,,,,,,,,,,,,31,,28,,26,
228185,100,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,,,,
228200,80,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,80,,100,,50,
228219,78,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,74,,100,,86,
228246,84,81,88,50,88,88,,70,86,85,81,,76,10,76,83,84,81,88,50,88,88,,70,86,85,81,,76,10,75,75,81,81,86,86
228282,61,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,79,,,,6,
228316,31,26,34,0,33,33,,,30,47,0,0,,11,,,,,,,,,,,,,,,,,29,,38,,35,
228325,42,35,49,20,0,0,,28,48,45,38,,50,,29,35,36,30,43,20,0,0,,26,41,39,38,,50,,45,45,38,35,36,10
228343,73,65,80,100,67,67,,61,73,75,60,75,57,21,67,73,73,65,80,100,67,67,,61,73,75,60,75,57,21,69,69,68,68,76,76
228431,53,49,56,40,67,64,100,45,48,58,49,25,0,28,39,51,53,49,56,40,67,64,100,45,48,58,49,25,0,28,47,47,50,50,60,60
228459,55,49,59,58,65,66,56,46,54,59,54,25,57,,34,51,55,49,59,58,65,66,56,46,54,59,54,25,57,,49,49,55,55,61,61
228468,52,49,54,,63,69,33,33,55,52,31,,100,22,27,43,52,49,54,,63,69,33,33,55,52,31,,100,22,48,48,50,50,62,62
228486,3,8,0,,,,,3,,0,,,,,3,3,3,8,0,,,,,3,,,,,,,0,0,0,0,100,100
228501,30,22,41,,0,0,,11,35,30,14,100,0,30,22,29,30,22,41,,0,0,,11,35,30,14,100,0,30,34,34,21,21,28,28
228529,48,43,51,70,37,35,50,36,43,51,42,50,25,29,33,45,48,43,51,70,37,35,50,36,43,51,42,50,25,29,43,43,54,54,51,51
228547,34,30,39,25,40,41,33,32,37,32,22,33,50,24,,,,,,,,,,,,,,,,,36,,50,,33,
228608,32,34,30,0,0,0,0,39,29,36,39,21,,16,,,,,,,,,,,,,,,,,18,,27,,45,
228699,47,39,54,100,50,50,,38,58,45,50,,100,10,,,,,,,,,,,,,,,,,42,,0,,58,
228705,42,38,47,,33,36,0,23,43,43,62,75,71,31,25,37,42,38,47,,33,36,0,23,43,43,62,75,71,31,38,38,43,43,48,48
228723,84,81,87,90,86,86,67,72,79,87,84,82,75,10,61,81,84,81,87,90,86,86,67,72,79,87,84,82,75,10,75,75,81,81,87,87
228769,54,51,57,67,65,65,100,49,49,52,47,62,76,24,34,49,54,51,57,67,65,65,100,49,49,52,47,62,76,24,52,52,52,52,56,56
228778,89,87,91,88,93,93,100,83,84,90,87,91,88,,74,87,89,87,91,88,93,93,100,83,84,90,87,91,88,,84,84,84,84,91,91
228787,76,71,82,50,83,83,100,72,66,70,74,76,82,15,59,73,76,71,82,50,83,83,100,72,66,70,74,76,82,15,72,72,72,72,79,79
228796,50,45,55,,48,50,33,23,51,40,24,20,66,15,23,41,50,45,55,,48,50,33,23,51,40,24,20,66,15,49,49,43,43,55,55
228802,54,47,59,86,43,43,,47,48,55,35,71,87,9,44,52,54,47,59,86,43,43,,47,48,55,35,71,87,9,52,52,48,48,57,57
228875,86,84,86,68,81,83,33,70,86,87,92,90,89,12,74,84,85,84,86,68,81,83,33,70,86,86,92,78,89,12,78,78,82,82,87,87
228884,14,9,20,,,,,14,8,0,33,,25,,7,12,14,9,20,,,,,14,8,0,33,,25,,16,16,,,0,0
228981,54,46,65,,0,0,,34,52,61,,67,50,,30,49,54,46,65,,0,0,,34,52,61,,67,50,,40,40,55,55,67,67
229018,40,34,46,,20,21,0,23,44,41,43,14,43,38,25,36,40,34,46,,20,21,0,23,44,41,43,14,43,38,32,32,42,42,45,45
229027,53,50,55,36,50,51,29,53,53,52,49,50,52,20,32,47,53,50,55,36,50,51,29,53,53,52,49,50,52,20,51,51,55,55,54,54
229063,22,16,26,17,20,14,100,21,28,24,0,,80,24,7,15,22,16,26,17,20,14,100,21,28,24,0,,80,24,20,20,27,27,36,36
229115,69,65,73,82,79,79,,60,68,70,55,75,84,20,47,65,69,65,73,80,78,78,,59,68,70,56,73,84,19,60,60,65,66,73,73
229160,32,23,44,100,33,33,,26,40,34,19,33,17,,24,31,32,23,44,100,33,33,,26,40,34,19,33,17,,31,31,26,26,37,37
229179,49,36,50,56,65,65,,46,43,51,55,75,100,30,23,35,49,36,50,56,65,65,,46,43,51,55,75,100,30,47,47,42,42,53,53
229267,84,82,86,100,90,90,100,90,83,82,80,100,95,14,72,83,84,82,86,100,90,90,100,90,83,82,80,100,95,14,84,84,85,85,84,84
229355,27,25,30,18,24,25,0,16,35,29,26,10,64,28,0,0,0,0,0,,,,,,0,0,,,,,25,,25,,31,0
229416,60,61,49,50,64,62,100,54,69,66,63,15,100,0,,,,,,,,,,,,,,,,,57,,70,,71,
229425,69,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,80,,0,,100,
229504,21,21,21,50,100,100,,8,17,23,43,100,11,9,,,,,,,,,,,,,,,,,22,,9,,22,
229522,27,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,30,,100,,9,
229540,29,39,21,,17,17,,18,31,31,0,0,,26,,,,,,,,,,,,,,,,,30,,,,29,
229656,63,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,71,,0,,60,
229780,19,16,27,0,0,,0,7,17,27,28,0,33,,9,16,19,17,27,0,0,,0,7,18,27,28,0,33,,14,14,25,26,27,27
229799,35,26,40,50,75,75,,20,38,34,33,29,14,22,,,,,,,,,,,,,,,,,33,,12,,36,
229814,55,44,64,60,67,67,,23,45,64,42,61,26,27,32,45,48,39,55,60,67,67,,21,43,54,38,48,26,27,42,42,50,50,77,54
229832,53,61,40,,,,,0,55,57,57,,55,22,,,,,,,,,,,,,,,,,57,,40,,51,
229841,27,30,25,,31,31,0,16,28,30,8,0,,30,,,,,,,,,,,,,,,,,27,,10,,37,
229887,24,25,24,0,,,,27,,0,,0,0,,14,18,24,25,24,0,,,,27,,0,,0,0,,28,28,,,0,0
230010,75,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,71,,,,76,
230038,81,78,83,60,76,81,63,62,71,83,76,71,79,,27,55,81,78,83,60,76,81,63,62,71,83,76,71,79,,75,75,70,70,83,83
230047,53,50,54,50,60,60,60,50,55,46,52,100,69,35,29,42,50,48,51,50,57,60,53,50,52,45,48,100,64,35,45,45,69,69,52,48
230065,85,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,90,,60,,84,
230144,91,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,84,,100,,100,
230162,57,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,88,,,,51,
230171,38,32,43,23,18,31,12,17,35,41,28,100,75,21,16,24,28,27,28,12,16,29,9,9,29,29,23,,78,23,33,21,36,23,43,34
230199,35,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,14,,,,50,
230205,88,100,88,,,,,100,33,95,,,,0,,,,,,,,,,,,,,,,,80,,90,,,
230214,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,81,,100,,100,
230366,48,33,50,0,50,0,67,,50,53,,0,,,25,25,25,0,30,,,,,,0,30,,0,,,59,33,0,0,40,25
230418,43,41,47,,67,100,0,,44,25,20,100,62,34,,,,,,,,,,,,,,,,,31,,29,,47,
230490,53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,30,,,,55,
230597,46,36,53,40,13,50,7,38,40,48,36,,37,19,,,,,,,,,,,,,,,,,45,,38,,47,
230603,61,56,63,42,57,69,42,28,55,63,43,50,73,,33,45,50,49,51,29,53,67,33,20,50,50,50,43,72,,55,46,54,43,64,53
230676,86,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,69,,,,89,
230728,59,55,62,35,67,67,67,21,50,61,49,46,30,,31,47,57,56,58,42,67,65,100,19,52,59,45,44,35,,53,55,55,50,62,59
230737,45,41,49,25,36,43,22,31,34,48,33,41,35,19,17,31,40,36,45,17,37,38,36,30,36,42,27,44,29,18,34,33,38,39,51,44
230746,29,27,31,14,29,33,12,33,26,30,34,18,45,14,,,,,,,,,,,,,,,,,26,,12,,32,
230764,65,62,68,38,72,74,50,41,58,67,63,53,58,,37,57,65,62,68,38,72,74,50,41,58,67,63,53,58,,58,58,59,59,68,68
230782,46,41,50,25,38,35,44,27,38,50,37,33,45,20,23,39,47,41,51,11,38,30,50,27,38,51,34,40,48,16,39,38,44,45,52,53
230807,64,64,64,0,57,62,0,75,59,66,42,70,75,9,53,61,64,64,64,0,57,62,0,75,59,66,42,70,75,9,61,61,60,60,70,70
230816,71,66,74,,25,25,,100,65,68,63,57,90,20,61,70,71,66,74,,25,25,,100,65,68,63,57,90,20,63,63,73,73,74,74
230852,65,64,68,,71,71,,33,55,68,67,63,50,,56,64,65,64,68,,71,71,,33,55,68,67,63,50,,59,59,70,70,65,65
230861,20,17,21,50,33,40,0,0,0,21,0,25,0,24,,,,,,,,,,,,,,,,,19,,50,,19,
230959,91,91,91,,94,94,,86,89,91,94,100,93,5,66,91,91,91,91,,94,94,,86,89,91,94,100,93,5,86,86,92,92,93,93
230995,60,59,63,75,65,65,,34,48,65,58,63,57,,53,59,60,59,63,75,65,65,,34,48,65,58,63,57,,52,52,62,62,67,67
