UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
214582,21,33,19,,,,,18,0,36,0,33,,12,,,,,,,,,,,,,,,,,19,,60,,11,
214591,44,44,42,,44,43,100,26,27,54,26,36,8,24,32,42,43,44,42,,45,43,100,26,27,54,24,36,8,24,47,47,53,53,35,35
214625,28,25,33,50,0,0,,0,0,32,0,,100,27,17,22,22,19,30,0,0,0,,0,0,26,0,,100,31,25,23,34,26,24,19
214634,42,27,59,,100,100,,33,0,47,22,0,,15,27,30,30,19,47,,,,,33,0,32,22,,,20,44,29,15,11,59,45
214643,23,19,32,,0,0,,33,60,19,100,,,48,17,19,19,15,30,,0,0,,50,50,16,100,,,51,23,19,32,24,15,15
214652,39,38,41,,46,46,,33,38,39,67,,0,24,26,37,40,39,41,,46,46,,33,40,39,67,,0,24,36,36,42,43,43,44
214670,18,13,26,,10,10,,27,30,16,33,17,0,43,11,16,18,13,25,,10,10,,27,29,16,33,17,0,44,24,24,17,17,11,11
214689,17,13,20,0,9,9,,9,13,19,13,0,1,45,12,16,16,13,20,0,9,9,,9,13,19,13,0,1,45,17,17,21,21,13,13
214698,22,13,35,,0,0,0,26,8,25,25,0,0,35,16,21,22,13,35,,0,0,0,26,8,25,25,0,0,35,23,23,17,17,24,24
214704,32,29,36,100,8,8,,32,43,34,30,17,0,34,23,29,30,29,32,100,9,9,,33,43,33,25,17,0,35,40,39,37,35,21,20
214713,26,24,29,0,38,38,0,38,31,36,30,19,4,46,18,25,26,24,29,0,38,38,0,37,31,35,30,19,4,46,43,42,34,34,17,17
214731,26,20,36,0,29,29,,30,18,27,14,0,0,28,14,23,25,20,36,0,28,28,,30,18,27,14,0,0,29,33,32,24,23,21,21
214740,34,32,39,,100,100,,50,0,34,0,,0,37,17,21,22,22,23,,0,0,,50,0,23,0,,0,44,34,14,36,26,31,26
214759,39,32,45,0,0,0,0,0,50,41,50,,0,16,30,35,36,28,43,0,0,0,0,0,50,38,40,,0,18,45,41,34,32,31,29
214768,26,17,36,,29,29,,9,29,29,13,50,33,33,16,20,21,15,28,,29,29,,5,29,21,0,0,33,38,32,26,21,17,21,14
214777,86,83,89,50,85,85,86,75,81,88,76,84,82,2,71,84,86,83,89,50,85,85,86,75,81,88,76,84,82,2,81,81,86,86,87,87
214786,19,14,25,,25,29,0,29,0,23,0,0,0,33,13,18,18,13,25,,25,29,0,29,0,23,0,0,0,33,21,21,21,21,15,13
214795,34,23,44,,0,0,,20,36,37,30,0,,28,22,27,27,13,41,,0,0,,13,31,30,33,0,,30,23,21,40,32,37,30
214801,20,17,24,0,26,25,100,30,32,25,18,33,0,39,12,18,20,17,23,0,26,25,100,30,31,25,18,33,0,39,31,31,25,25,10,9
214810,32,27,36,,0,0,,0,9,38,100,,0,22,26,29,29,28,31,,0,0,,0,13,36,100,,0,26,33,34,35,32,26,18
214829,16,15,19,0,19,20,0,8,21,25,33,0,0,49,8,12,15,14,15,,19,20,0,10,21,21,33,0,0,50,20,16,26,25,11,10
214883,10,13,0,,,,,0,,100,,,,20,50,50,50,50,,,,,,0,,100,,,,50,13,100,0,0,0,
214892,84,92,74,,,,,25,100,91,100,67,,0,,,,,,,,,,,,,,,,,50,,100,,91,
214944,84,85,79,0,82,82,,70,89,90,79,100,,0,,,,,,,,,,,,,,,,,80,,94,,88,
214971,58,67,56,100,0,0,,0,100,78,33,,29,42,45,58,58,67,56,100,0,0,,0,100,78,33,,29,42,50,50,78,78,50,50
215008,88,88,,,,,,100,,86,100,,,0,,,,,,,,,,,,,,,,,100,,86,,75,
215044,84,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,85,,100,,81,
215053,69,69,68,100,33,50,0,50,50,72,67,100,,,67,69,69,69,68,100,33,50,0,50,50,72,67,100,,,62,62,79,79,50,50
215062,97,95,98,,98,98,67,95,94,97,96,99,96,,86,95,97,95,98,,98,98,67,95,94,97,96,99,96,,93,93,95,95,97,97
215114,60,48,69,,64,64,,36,40,61,72,50,75,27,34,56,60,48,69,,64,64,,36,40,61,72,50,75,27,55,55,56,56,66,66
215239,24,25,24,0,45,45,50,15,22,30,13,23,41,12,,,,,,,,,,,,,,,,,23,,21,,28,
215266,48,50,46,50,29,29,,28,32,56,47,20,29,36,40,48,51,54,48,0,31,31,,32,35,60,47,20,33,32,42,44,51,55,52,56
215275,40,37,42,,12,12,,9,32,46,28,17,0,47,32,39,40,37,42,,12,12,,9,32,46,28,17,0,47,36,36,47,47,39,39
215284,56,54,58,,36,36,,31,32,60,50,0,27,32,40,53,56,54,57,,36,36,,32,32,60,50,0,27,32,46,46,62,62,61,60
215293,85,83,88,100,91,91,50,75,81,86,85,78,78,11,72,84,85,83,88,100,91,91,50,75,81,86,85,78,78,11,77,77,85,85,87,87
215309,0,0,0,0,,,,,,0,0,,,20,,,,,,,,,,,,,,,,,0,,0,,,
215381,76,78,65,0,75,67,100,64,63,79,57,,,0,,,,,,,,,,,,,,,,,67,,87,,81,
215390,89,100,87,,,,,67,,92,,,,0,,,,,,,,,,,,,,,,,77,,100,,100,
215442,59,50,63,50,58,58,,41,63,61,38,,75,25,52,58,59,50,63,50,58,58,,41,63,61,38,,75,25,47,47,66,66,70,70
215530,91,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,89,,83,,100,
215585,34,41,28,0,57,57,,23,24,47,44,25,0,13,,,,,,,,,,,,,,,,,30,,32,,44,
215594,33,100,29,,,,,,0,31,100,,,0,,,,,,,,,,,,,,,,,0,,30,,60,
215637,58,58,58,,33,33,,64,100,54,33,78,0,,,,,,,,,,,,,,,,,,38,,100,,100,
215655,66,62,70,,63,71,0,39,100,70,50,62,68,33,52,65,66,62,70,,63,71,0,39,100,70,50,62,68,33,61,61,74,74,62,62
215682,81,83,62,0,,,,73,50,84,50,,,0,,,,,,,,,,,,,,,,,71,,90,,93,
215691,57,57,57,,100,100,,45,89,53,100,100,0,18,45,54,54,53,54,,0,0,,42,89,50,100,100,0,18,39,39,100,83,61,59
215743,74,72,76,,75,75,,47,100,77,70,100,63,0,70,74,74,72,76,,75,75,,47,100,77,70,100,63,0,62,62,76,76,81,81
215770,79,78,79,100,88,88,100,61,66,81,71,76,73,9,75,78,79,78,79,100,88,88,100,61,66,81,71,76,73,9,69,69,81,81,81,81
215798,69,63,76,0,100,100,,44,72,71,50,85,100,16,62,68,69,63,76,0,100,100,,44,72,71,50,85,100,16,57,57,74,74,74,74
215886,63,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,15,
215929,80,74,84,0,74,77,50,60,75,82,79,73,80,,77,79,80,74,84,0,74,77,50,60,75,82,79,73,80,,73,72,83,83,81,81
215947,67,54,75,75,75,100,33,47,63,69,65,100,,25,57,65,67,54,75,75,75,100,33,47,63,69,65,100,,25,62,62,69,69,72,72
215974,75,0,86,,,,,100,,71,,,,0,,,,,,,,,,,,,,,,,50,,100,,100,
215992,73,75,72,,100,100,,73,100,75,50,,,0,,,,,,,,,,,,,,,,,74,,70,,67,
216010,56,50,62,0,47,47,,28,42,64,51,17,80,22,41,53,56,50,62,0,47,47,,28,42,64,51,17,80,22,40,40,61,61,70,70
216038,66,61,69,80,67,67,,43,44,68,58,54,73,18,51,63,66,61,69,80,67,67,,43,44,68,58,54,73,18,54,54,69,69,75,75
216047,42,42,,,100,100,,,,36,,,,,0,42,42,42,,,100,100,,,,36,,,,,0,0,,,50,50
216074,94,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,84,
216083,73,77,70,,100,100,,100,75,72,100,,,0,,,,,,,,,,,,,,,,,79,,79,,62,
216223,76,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,75,,100,,,
216278,82,77,86,,67,67,,62,62,87,70,,76,,75,80,82,77,86,,67,67,,62,62,87,70,,76,,74,74,78,78,94,94
216287,92,92,92,50,96,96,100,87,90,94,94,93,89,,76,91,92,92,92,50,96,96,100,87,90,94,94,93,89,,92,92,95,95,92,92
216296,71,71,65,,29,33,0,40,61,79,50,,100,0,,,,,,,,,,,,,,,,,60,,72,,81,
216311,50,50,,,,,,,,51,,,0,50,50,50,50,50,,,,,,,,51,,,0,50,71,71,,,45,45
216339,75,71,78,100,78,78,50,66,64,79,69,66,68,13,59,72,75,71,78,100,78,78,50,66,64,79,69,66,68,13,67,67,77,77,80,79
216357,49,37,65,100,100,100,,16,45,64,25,25,,33,40,46,48,37,64,100,100,100,,16,36,63,25,25,,33,38,38,58,57,67,64
216366,69,62,71,,84,85,50,43,57,71,56,74,100,23,58,68,69,62,71,,84,85,50,43,57,71,56,74,100,23,63,63,68,68,74,74
216436,55,59,25,,,,,60,50,67,0,0,,0,,,,,,,,,,,,,,,,,50,,80,,50,
216445,62,61,100,,,,,0,0,65,,,,0,,,,,,,,,,,,,,,,,58,,100,,55,
216454,60,67,33,,,,,,,64,0,,,0,,,,,,,,,,,,,,,,,71,,50,,50,
216524,73,68,80,,81,81,,60,69,78,60,58,43,,63,72,73,68,80,,81,81,,60,69,78,60,58,43,,73,73,76,76,71,71
216542,49,40,59,,67,100,0,21,29,62,33,0,67,26,44,48,49,40,59,,67,100,0,21,29,62,33,0,67,26,49,49,52,52,47,47
216551,96,100,86,,100,100,,100,100,100,100,0,,0,,,,,,,,,,,,,,,,,100,,,,92,
216579,85,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,56,
216597,92,91,92,100,91,90,100,91,94,92,96,86,76,7,89,91,92,91,92,100,91,90,100,91,94,92,96,86,76,7,91,91,93,93,92,92
216667,70,65,74,,88,88,,40,65,73,40,76,60,23,65,70,70,65,74,,88,88,,40,65,73,40,76,60,23,61,61,71,71,78,78
216694,66,71,61,100,67,60,100,81,36,65,80,,,24,54,62,66,71,61,100,67,60,100,81,36,65,80,,,24,52,52,90,90,59,59
216746,85,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,81,,100,,82,
216764,71,63,75,100,60,60,,55,58,75,63,48,60,17,53,68,71,63,75,100,60,60,,55,58,75,63,48,60,17,61,61,73,73,74,74
216773,67,33,78,,,,,0,,80,0,,,0,,,,,,,,,,,,,,,,,50,,67,,100,
216807,65,60,70,100,100,100,,41,33,69,80,58,100,,52,63,65,60,70,100,100,100,,41,33,69,80,58,100,,51,51,67,67,78,78
216825,31,30,32,0,0,0,0,7,30,33,12,60,50,18,,,,,,,,,,,,,,,,,15,,20,,46,
216852,68,65,71,0,67,67,,54,61,73,50,83,33,,61,67,68,65,71,0,67,67,,54,61,73,50,83,33,,55,55,72,72,72,72
216931,63,57,70,,73,73,,36,37,68,42,69,92,25,54,62,63,57,70,,73,73,,36,37,68,42,69,92,25,53,53,66,66,72,72
216940,83,83,,,,,,85,62,85,100,,,0,,,,,,,,,,,,,,,,,74,,,,95,
217013,48,44,50,100,100,,100,31,62,48,25,50,100,37,33,47,48,44,49,100,100,,100,31,62,47,25,50,100,37,41,41,51,51,53,51
217040,100,100,,,,,,,,100,,,,,0,0,11,11,,,,,,,,11,,,,,100,0,,,100,25
217059,64,62,66,33,43,43,,36,58,68,50,63,75,22,47,61,64,62,65,33,43,43,,36,57,68,50,63,75,22,56,56,65,65,70,70
217077,45,51,42,50,73,73,,31,44,46,41,56,,0,,,,,,,,,,,,,,,,,7,,98,,,
217156,96,96,96,100,98,98,100,93,91,96,95,98,96,,77,94,96,96,96,100,98,98,100,93,91,96,95,98,96,,92,92,94,94,97,97
217165,80,78,83,60,81,80,100,75,79,81,74,75,70,15,77,80,80,78,83,60,81,80,100,75,79,81,74,75,70,15,69,69,84,84,80,80
217235,55,50,59,38,60,60,,45,46,61,0,47,63,22,39,48,50,47,52,38,54,54,,40,37,56,0,43,59,23,45,40,61,53,64,59
217305,60,59,62,,,,,40,53,66,47,53,67,,,,,,,,,,,,,,,,,,52,,69,,67,
217323,81,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,78,,95,,79,
217402,86,85,87,,76,72,100,74,86,87,90,86,53,12,83,85,86,85,87,,76,72,100,74,86,87,90,86,53,12,88,88,84,84,86,86
217420,48,41,51,0,47,47,,37,40,58,42,45,0,,27,41,48,41,51,0,47,47,,37,40,58,42,45,0,,45,45,57,57,51,51
217475,26,24,28,0,23,24,0,16,19,34,21,25,67,10,,,,,,,,,,,,,,,,,20,,23,,34,
217484,73,68,77,60,86,86,100,60,60,76,60,76,38,17,59,70,72,67,76,60,85,84,100,59,59,76,59,73,37,18,66,65,75,74,77,76
217493,89,88,89,100,92,92,,74,87,87,81,92,93,4,49,83,89,88,89,100,92,92,,74,87,87,81,92,93,4,78,78,92,92,91,91
217518,69,65,72,67,56,56,,67,60,70,63,68,83,24,64,68,69,65,72,67,56,56,,67,60,70,63,68,83,24,67,67,70,70,69,69
217536,77,70,80,50,100,100,,63,68,78,91,80,50,,72,76,77,70,80,50,100,100,,63,68,78,91,80,50,,73,73,76,76,80,80
217581,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,86,,100,,80,
217606,54,58,50,,,,,100,40,57,100,0,,22,43,52,52,56,47,,,,,100,40,54,100,0,,23,46,46,58,56,100,100
217615,34,31,35,50,57,50,100,21,26,39,,33,,17,,,,,,,,,,,,,,,,,28,,10,,43,
217624,13,9,21,0,0,0,,14,,0,,0,,4,7,13,13,9,21,0,0,0,,14,,0,,0,,4,8,8,,,61,61
217633,66,61,68,,80,80,,47,55,66,64,78,67,,64,65,66,61,68,,80,80,,47,55,66,64,78,67,,57,57,66,66,70,70
217688,47,42,51,0,70,70,,31,26,58,44,33,60,,37,46,47,42,51,0,70,70,,31,26,58,44,33,60,,40,40,45,45,55,55
217712,18,10,23,,25,0,50,16,30,14,0,0,,27,,,,,,,,,,,,,,,,,18,,0,,18,
217721,24,22,26,0,,,,24,50,33,,11,100,6,13,22,24,22,26,0,,,,24,50,33,,11,100,6,17,17,,,54,54
217749,65,60,69,0,72,67,100,0,62,72,58,25,61,29,57,57,63,59,67,0,76,71,100,0,64,70,55,23,54,28,58,57,66,63,71,70
217776,52,38,64,0,40,40,,42,33,58,60,50,20,33,50,57,57,40,72,,50,50,,42,36,65,60,50,20,28,44,48,65,68,58,66
217794,55,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,83,,0,,,
217819,66,60,68,63,78,76,100,57,68,67,56,33,50,25,57,64,66,60,68,63,78,76,100,57,68,67,56,33,50,25,61,61,60,60,70,70
217837,21,20,22,,0,0,,13,50,27,20,,,29,,,,,,,,,,,,,,,,,31,,,,0,
217864,75,76,67,50,80,78,100,62,63,79,73,67,17,17,68,73,75,76,67,50,80,78,100,62,63,79,73,67,17,17,75,75,76,76,74,74
217873,52,50,52,67,33,25,100,51,40,100,,,93,27,41,48,52,50,52,67,33,25,100,51,40,100,,,93,27,47,47,58,58,88,88
217882,87,83,90,90,84,84,100,78,83,88,83,75,86,9,68,85,87,83,90,90,84,84,100,78,83,88,83,75,86,9,80,80,86,86,89,89
217891,14,14,14,,100,100,,14,,,0,0,,,83,83,100,100,100,,100,100,,100,,,,,,,100,100,0,,0,
217907,40,30,50,25,25,25,,41,22,44,34,,10,51,32,38,40,30,50,25,25,25,,41,22,44,34,,10,51,38,38,35,35,44,44
217925,47,35,58,,50,50,,35,14,69,0,9,36,3,37,39,46,35,55,,0,0,,36,14,69,0,0,36,3,39,39,73,69,38,37
217934,37,,37,0,100,100,,30,43,51,17,17,,46,26,29,37,,37,0,100,100,,30,43,51,17,17,,46,30,30,54,54,50,50
217961,62,,62,,80,75,100,37,88,71,100,35,11,,56,62,62,,62,,80,75,100,37,88,71,100,35,11,,52,52,69,69,,
217989,13,13,12,0,,,,8,33,60,0,,,23,,,,,,,,,,,,,,,,,11,,40,,,
217998,45,46,45,50,29,50,0,31,58,51,,17,,7,38,44,45,46,45,50,29,50,0,31,58,51,,17,,7,42,42,0,0,48,48
218025,34,46,19,33,0,0,,16,25,39,38,43,,18,,,,,,,,,,,,,,,,,26,,67,,42,
218061,43,37,46,25,54,54,,37,48,49,32,44,0,37,24,39,43,37,46,25,54,54,,37,48,49,32,44,0,37,39,39,40,40,55,55
218070,79,70,85,100,86,86,,79,75,80,68,67,65,19,73,78,79,70,85,100,86,86,,79,75,80,68,67,65,19,69,69,85,85,79,79
218113,21,26,16,80,27,27,,9,24,25,22,22,13,21,,,,,,,,,,,,,,,,,18,,,,24,
218140,38,42,33,38,38,43,0,20,34,43,29,22,,11,,,,,,,,,,,,,,,,,30,,46,,47,
218159,43,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,39,,100,,50,
218195,54,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,50,,,,100,
218229,50,43,53,100,83,80,100,40,61,53,53,36,55,26,36,46,50,43,53,100,83,80,100,40,61,53,53,36,55,26,44,44,44,44,60,60
218238,35,30,41,0,,,,30,22,44,32,0,47,37,23,33,34,30,38,0,,,,28,22,41,32,0,47,38,22,22,39,40,57,50
218353,18,17,19,0,25,24,33,15,23,22,5,6,,26,,,,,,,,,,,,,,,,,16,,12,,21,
218399,17,15,19,0,,,,18,,,0,8,0,36,7,14,17,15,19,0,,,,18,,,0,8,0,36,17,17,67,67,0,0
218414,45,40,55,33,67,67,,35,44,55,45,41,44,32,32,44,45,40,55,33,67,67,,35,44,55,45,41,44,32,38,38,62,62,51,51
218441,55,46,62,0,25,33,0,30,42,56,53,71,17,,47,53,55,46,62,0,25,33,0,30,42,56,53,71,17,,52,52,55,55,57,57
218487,32,46,21,,0,0,,26,67,39,13,,,18,,,,,,,,,,,,,,,,,33,,,,31,
218520,33,33,33,67,33,50,0,20,29,38,10,33,,10,,,,,,,,,,,,,,,,,31,,25,,38,
218539,51,39,64,0,29,29,,25,47,64,33,,50,41,43,48,49,38,61,0,14,14,,25,47,61,33,,50,41,37,34,47,46,67,65
218645,40,34,43,0,50,50,,30,45,45,25,29,46,36,23,36,40,34,43,0,50,50,,30,45,45,25,29,46,36,36,36,38,38,47,47
218654,34,27,37,0,40,40,,30,36,36,20,33,50,44,23,32,34,27,37,0,40,40,,30,36,36,20,33,50,44,31,31,33,33,39,39
218663,79,75,82,69,85,86,60,72,74,80,75,78,60,15,70,77,79,75,82,69,85,86,60,72,73,80,75,78,60,15,69,69,76,76,83,83
218672,25,19,30,0,14,17,0,19,33,26,6,50,0,52,,,,,,,,,,,,,,,,,27,,19,,24,
218681,30,34,26,,,,,19,22,39,25,0,40,34,,,,,,,,,,,,,,,,,27,,30,,35,
218690,39,43,36,,40,40,,36,47,39,24,0,57,35,,,,,,,,,,,,,,,,,36,,22,,45,
218706,48,48,47,,0,0,,27,46,59,38,50,,28,,,,,,,,,,,,,,,,,36,,50,,63,
218724,48,44,53,33,38,43,0,34,49,53,45,44,40,32,37,47,48,44,53,33,38,43,0,34,49,53,45,44,40,32,40,40,50,50,56,56
218733,37,26,46,100,100,,100,37,0,33,25,22,,27,21,32,37,26,46,100,100,,100,37,0,33,25,22,,27,37,37,38,38,36,36
218742,43,37,46,50,53,53,,39,44,49,34,20,40,35,29,39,43,37,46,50,53,53,,39,44,49,34,20,40,35,39,39,45,45,51,51
218821,43,38,47,0,29,29,,35,41,52,25,,50,33,,,,,,,,,,,,,,,,,37,,50,,53,
218830,28,36,20,0,40,40,,10,38,31,24,31,,10,,,,,,,,,,,,,,,,,26,,20,,31,
218858,34,43,26,,14,17,0,27,45,35,86,,,15,,,,,,,,,,,,,,,,,33,,0,,37,
218885,42,41,44,25,53,53,,20,32,45,35,38,,35,,,,,,,,,,,,,,,,,35,,50,,45,
218894,30,30,29,0,45,42,100,28,30,30,25,42,,24,,,,,,,,,,,,,,,,,28,,27,,32,
218919,43,33,51,,,,,41,,100,,,100,,35,41,43,33,51,,,,,41,,100,,,100,,41,41,57,57,,
218955,15,0,19,,,,,7,100,17,,,,24,,,,,,,,,,,,,,,,,12,,,,29,
218964,57,49,60,75,86,85,100,53,55,60,45,,29,20,46,55,57,49,60,75,86,85,100,53,55,60,45,,29,20,37,37,52,52,90,90
218973,84,81,87,,90,90,,80,71,87,79,,50,,79,84,84,81,87,,90,90,,80,71,87,79,,50,,82,82,87,87,83,83
218991,30,33,28,0,45,50,0,22,31,33,16,75,,16,,,,,,,,,,,,,,,,,25,,22,,36,
219000,73,68,76,100,71,71,,25,88,77,57,,50,13,56,71,73,68,76,100,71,71,,25,88,77,57,,50,13,65,65,75,75,75,75
219037,79,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,75,,100,,83,
219046,43,32,48,38,75,75,,50,30,43,45,33,57,,29,40,43,33,48,38,75,75,,50,36,42,42,50,57,,38,39,35,34,50,51
219082,51,48,60,0,67,71,50,10,28,55,23,33,33,,34,47,49,47,55,0,67,71,50,10,28,52,23,50,33,,44,39,45,43,61,59
219091,48,43,53,33,0,,0,25,45,52,20,,0,22,43,48,48,43,54,33,0,,0,25,40,52,25,,0,22,47,46,47,47,53,53
219125,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,77,
219143,73,77,66,46,63,50,100,50,57,75,,50,,5,,,,,,,,,,,,,,,,,69,,70,,79,
219189,76,80,64,44,71,83,0,,69,78,67,,100,4,,,,,,,,,,,,,,,,,68,,77,,84,
219198,52,51,53,50,50,50,,0,33,56,100,0,100,32,41,50,52,51,53,50,50,50,,0,33,56,100,0,100,32,49,49,45,45,60,60
219204,0,0,0,0,,,,0,0,0,,,,,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,0,0,0,0
219259,49,44,53,0,33,33,,11,20,56,25,0,67,27,35,53,55,51,58,0,0,0,,20,33,60,43,0,60,24,37,44,50,57,58,61
219277,9,9,9,9,,,,,,0,,,,11,0,3,9,8,11,9,,,,,,,,,,14,9,9,0,,13,13
219347,53,52,57,0,33,38,0,33,39,54,47,100,75,1,24,50,52,50,56,0,33,38,0,33,39,53,42,100,75,1,40,40,50,50,59,57
219356,62,58,67,52,35,35,,48,48,64,43,60,66,,46,60,62,57,66,48,33,33,,57,49,63,43,60,63,,52,52,59,59,69,68
219374,15,0,33,17,,,,,,0,,,,,50,50,50,,50,50,,,,,,,,,,,0,,,,22,50
219383,63,57,66,0,20,25,0,54,30,69,65,0,0,37,49,61,62,56,65,0,20,25,0,54,27,68,65,0,0,37,56,55,64,64,69,67
219408,21,16,27,22,,,,7,,100,,,,,,,,,,,,,,,,,,,,,29,,,,0,
219426,59,61,56,17,55,60,0,19,62,64,25,43,,1,,,,,,,,,,,,,,,,,83,,100,,0,
219453,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,77,,100,,90,
219471,60,56,62,12,56,60,33,38,41,63,53,75,68,25,47,58,60,57,62,12,56,60,33,42,41,63,53,75,68,25,48,49,57,57,69,69
219480,54,57,48,33,,,,,33,58,44,50,,5,,,,,,,,,,,,,,,,,34,,50,,72,
219505,39,27,57,,,,,39,,,,,,39,28,39,39,27,57,,,,,39,,,,,,39,39,39,,,,
219587,77,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,83,,100,,44,
219596,95,96,92,100,,,,100,83,95,100,100,,4,,,,,,,,,,,,,,,,,100,,,,79,
219602,40,36,43,50,27,23,50,33,38,45,41,33,67,,27,38,39,35,41,40,25,17,50,30,27,45,34,25,100,,34,31,41,38,53,55
219639,40,38,40,,50,33,100,25,50,43,,,,37,22,36,38,38,38,,50,33,100,25,50,40,,,,37,33,33,47,42,44,44
219709,71,68,72,83,59,58,67,68,61,72,62,86,43,,61,69,70,68,72,80,57,56,67,68,61,72,62,86,43,,63,63,70,69,73,73
219718,35,20,53,0,0,0,,34,60,38,27,86,30,,14,16,17,19,14,0,0,0,,15,20,20,11,57,13,,14,14,44,44,42,15
219790,50,47,53,,0,0,,40,0,54,25,0,50,,45,50,50,48,54,,0,0,,40,0,54,25,0,50,,49,51,49,51,51,49
219806,53,48,58,83,25,33,0,47,77,53,50,64,60,26,45,51,53,51,54,80,25,33,0,42,73,53,50,80,60,26,46,46,57,55,69,68
219824,26,25,26,0,33,29,100,14,23,29,22,0,29,14,,,,,,,,,,,,,,,,,20,,20,,36,
219833,55,54,55,50,76,75,100,32,69,59,57,57,80,25,41,53,55,54,55,50,76,75,100,32,69,59,57,57,80,25,46,46,49,49,65,65
219851,68,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,68,,100,,50,
219879,37,37,37,0,67,80,0,21,36,38,0,30,,12,,,,,,,,,,,,,,,,,28,,36,,48,
219888,30,29,30,0,45,45,,18,30,30,33,23,100,17,,,,,,,,,,,,,,,,,24,,0,,34,
219903,55,47,56,63,100,,100,52,81,65,69,55,,0,,,,,,,,,,,,,,,,,56,,59,,33,
219949,46,39,51,38,50,50,,25,42,51,,42,43,24,28,40,42,29,60,0,100,100,,22,25,52,,38,43,32,41,35,43,45,50,48
219976,72,68,75,100,65,68,0,66,46,75,70,50,91,,62,71,72,68,75,100,65,68,0,66,46,75,70,50,91,,66,66,66,66,76,76
219994,74,75,74,50,33,0,100,65,69,79,88,80,,2,,,,,,,,,,,,,,,,,72,,,,77,
220057,34,37,32,100,67,100,0,29,35,35,25,0,,12,,,,,,,,,,,,,,,,,31,,33,,37,
220075,53,45,59,17,67,65,100,37,47,55,53,64,50,22,40,50,53,45,59,17,67,65,100,37,47,55,53,64,50,22,45,45,45,45,63,63
220118,12,,12,,,,,25,0,11,,,,,,,,,,,,,,,,,,,,,100,,,,0,
220127,81,90,65,67,,,,67,89,83,70,,,2,,,,,,,,,,,,,,,,,84,,,,75,
220163,85,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,100,,100,,58,
220181,30,33,28,,0,0,,34,0,,13,11,0,,24,29,30,33,28,,0,0,,34,0,,13,11,0,,30,30,30,30,30,30
220206,53,45,59,,0,0,,67,33,56,50,,,30,41,56,61,46,68,,,,,100,0,59,100,,,27,59,65,39,25,57,80
220215,71,67,74,0,100,100,,29,0,74,50,91,50,,64,67,69,65,72,0,100,100,,29,0,72,50,91,50,,66,65,73,71,,
220251,69,70,67,0,100,100,,100,100,66,80,100,,2,,,,,,,,,,,,,,,,,69,,,,70,
220279,82,83,80,,100,100,,73,100,81,100,100,100,2,,,,,,,,,,,,,,,,,77,,,,87,
220321,65,64,66,50,100,100,,67,100,64,71,40,100,0,,,,,,,,,,,,,,,,,63,,,,69,
220394,84,86,82,,,,,,100,85,100,0,,0,,,,,,,,,,,,,,,,,100,,,,42,
220400,26,20,28,50,30,33,0,17,22,30,16,35,33,13,,,,,,,,,,,,,,,,,21,,34,,,
220464,38,0,56,,,,,0,0,40,100,,,8,,,,,,,,,,,,,,,,,50,,,,29,
220473,57,60,53,,100,100,,17,25,62,20,45,0,12,43,51,54,58,48,,100,100,,17,25,58,20,56,0,14,51,53,67,64,54,45
220491,75,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,69,,100,,76,
220516,48,37,57,0,25,0,50,45,100,50,100,33,50,37,45,49,49,37,60,0,25,0,50,45,100,51,100,38,50,38,44,47,42,42,59,59
220552,42,31,44,50,83,83,,25,48,46,18,50,60,21,50,53,53,50,54,,100,100,,25,50,57,,,50,3,40,50,48,50,53,75
220598,18,13,24,,,,,19,,,40,10,,26,10,16,18,13,23,,,,,18,,,20,10,,26,19,19,18,6,8,0
220604,27,18,31,0,,,,27,0,,,,50,,13,26,32,22,36,0,,,,32,0,,,,50,,24,29,50,50,56,56
