agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key,proposal,continuation_signal,proposal_flag
nih,3R01DK115507-07S1,ASST_NON_R01DK115507_7529,Baylor College of Medicine,Texas,,,,,,851421,514376,1365797,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK115507_7529,https://reporter.nih.gov/project-details/11062803,270188095,1759940.2,3798880,2028-06-30,2025-09-05,TRUE,TRUE,TRUE,908519.2,2.0670622406541534,402156.88,249088.51999999996,47748.259999999995,640765,640765,0,13,49,,baylor college of medicine|texas,F,TRUE,TRUE
nih,3R01DC013064-09S1,ASST_NON_R01DC013064_7529,University of Connecticut Storrs,Connecticut,,,,,,1509267,512118,2021385,2025-06-06,,https://www.usaspending.gov/award/ASST_NON_R01DC013064_7529,https://reporter.nih.gov/project-details/11076396,270179124,1807544.68,4327508,2026-07-31,2025-08-06,TRUE,TRUE,TRUE,298277.67999999993,1.1976308234394577,440753.41000000003,326943.64,70898.23000000001,397749,397749,0,19,47,,university of connecticut storrs|connecticut,F,TRUE,TRUE
nih,3R35GM142679-04S1,ASST_NON_R35GM142679_7529,University of Kentucky,Kentucky,University of Kentucky,Kentucky,Lexington,Public,157085,1486399,507596,1993995,2025-06-01,,https://www.usaspending.gov/award/ASST_NON_R35GM142679_7529,https://reporter.nih.gov/project-details/11003999,270346981,1623379.34,1993995,2026-06-30,2025-06-20,TRUE,TRUE,TRUE,136980.34000000008,1.0921558343351954,235836.89999999997,146197.96,38207.66999999999,378260,0,0,8,48,,unitid:157085,F,TRUE,TRUE
nih,3R01DC012578-12S1,ASST_NON_R01DC012578_7529,University of Iowa,Iowa,University of Iowa,Iowa,Iowa City,Public,153658,716098,501115,1217213,2025-05-22,,https://www.usaspending.gov/award/ASST_NON_R01DC012578_7529,https://reporter.nih.gov/project-details/11140136,270179085,1967519.93,5689219,2028-07-31,2026-02-09,TRUE,TRUE,TRUE,1251421.93,2.747556800884795,592309.26,390655.8400000001,69292.26999999999,572055,572055,0,22,49,,unitid:153658,F,TRUE,TRUE
nih,3R01CA270234-03S1,ASST_NON_R01CA270234_7529,University of Oklahoma Health Sciences Center,Oklahoma,University of Oklahoma-Health Sciences Center,Oklahoma,Oklahoma City,Public,207342,1303781.47,499845.53,1803627,2025-06-15,,https://www.usaspending.gov/award/ASST_NON_R01CA270234_7529,https://reporter.nih.gov/project-details/10994014,270168666,1445294.76,1803627,2027-07-31,2025-08-06,TRUE,TRUE,TRUE,141513.29000000004,1.108540651371583,297032.12,261322.52,35709.600000000006,430604,430604,0,7,37,,unitid:207342,F,TRUE,TRUE
nih,3R01EY035254-03S1,ASST_NON_R01EY035254_7529,Baylor College of Medicine,Texas,,,,,,1145195,488449,1633644,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R01EY035254_7529,https://reporter.nih.gov/project-details/11211955,270200285,1435541.7,2115702,2027-01-31,2026-02-06,TRUE,TRUE,TRUE,290346.69999999995,1.2535347255270937,533142.81,218450.23000000007,95909.01999999999,482058,0,482058,7,26,,baylor college of medicine|texas,F,TRUE,TRUE
nih,3R37CA247994-04S1,ASST_NON_R37CA247994_7529,Utah State Higher Education System--University of Utah,Utah,,,,,,1574517,472326,2046843,2025-04-24,,https://www.usaspending.gov/award/ASST_NON_R37CA247994_7529,https://reporter.nih.gov/project-details/10816729,270351200,1857107.6,2398776,2028-01-31,2026-02-20,TRUE,TRUE,TRUE,282590.6000000001,1.1794776429851186,589170.41,290116.38,73793.90000000002,351933,0,317048,14,60,,utah state higher education system--university of utah|utah,F,TRUE,TRUE
nih,3R01AI178908-02S1,ASST_NON_R01AI178908_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,1253969,469207,1723176,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI178908_7529,https://reporter.nih.gov/project-details/11059608,270149137,1950273.72,2477524,2028-05-31,2025-06-20,TRUE,TRUE,TRUE,696304.72,1.5552806488836646,890794.3700000001,533569.36,60137.090000000026,754348,0,0,6,29,,unitid:215062,F,TRUE,TRUE
nih,3R01AI173244-02S1,ASST_NON_R01AI173244_7529,Wake Forest University Health Sciences,North Carolina,,,,,,779655,460420,1240075,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI173244_7529,https://reporter.nih.gov/project-details/11024172,270148738,975902.68,1839843,2028-05-31,2026-02-20,TRUE,TRUE,TRUE,196247.68000000005,1.251710923421257,229786.33000000002,200134.45,28610.319999999992,599768,599768,0,7,29,,wake forest university health sciences|north carolina,F,TRUE,TRUE
nih,3R01GM150200-02S1,ASST_NON_R01GM150200_7529,University of Kentucky,Kentucky,University of Kentucky,Kentucky,Lexington,Public,157085,675654,457854,1133508,2025-06-06,,https://www.usaspending.gov/award/ASST_NON_R01GM150200_7529,https://reporter.nih.gov/project-details/10953652,270212253,786580.11,1133508,2027-03-31,2025-06-20,TRUE,TRUE,TRUE,110926.10999999999,1.1641759095631787,213451.49,145464.69000000003,60591.51,347125,0,0,7,29,,unitid:157085,F,TRUE,TRUE
nih,3R01CA281320-02S1,ASST_NON_R01CA281320_7529,Duke University,North Carolina,Duke University,North Carolina,Durham,Private not-for-profit,198419,833044.26,456403.74,1289448,2025-06-15,,https://www.usaspending.gov/award/ASST_NON_R01CA281320_7529,https://reporter.nih.gov/project-details/11043500,270169403,915558.15,1289448,2028-06-30,2025-07-21,TRUE,TRUE,TRUE,82513.89000000001,1.0990510276128667,159507.8,89977.90999999996,41311.75,455171,455171,0,7,27,,unitid:198419,F,TRUE,TRUE
cdc,U48DP006873,ASST_NON_U48DP006873_075,President and Fellows of Harvard College,Massachusetts,Harvard University,Massachusetts,Cambridge,Private not-for-profit,166027,139022.19,455882.81,594905,2025-05-20,2029-09-29,https://www.usaspending.gov/award/ASST_NON_U48DP006873_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U48DP006873&arg_ProgOfficeCode=120,271696215,142051.12,594905,2029-09-29,2026-01-28,TRUE,TRUE,TRUE,3028.929999999993,1.021787385164915,122414.63,109046.55,13368.080000000002,296463,296463,0,9,11,,unitid:166027,F,TRUE,TRUE
nih,3R01AG075900-03S1,ASST_NON_R01AG075900_7529,University of Florida,Florida,University of Florida,Florida,Gainesville,Public,134130,1813463,452687,2266150,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R01AG075900_7529,https://reporter.nih.gov/project-details/11082668,270136995,2237607.09,2853866,2027-01-31,2026-03-05,TRUE,TRUE,TRUE,424144.08999999985,1.2338862662210366,478221.08999999997,227209.80999999997,119134.26000000001,587716,44437,543279,10,44,,unitid:134130,F,TRUE,TRUE
nih,3R01AI148241-04S1,ASST_NON_R01AI148241_7529,University of Louisville,Kentucky,University of Louisville,Kentucky,Louisville,Public,157289,2027770,451950,2479720,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI148241_7529,https://reporter.nih.gov/project-details/11141496,270146969,2189372.26,3128137,2027-05-31,2025-06-20,TRUE,TRUE,TRUE,161602.25999999978,1.0796945708832855,327385.86999999994,66807.45999999996,328.66,648417,0,0,11,42,,unitid:157289,F,TRUE,TRUE
nih,3R01DK112978-06S1,ASST_NON_R01DK112978_7529,Icahn School of Medicine at Mount Sinai,New York,,,,,,1408385,450411,1858796,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK112978_7529,https://reporter.nih.gov/project-details/11057369,270187877,2158286.13,5280606,2027-02-28,2026-02-20,TRUE,TRUE,TRUE,749901.1299999999,1.532454641309017,69710.19,0,0,705596,0,641450,16,46,,icahn school of medicine at mount sinai|new york,F,TRUE,TRUE
nih,3R01AR081881-02S1,ASST_NON_R01AR081881_7529,Washington University,Missouri,Washington University in St Louis,Missouri,St. Louis,Private not-for-profit,179867,726801,445522,1172323,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01AR081881_7529,https://reporter.nih.gov/project-details/11010160,270154178,1064895.82,1720175,2028-12-31,2026-01-20,TRUE,TRUE,TRUE,338094.82000000007,1.4651821062436623,454739.9600000001,228228.05000000005,82393.14,547852,0,547852,8,32,,unitid:179867,F,TRUE,TRUE
nih,3R01CA251676-05S1,ASST_NON_R01CA251676_7529,Wayne State University,Michigan,Wayne State University,Michigan,Detroit,Public,172644,663309.42,435222.22,1098531.64,2025-05-26,,https://www.usaspending.gov/award/ASST_NON_R01CA251676_7529,https://reporter.nih.gov/project-details/10992208,270167427,1555932.93,1797118,2026-04-30,2026-02-09,TRUE,TRUE,TRUE,892623.5099999999,2.345712096173758,438329.23,276014.85,29271.869999999995,35226,0,0,12,48,,unitid:172644,F,TRUE,TRUE
nih,3R01MH130591-03S1,ASST_NON_R01MH130591_7529,Stanford University,California,Stanford University,California,Stanford,Private not-for-profit,243744,1273020,429146,1702166,2025-04-25,,https://www.usaspending.gov/award/ASST_NON_R01MH130591_7529,https://reporter.nih.gov/project-details/11064688,270244568,1560382.95,2262326,2027-12-31,2026-02-20,TRUE,TRUE,TRUE,287362.94999999995,1.2257332563510392,474970.02,275402.32,69838.75000000001,560160,83083,477077,9,30,,unitid:243744,F,TRUE,TRUE
nih,3R01AI155653-04S1,ASST_NON_R01AI155653_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,2463942,428945,2892887,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI155653_7529,https://reporter.nih.gov/project-details/11072300,270147666,3050011.87,3582696,2026-06-30,2025-07-03,TRUE,TRUE,TRUE,586069.8700000001,1.2378586306008827,702740.0700000001,343014.31999999995,148641.87000000002,689809,0,0,9,48,,unitid:170976,F,TRUE,TRUE
nih,3R01NR014855-08S1,ASST_NON_R01NR014855_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,2276607,427442,2704049,2025-04-22,,https://www.usaspending.gov/award/ASST_NON_R01NR014855_7529,https://reporter.nih.gov/project-details/11012090,270246909,2551407.29,6730850.96,2027-01-31,2026-03-05,TRUE,TRUE,TRUE,274800.29000000004,1.1207060726774538,584840.7599999999,254195.01999999996,114123.06999999999,729853,0,0,25,63,,unitid:215062,F,TRUE,TRUE
nih,1R01ES036237-01,ASST_NON_R01ES036237_7529,University of Rochester,New York,University of Rochester,New York,Rochester,Private not-for-profit,195030,371964.63,422498.37,794463,2025-06-11,,https://www.usaspending.gov/award/ASST_NON_R01ES036237_7529,https://reporter.nih.gov/project-details/10861504,270196548,436411.97,794463,2028-05-31,2025-08-20,TRUE,TRUE,TRUE,64447.33999999997,1.1732620114982437,256337.21,137797.58,64447.34,379778,379778,0,15,51,,unitid:195030,F,TRUE,TRUE
nih,3R01DK131038-03S1,ASST_NON_R01DK131038_7529,University of Illinois at Chicago,Illinois,University of Illinois Chicago,Illinois,Chicago,Public,145600,1282596,420147,1702743,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK131038_7529,https://reporter.nih.gov/project-details/11097887,270189835,1507363.94,2113900,2027-01-31,2026-03-05,TRUE,TRUE,TRUE,224767.93999999994,1.1752445353018408,362664.89,231497.21000000002,58367.64000000001,411157,0,411157,8,43,,unitid:145600,F,TRUE,TRUE
nih,3R01CA252827-02S1,ASST_NON_R01CA252827_7529,Kent State University,Ohio,Kent State University at Kent,Ohio,Kent,Public,203517,609411,419715,1029126,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R01CA252827_7529,https://reporter.nih.gov/project-details/10993956,270167490,910766.26,1063036,2028-03-31,2025-09-24,TRUE,TRUE,TRUE,301355.26,1.4945024950320884,437301.05000000005,163145.02000000002,89401.1,33910,33910,0,8,29,,unitid:203517,F,TRUE,TRUE
nih,3R01AR078811-03S1,ASST_NON_R01AR078811_7529,Virginia Polytechnic Institute and State University,Virginia,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,Public,233921,1619600,418888,2038488,2025-05-06,,https://www.usaspending.gov/award/ASST_NON_R01AR078811_7529,https://reporter.nih.gov/project-details/11071134,270153947,2062997.04,2520372,2027-05-31,2025-07-03,TRUE,TRUE,TRUE,443397.04000000004,1.2737694739441838,597895.98,323343.31999999983,108902.22,481884,0,0,11,48,,unitid:233921,F,TRUE,TRUE
nih,3R01DK135885-02S1,ASST_NON_R01DK135885_7529,University of Kentucky,Kentucky,University of Kentucky,Kentucky,Lexington,Public,157085,622199,418494,1040693,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK135885_7529,https://reporter.nih.gov/project-details/11045175,270190521,733662.03,1032432,2027-03-31,2026-02-20,TRUE,TRUE,TRUE,111463.03000000003,1.1791436983987438,150506.34999999998,47387.119999999995,0,279385,0,279385,11,45,,unitid:157085,F,TRUE,TRUE
nih,3R01AI160896-04S1,ASST_NON_R01AI160896_7529,University of South Carolina,South Carolina,University of South Carolina-Columbia,South Carolina,Columbia,Public,218663,1712185,414666,2126851,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI160896_7529,https://reporter.nih.gov/project-details/10900874,270147929,1964048.41,2615887,2026-08-31,2025-09-05,TRUE,TRUE,TRUE,251863.40999999992,1.147100582004865,284687.03,84600.92,72571.26999999999,489036,489036,0,9,47,,unitid:218663,F,TRUE,TRUE
nih,3R37AI071727-18S1,ASST_NON_R37AI071727_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,1710156,414568,2124724,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R37AI071727_7529,https://reporter.nih.gov/project-details/11061606,270350694,2811989.53,4969225,2027-06-30,2025-08-20,TRUE,TRUE,TRUE,1101833.5299999998,1.6442883163875108,660108.0099999999,336619.18999999994,140423.45,682812,682812,0,11,49,,unitid:170976,F,TRUE,TRUE
nih,3R01AI155560-03S1,ASST_NON_R01AI155560_7529,University of Nebraska Medical Center,Nebraska,University of Nebraska Medical Center,Nebraska,Omaha,Public,181428,1382773,409583,1792356,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI155560_7529,https://reporter.nih.gov/project-details/10923506,270147651,1975835.09,2351632,2027-06-30,2025-07-21,TRUE,TRUE,TRUE,593062.0900000001,1.4288933107603345,636304.3,389934.1699999999,123030.13,559276,559276,0,7,39,,unitid:181428,F,TRUE,TRUE
nih,3R35GM153204-01S1,ASST_NON_R35GM153204_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,226329.03,408665.97,634995,2025-05-29,,https://www.usaspending.gov/award/ASST_NON_R35GM153204_7529,https://reporter.nih.gov/project-details/11065149,270348166,508643.89,634995,2029-03-31,2025-06-05,TRUE,TRUE,TRUE,282314.86,2.24736477684723,282314.86000000004,246644.79000000004,35670.07000000001,376558,0,0,5,17,,unitid:170976,F,TRUE,TRUE
nih,3R35GM140753-04S1,ASST_NON_R35GM140753_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,1794139,408192,2202331,2025-05-30,,https://www.usaspending.gov/award/ASST_NON_R35GM140753_7529,https://reporter.nih.gov/project-details/11089007,270346801,2045487.32,2202331,2026-05-31,2025-06-20,TRUE,TRUE,TRUE,251348.32000000007,1.1400941175683712,308558.17000000004,219621.27000000002,60198.079999999994,371188,0,0,10,48,,unitid:215293,F,TRUE,TRUE
nih,3R01MH128286-03S2,ASST_NON_R01MH128286_7529,Washington University,Missouri,Washington University in St Louis,Missouri,St. Louis,Private not-for-profit,179867,1355242,398496,1753738,2025-04-23,,https://www.usaspending.gov/award/ASST_NON_R01MH128286_7529,https://reporter.nih.gov/project-details/11064657,270244353,1777736.49,2218176,2027-05-31,2025-09-05,TRUE,TRUE,TRUE,422494.49,1.3117483740911218,663612.11,393673.49000000005,101557.24999999999,464438,464438,0,8,51,,unitid:179867,F,TRUE,TRUE
nih,3R01GM149646-02S1,ASST_NON_R01GM149646_7529,University of Florida,Florida,University of Florida,Florida,Gainesville,Public,134130,523210.9,397647.1,920858,2025-05-30,,https://www.usaspending.gov/award/ASST_NON_R01GM149646_7529,https://reporter.nih.gov/project-details/11051657,270212206,736090.93,920858,2027-03-31,2025-06-20,TRUE,TRUE,TRUE,212880.03000000003,1.406872314777846,285271.22,115067.05999999997,108640.35,284920,0,0,6,30,,unitid:134130,F,TRUE,TRUE
nih,3R01DK138586-01S1,ASST_NON_R01DK138586_7529,Tufts University,Massachusetts,Tufts University,Massachusetts,Medford,Private not-for-profit,168148,683258,397130,1080388,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK138586_7529,https://reporter.nih.gov/project-details/11099058,270190840,1168861.3,1698324,2027-12-31,2026-01-20,TRUE,TRUE,TRUE,485603.30000000005,1.7107173278615107,526880.86,318909.19000000006,78178.84,617936,0,561761,6,21,,unitid:168148,F,TRUE,TRUE
nih,3R35GM141927-04S1,ASST_NON_R35GM141927_7529,Vanderbilt University Medical Center,Tennessee,,,,,,1574266.32,396443.68,1970710,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R35GM141927_7529,https://reporter.nih.gov/project-details/11100602,270346906,1642359.77,1970710,2026-04-30,2025-06-05,TRUE,TRUE,TRUE,68093.44999999995,1.043254085496792,399544.92,261656.36999999997,26930.03,432500,0,0,11,48,,vanderbilt university medical center|tennessee,F,TRUE,TRUE
nih,3R37CA258261-03S1,ASST_NON_R37CA258261_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,1356701,393347,1750048,2025-04-24,,https://www.usaspending.gov/award/ASST_NON_R37CA258261_7529,https://reporter.nih.gov/project-details/11060836,270351263,1917729.01,2194729,2026-12-31,2026-01-20,TRUE,TRUE,TRUE,561028.01,1.4135236946092027,611688.28,284832.07999999996,270989.9,444681,0,400213,12,42,,unitid:130794,F,TRUE,TRUE
nih,3U01DK130057-04S1,ASST_NON_U01DK130057_7529,Boston University Medical Campus,Massachusetts,,,,,,1372204,390241,1762445,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_U01DK130057_7529,https://reporter.nih.gov/project-details/11168018,271676846,1403398.01,2075171,2026-06-30,2025-09-24,TRUE,TRUE,TRUE,31194.01000000001,1.0227327787996536,318964.00000000006,104475.51999999999,93856.69,312726,312726,0,26,144,,boston university medical campus|massachusetts,F,TRUE,TRUE
nih,3R01MD017006-03S1,ASST_NON_R01MD017006_7529,Wake Forest University Health Sciences,North Carolina,,,,,,1587188,390102,1977290,2025-03-28,,https://www.usaspending.gov/award/ASST_NON_R01MD017006_7529,https://reporter.nih.gov/project-details/11022589,270238472,1794755.34,2595847,2027-04-30,2025-07-21,TRUE,TRUE,TRUE,207567.34000000008,1.130776782586562,364152.61,106061.76999999999,0,618557,0,0,9,52,,wake forest university health sciences|north carolina,F,TRUE,TRUE
nih,3R01AI162260-04S1,ASST_NON_R01AI162260_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,2516914,372986,2889900,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI162260_7529,https://reporter.nih.gov/project-details/10909419,270147984,2748357.98,3481044,2026-08-31,2025-08-20,TRUE,TRUE,TRUE,231443.97999999998,1.0919554581523245,297297.53,246920.47000000003,0,591144,591144,0,9,44,,unitid:130794,F,TRUE,TRUE
nih,3R01CA206458-09S1,ASST_NON_R01CA206458_7529,Vanderbilt University,Tennessee,Vanderbilt University,Tennessee,Nashville,Private not-for-profit,221999,2125230.48,359296.76,2484527.24,2025-05-26,,https://www.usaspending.gov/award/ASST_NON_R01CA206458_7529,https://reporter.nih.gov/project-details/10985944,270164764,2183802.87,4554631,2027-03-31,2026-02-20,TRUE,TRUE,TRUE,58572.39000000013,1.0275604884040626,338119.12,175216.28,77335.09,45398,0,0,19,49,,unitid:221999,F,TRUE,TRUE
nih,3R01CA275828-02S1,ASST_NON_R01CA275828_7529,University of Miami School of Medicine,Florida,University of Miami,Florida,Coral Gables,Private not-for-profit,135726,492763.5,351096.5,843860,2025-06-15,,https://www.usaspending.gov/award/ASST_NON_R01CA275828_7529,https://reporter.nih.gov/project-details/11063373,270168981,729142.43,1241166,2028-07-31,2025-08-20,TRUE,TRUE,TRUE,236378.93000000005,1.479700566296002,283998.36,211557.49,72440.87000000001,397306,397306,0,7,26,,unitid:135726,F,TRUE,TRUE
nih,3R35GM146795-03S1,ASST_NON_R35GM146795_7529,Michigan State University,Michigan,Michigan State University,Michigan,East Lansing,Public,171100,1274570.91,344397.09,1618968,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R35GM146795_7529,https://reporter.nih.gov/project-details/11021401,270347344,1308637.31,1618968,2027-04-30,2025-06-05,TRUE,TRUE,TRUE,34066.40000000014,1.0267277400831314,265824.08,154531.09,29974.600000000002,382693,0,0,7,39,,unitid:171100,F,TRUE,TRUE
nih,3R01AI157445-05S1,ASST_NON_R01AI157445_7529,University of Illinois at Chicago,Illinois,University of Illinois Chicago,Illinois,Chicago,Public,145600,2495357,342416,2837773,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI157445_7529,https://reporter.nih.gov/project-details/10923593,270147759,2872076.87,3735225,2026-07-31,2025-09-05,TRUE,TRUE,TRUE,376719.8700000001,1.150968326375745,835292.1400000001,588075.23,71478.69,688004,688004,0,14,47,,unitid:145600,F,TRUE,TRUE
nih,3R01DK124327-04S1,ASST_NON_R01DK124327_7529,University of Mississippi Medical Center,Mississippi,,,,,,1792060,339778,2131838,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK124327_7529,https://reporter.nih.gov/project-details/10931162,270189040,1886568.46,2172603,2026-01-31,2025-06-20,TRUE,TRUE,TRUE,94508.45999999996,1.0527373302233185,376354.55,205162,37944.000000000015,40765,0,0,11,48,,university of mississippi medical center|mississippi,F,TRUE,TRUE
nih,3R01MH126236-04S1,ASST_NON_R01MH126236_7529,University of Florida,Florida,University of Florida,Florida,Gainesville,Public,134130,2479123,337480,2816603,2025-04-24,,https://www.usaspending.gov/award/ASST_NON_R01MH126236_7529,https://reporter.nih.gov/project-details/11112270,270244199,2787278.71,3473968,2026-06-30,2025-07-25,TRUE,TRUE,TRUE,308155.70999999996,1.1243002908689887,531159.8300000001,287295.32999999996,30657.72,657365,657365,0,9,48,,unitid:134130,F,TRUE,TRUE
nih,3R01AI172607-03S1,ASST_NON_R01AI172607_7529,Albert Einstein College of Medicine,New York,,,,,,2402311,335619,2737930,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI172607_7529,https://reporter.nih.gov/project-details/10923522,270148654,2935264.63,4417924,2025-05-31,2026-02-20,TRUE,FALSE,TRUE,532953.6299999999,1.221850389062865,769812.4199999999,605256.92,116326.19999999998,1679994,0,0,10,41,,albert einstein college of medicine|new york,F,TRUE,TRUE
nih,3R01DK136795-02S1,ASST_NON_R01DK136795_7529,University of Connecticut Storrs,Connecticut,,,,,,557940,330976,888916,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK136795_7529,https://reporter.nih.gov/project-details/11162615,270190646,881141,1329734,2028-06-30,2025-08-20,TRUE,TRUE,TRUE,323201,1.5792755493422233,404307.5800000001,216699.96000000008,61176.259999999995,440818,440818,0,6,24,,university of connecticut storrs|connecticut,F,TRUE,TRUE
nih,3R01MH085739-13S1,ASST_NON_R01MH085739_7529,The Ohio State University,Ohio,The Ohio State University,Ohio,Columbus,Public,204796,1251537,327684,1579221,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R01MH085739_7529,https://reporter.nih.gov/project-details/11063441,270241048,1599460.87,4676810,2026-06-30,2026-02-09,TRUE,TRUE,TRUE,347923.8700000001,1.2779972705561242,361260.14,247346.45,43242.21000000001,416176,0,0,33,88,,unitid:204796,F,TRUE,TRUE
nih,3R01MH127162-03S1,ASST_NON_R01MH127162_7529,University of Chicago,Illinois,University of Chicago,Illinois,Chicago,Private not-for-profit,144050,609296,325193,934489,2025-04-24,,https://www.usaspending.gov/award/ASST_NON_R01MH127162_7529,https://reporter.nih.gov/project-details/11064449,270244271,600046.1,1210107,2027-06-30,2025-09-24,TRUE,TRUE,TRUE,-9249.900000000023,0.9848187088049158,16596,0,0,275618,275618,0,8,34,,unitid:144050,F,TRUE,TRUE
nih,3R01AI118861-09S1,ASST_NON_R01AI118861_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,1772549,318231,2090780,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI118861_7529,https://reporter.nih.gov/project-details/10923558,270144785,2028489.81,4572725,2026-06-30,2025-07-21,TRUE,TRUE,TRUE,255940.81000000006,1.1443913877698162,379687.15,190478.81,63476.65000000001,481945,481945,0,16,49,,unitid:215062,F,TRUE,TRUE
nih,3R01MD018025-03S1,ASST_NON_R01MD018025_7529,University of Central Florida,Florida,University of Central Florida,Florida,Orlando,Public,132903,2134379,315933,2450312,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R01MD018025_7529,https://reporter.nih.gov/project-details/10853759,270238538,2097550.27,2988012,2026-06-30,2025-07-25,TRUE,TRUE,TRUE,-36828.72999999998,0.9827449904632682,454612.45999999996,154560.34999999998,44116.259999999995,537700,537700,0,10,57,,unitid:132903,F,TRUE,TRUE
nih,3R01AI171200-03S1,ASST_NON_R01AI171200_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,1178989,312766,1491755,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI171200_7529,https://reporter.nih.gov/project-details/11047958,270148595,1512539.82,1861528,2027-07-31,2025-08-20,TRUE,TRUE,TRUE,333550.82000000007,1.2829125801852266,370721.07999999996,157741.85000000003,84333.41,369773,369773,0,7,37,,unitid:215293,F,TRUE,TRUE
nih,3R01AI165519-03S1,ASST_NON_R01AI165519_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,1514415,309127,1823542,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI165519_7529,https://reporter.nih.gov/project-details/11110643,270148163,2010186.83,3020097,2027-05-31,2025-07-03,TRUE,TRUE,TRUE,495771.8300000001,1.3273685416480951,712821.87,436117.04,155073.39,1196555,0,0,7,40,,unitid:215293,F,TRUE,TRUE
nih,5T34GM141009-03,ASST_NON_T34GM141009_7529,University of Alaska Fairbanks,Alaska,University of Alaska Fairbanks,Alaska,Fairbanks,Public,102614,844495.14,297083.86,1141579,2025-04-03,,https://www.usaspending.gov/award/ASST_NON_T34GM141009_7529,https://reporter.nih.gov/project-details/10828814,271488293,844495.14,1718168,2028-01-31,2026-02-06,TRUE,TRUE,TRUE,0,1,43525.25999999998,0,0,576589,0,576589,8,37,,unitid:102614,F,TRUE,TRUE
