agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key
nih,5R25GM121231-08,ASST_NON_R25GM121231_7529,Northwestern University,Illinois,Northwestern University,Illinois,Evanston,Private not-for-profit,147767,948041.45,1451543.55,2399585,2025-05-05,,https://www.usaspending.gov/award/ASST_NON_R25GM121231_7529,https://reporter.nih.gov/project-details/10830972,270334903,1259111.8,2314481.19,2025-04-30,2026-02-20,FALSE,FALSE,FALSE,311070.3500000001,1.3281189340402786,311070.35,0,311070.35,0,0,0,14,35,,unitid:147767
nsf,2021693,ASST_NON_2021693_4900,University of Massachusetts Amherst,Massachusetts,University of Massachusetts-Amherst,Massachusetts,Amherst,Public,166629,1615174.67,1438766.33,3053941,2025-05-22,2025-05-09,https://www.usaspending.gov/award/ASST_NON_2021693_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2021693,234953770,1615174.67,3053941,2025-05-09,2025-07-17,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,3,44,,unitid:166629
nsf,2313996,ASST_NON_2313996_4900,North Carolina State University,North Carolina,North Carolina State University at Raleigh,North Carolina,Raleigh,Public,199193,562150.63,1437298.37,1999449,2025-04-18,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2313996_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2313996,235845670,562150.63,1123487,2025-04-18,2025-06-03,FALSE,FALSE,FALSE,0,1,221413.94999999998,48322.00999999995,0,0,0,0,3,21,,unitid:199193
nih,3R01MD016236-03S1,ASST_NON_R01MD016236_7529,University of Kentucky,Kentucky,University of Kentucky,Kentucky,Lexington,Public,157085,2097911,1429289,3527200,2025-06-03,,https://www.usaspending.gov/award/ASST_NON_R01MD016236_7529,https://reporter.nih.gov/project-details/10837427,270238421,2731324.65,4053048,2025-06-03,2025-07-03,FALSE,FALSE,FALSE,633413.6499999999,1.301925891994465,750910.3099999999,493392.17,131630.83,0,0,0,9,64,,unitid:157085
nsf,2216704,ASST_NON_2216704_4900,Northern Arizona University,Arizona,Northern Arizona University,Arizona,Flagstaff,Public,105330,1573642.24,1424587.76,2998230,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2216704_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2216704,235545535,1573642.24,2998230,2025-04-18,2025-05-05,FALSE,FALSE,FALSE,0,1,77514.14000000001,77514.14000000001,0,0,0,0,3,66,,unitid:105330
nsf,1824260,ASST_NON_1824260_4900,Arizona State University,Arizona,Arizona State University,Arizona,Tempe,Public,104151,1578438.54,1421304.46,2999743,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_1824260_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=1824260,233380131,1578438.54,2999743,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,120568.19,120568.19,0,0,0,0,9,48,,unitid:104151
nsf,2408979,ASST_NON_2408979_4900,St. Petersburg College,Florida,,,,,,81260.91,1418739.09,1500000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2408979_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2408979,236093401,81260.91,81261,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,5,9,,st. petersburg college|florida
nsf,2313869,ASST_NON_2313869_4900,University of Colorado Boulder,Colorado,University of Colorado Boulder,Colorado,Boulder,Public,126614,593574.1,1406423.9,1999998,2025-04-25,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2313869_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2313869,235845375,585474.1,1999998,2025-04-25,2025-05-19,FALSE,FALSE,FALSE,-8100,0.9863538520295949,94352.44999999998,58015.669999999984,0,0,0,0,3,23,,unitid:126614
nsf,1817537,ASST_NON_1817537_4900,Kansas State University,Kansas,Kansas State University,Kansas,Manhattan,Public,155399,1598813.65,1401186.35,3000000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_1817537_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=1817537,233317244,1598813.65,2999999,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,193966.59000000003,0,0,0,0,0,9,44,,unitid:155399
nsf,2334638,ASST_NON_2334638_4900,Claremont Graduate University,California,,,,,,508115.17,1397175.83,1905291,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2334638_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2334638,235902103,508115.17,533666,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,25153.580000000016,25153.580000000016,0,0,0,0,5,22,,claremont graduate university|california
nih,3DP1MH132709-03S1,ASST_NON_DP1MH132709_7529,Duke University,North Carolina,Duke University,North Carolina,Durham,Private not-for-profit,198419,3217024,1395140,4612164,2025-04-23,,https://www.usaspending.gov/award/ASST_NON_DP1MH132709_7529,https://reporter.nih.gov/project-details/11085649,260415853,4132483.43,4612164,2027-05-31,2025-05-05,TRUE,TRUE,TRUE,915459.4300000002,1.2845671745066247,986941.95,474856.67999999993,256108.99000000002,1127000,0,0,9,48,,unitid:198419
nsf,2207398,ASST_NON_2207398_4900,Arizona State University,Arizona,Arizona State University,Arizona,Tempe,Public,104151,1105582.25,1394417.75,2500000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2207398_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2207398,235435152,1105582.25,2500000,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,126177.31,126177.31,0,0,0,0,6,30,,unitid:104151
nsf,2422606,ASST_NON_2422606_4900,Emory University,Georgia,Emory University,Georgia,Atlanta,Private not-for-profit,139658,114980.9,1390050.1,1505031,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2422606_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2422606,236127957,114980.9,772953,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,22519.399999999994,0,0,0,0,0,2,12,,unitid:139658
nih,5R25HL084762-17,ASST_NON_R25HL084762_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,520315.81,1389734.35,1910050.16,2025-06-13,,https://www.usaspending.gov/award/ASST_NON_R25HL084762_7529,https://reporter.nih.gov/project-details/10811654,270335501,520315.81,1910050.16,2025-06-30,2025-11-20,TRUE,FALSE,TRUE,0,1,50304.659999999996,49805.369999999995,0,0,0,0,27,45,,unitid:162928
nsf,2315124,ASST_NON_2315124_4900,University of Houston,Texas,University of Houston,Texas,Houston,Public,225511,232478.81,1359222.19,1591701,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2315124_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2315124,235848329,232478.81,1170000,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,13450.049999999988,13450.049999999988,0,0,0,0,4,19,,unitid:225511
nsf,2306341,ASST_NON_2306341_4900,Tennessee State University,Tennessee,Tennessee State University,Tennessee,Nashville,Public,221838,908071.78,1341928.22,2250000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2306341_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2306341,235801847,908071.78,1825050,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,30913.959999999992,30913.959999999992,0,0,0,0,3,22,,unitid:221838
nsf,2448445,ASST_NON_2448445_4900,Vanderbilt University,Tennessee,Vanderbilt University,Tennessee,Nashville,Private not-for-profit,221999,134941.41,1338394.59,1473336,2025-04-25,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2448445_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2448445,236323755,134941.41,338290,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,60356.2,52169.86,0,0,0,0,2,16,,unitid:221999
nih,3R01AG058066-04S1,ASST_NON_R01AG058066_7529,Case Western Reserve University,Ohio,Case Western Reserve University,Ohio,Cleveland,Private not-for-profit,201645,3497825,1337631,4835456,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R01AG058066_7529,https://reporter.nih.gov/project-details/11081365,270135176,4889049.8,6389146.1,2027-05-31,2025-07-21,TRUE,TRUE,TRUE,1391224.7999999998,1.39773996697948,1566015.7999999998,779558.8999999999,447676.98999999993,1545583,1545583,0,7,38,,unitid:201645
nih,3U01DA055357-03S1,ASST_NON_U01DA055357_7529,Virginia Polytechnic Institute and State University,Virginia,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,Public,233921,3632642,1335854,4968496,2025-04-03,,https://www.usaspending.gov/award/ASST_NON_U01DA055357_7529,https://reporter.nih.gov/project-details/11037481,271675709,4759267.66,6605848,2026-06-30,2025-11-26,TRUE,TRUE,TRUE,1126625.6600000001,1.3101394687392813,1391806.9,1183285.54,0,1637352,1637352,0,19,95,,unitid:233921
epa,84063101,ASST_NON_84063101_068,University of Washington,Washington,University of Washington,Washington,Seattle,Public,236948,564569.8,1331869.2,1896439,2025-05-02,2027-11-30,https://www.usaspending.gov/award/ASST_NON_84063101_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=84063101,254627601,564569.8,1896439,2025-05-02,2025-06-05,FALSE,FALSE,FALSE,0,1,25203.209999999963,25203.209999999963,0,0,0,0,3,19,,unitid:236948
nsf,2409217,ASST_NON_2409217_4900,Dona Ana Branch Community College,New Mexico,,,,,,172124.54,1327873.46,1499998,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2409217_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2409217,236093955,172124.54,500000,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,77604.57,0,0,0,0,0,2,11,,dona ana branch community college|new mexico
nsf,2405633,ASST_NON_2405633_4900,San Francisco State University,California,San Francisco State University,California,San Francisco,Public,122597,72200.93,1324350.07,1396551,2025-04-25,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2405633_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2405633,236085116,72200.93,72201,2025-04-25,2025-09-18,FALSE,FALSE,FALSE,0,1,72200.93,72200.93,0,0,0,0,5,3,,unitid:122597
epa,84061801,ASST_NON_84061801_068,Oklahoma State University,Oklahoma,Oklahoma State University-Main Campus,Oklahoma,Stillwater,Public,207388,669731.66,1321881.34,1991613,2025-05-02,2026-07-31,https://www.usaspending.gov/award/ASST_NON_84061801_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=84061801,254627217,669731.66,1991613,2025-05-02,2025-06-05,FALSE,FALSE,FALSE,0,1,78289.04999999999,51060.619999999995,0,0,0,0,3,22,,unitid:207388
epa,84063201,ASST_NON_84063201_068,Florida State University,Florida,Florida State University,Florida,Tallahassee,Public,134097,580326.31,1319673.69,1900000,2025-05-09,2027-08-31,https://www.usaspending.gov/award/ASST_NON_84063201_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=84063201,254627631,580326.31,1900000,2025-05-09,2025-06-05,FALSE,FALSE,FALSE,0,1,100559.15,88718.41999999998,0,0,0,0,2,22,,unitid:134097
nsf,2106583,ASST_NON_2106583_4900,Alabama A&M University,Alabama,Alabama A & M University,Alabama,Normal,Public,100654,934903.81,1314754.19,2249658,2025-05-02,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2106583_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2106583,235176612,934903.81,2249658,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,62232.06000000001,62232.06000000001,0,0,0,0,4,44,,unitid:100654
nsf,1826745,ASST_NON_1826745_4900,University of Texas at El Paso,Texas,The University of Texas at El Paso,Texas,El Paso,Public,228796,3485207.51,1311410.49,4796618,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_1826745_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=1826745,233399683,3485207.51,4796618,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,16491.150000000023,0,0,0,0,0,15,45,,unitid:228796
nsf,2010124,ASST_NON_2010124_4900,North Carolina Agricultural & Technical State University,North Carolina,North Carolina A & T State University,North Carolina,Greensboro,Public,199102,1892071.14,1307928.86,3200000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2010124_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2010124,234848449,1892071.14,3200000,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,136344.53999999992,97164.65999999992,0,0,0,0,8,44,,unitid:199102
nih,3R35ES030396-06S1,ASST_NON_R35ES030396_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,5244474,1298282,6542756,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R35ES030396_7529,https://reporter.nih.gov/project-details/11077157,270345308,3955204.46,6542756,2027-04-30,2025-12-05,TRUE,TRUE,TRUE,-1289269.54,0.7541660917758387,891474.0700000001,423720.89,341448.53,931280,0,0,15,49,,unitid:215293
nsf,2126080,ASST_NON_2126080_4900,University of Oklahoma Norman Campus,Oklahoma,University of Oklahoma-Norman Campus,Oklahoma,Norman,Public,207500,1711089.73,1288910.27,3000000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2126080_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2126080,235224768,1711089.73,1950020,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,511039.31000000006,511039.31000000006,0,0,0,0,6,33,,unitid:207500
nsf,2335225,ASST_NON_2335225_4900,University of Arkansas,Arkansas,University of Arkansas,Arkansas,Fayetteville,Public,106397,70702.13,1288600.87,1359303,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2335225_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2335225,235903455,70702.13,70703,2025-04-18,2025-11-17,FALSE,FALSE,FALSE,0,1,24971.509999999995,24971.509999999995,0,0,0,0,4,14,,unitid:106397
nsf,2400839,ASST_NON_2400839_4900,New York University,New York,New York University,New York,New York,Private not-for-profit,193900,554213.89,1285700.11,1839914,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2400839_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2400839,236071064,554213.89,554214,2025-04-25,2025-09-18,FALSE,FALSE,FALSE,0,1,121122.90999999997,121122.90999999997,0,0,0,0,3,12,,unitid:193900
nsf,2151061,ASST_NON_2151061_4900,University of West Florida,Florida,University of West Florida,Florida,Pensacola,Public,138354,166118.33,1283809.67,1449928,2025-05-22,2025-05-06,https://www.usaspending.gov/award/ASST_NON_2151061_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2151061,235285443,166118.33,871573,2025-05-06,2025-07-17,FALSE,FALSE,FALSE,0,1,8830.94,8763.26,0,0,0,0,5,27,,unitid:138354
nsf,2109942,ASST_NON_2109942_4900,Regents of the University of Michigan - Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,1718653.32,1281346.68,3000000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2109942_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2109942,235185409,1718653.32,2389300,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,98753.97000000003,0,0,0,0,0,10,43,,unitid:170976
epa,84060401,ASST_NON_84060401_068,Michigan State University,Michigan,Michigan State University,Michigan,East Lansing,Public,171100,986474.45,1263525.55,2250000,2025-05-12,2026-07-31,https://www.usaspending.gov/award/ASST_NON_84060401_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=84060401,254626797,986474.45,2250000,2025-05-12,2025-06-05,FALSE,FALSE,FALSE,0,1,274631.48999999993,256654.54999999993,0,0,0,0,3,22,,unitid:171100
nsf,2218544,ASST_NON_2218544_4900,Arizona State University,Arizona,Arizona State University,Arizona,Tempe,Public,104151,575710.2,1251916.8,1827627,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2218544_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2218544,235549715,575710.2,1827627,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,124864.47,124864.47,0,0,0,0,2,33,,unitid:104151
nsf,2338735,ASST_NON_2338735_4900,University of Nevada Las Vegas,Nevada,University of Nevada-Las Vegas,Nevada,Las Vegas,Public,182281,85308.38,1245837.62,1331146,2025-04-25,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2338735_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2338735,235911378,85308.38,455036,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,75588.52,75588.52,0,0,0,0,2,8,,unitid:182281
nsf,2450246,ASST_NON_2450246_4900,University of Colorado Boulder,Colorado,University of Colorado Boulder,Colorado,Boulder,Public,126614,72990.98,1243834.02,1316825,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2450246_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2450246,236328351,72990.98,72990,2025-04-25,2025-09-18,FALSE,FALSE,FALSE,0,1,10216.979999999996,10216.979999999996,0,0,0,0,3,11,,unitid:126614
nsf,2215613,ASST_NON_2215613_4900,Pepperdine University,California,Pepperdine University,California,Malibu,Private not-for-profit,121150,765650.08,1234349.92,2000000,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2215613_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2215613,235543046,765650.08,2000000,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,174477.58999999997,174477.58999999997,0,0,0,0,2,22,,unitid:121150
nih,3R01CA251547-04S1,ASST_NON_R01CA251547_7529,Icahn School of Medicine at Mount Sinai,New York,,,,,,2374854.87,1230367.13,3605222,2025-05-26,,https://www.usaspending.gov/award/ASST_NON_R01CA251547_7529,https://reporter.nih.gov/project-details/11063625,270167409,2162231.49,3605222,2025-03-31,2025-07-21,FALSE,FALSE,FALSE,-212623.3799999999,0.9104688953055898,45406.119999999995,0,316.59,0,0,0,8,45,,icahn school of medicine at mount sinai|new york
nsf,2430519,ASST_NON_2430519_4900,George Mason University,Virginia,George Mason University,Virginia,Fairfax,Public,232186,18599.59,1228008.41,1246608,2025-05-22,2025-05-09,https://www.usaspending.gov/award/ASST_NON_2430519_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2430519,236147562,18599.59,18600,2025-05-09,2025-09-18,FALSE,FALSE,FALSE,0,1,9169.79,3143.290000000001,0,0,0,0,4,6,,unitid:232186
nsf,2140905,ASST_NON_2140905_4900,North Carolina Agricultural & Technical State University,North Carolina,North Carolina A & T State University,North Carolina,Greensboro,Public,199102,246164.5,1225570.5,1471735,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2140905_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2140905,235261509,246164.5,908881,2025-04-18,2025-06-03,FALSE,FALSE,FALSE,0,1,100748.63,100748.63,0,0,0,0,2,18,,unitid:199102
epa,84060501,ASST_NON_84060501_068,University of Minnesota,Minnesota,University of Minnesota,Minnesota,Minneapolis,Public,174066,1070463.03,1218835.97,2289299,2025-05-12,2026-07-31,https://www.usaspending.gov/award/ASST_NON_84060501_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=84060501,254626827,1070463.03,2289299,2025-05-12,2025-06-05,FALSE,FALSE,FALSE,0,1,165655.98,97057.59,0,0,0,0,4,27,,unitid:174066
nsf,1723209,ASST_NON_1723209_4900,CUNY City College,New York,CUNY City College,New York,New York,Public,190567,1101669.22,1213514.78,2315184,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_1723209_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=1723209,232692373,1101669.22,2315184,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,15093.25,15093.25,0,0,0,0,12,44,,unitid:190567
nih,3U01MD019540-02S1,ASST_NON_U01MD019540_7529,University of Texas at Arlington,Texas,The University of Texas at Arlington,Texas,Arlington,Public,228769,504549,1210595,1715144,2025-03-31,,https://www.usaspending.gov/award/ASST_NON_U01MD019540_7529,https://reporter.nih.gov/project-details/11102627,271679925,982551.96,2473473,2028-05-31,2026-02-09,TRUE,TRUE,TRUE,478002.95999999996,1.9473865967428337,537292.3200000001,183540.15000000002,193464.67,758329,758329,0,9,24,,unitid:228769
nsf,2201943,ASST_NON_2201943_4900,Arizona State University,Arizona,Arizona State University,Arizona,Tempe,Public,104151,402596.8,1190581.2,1593178,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2201943_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2201943,235418270,402596.8,1325986,2025-04-18,2025-06-03,FALSE,FALSE,FALSE,0,1,11973.759999999995,0,0,0,0,0,2,30,,unitid:104151
nsf,2345110,ASST_NON_2345110_4900,Hawaii Pacific University,Hawaii,Hawaii Pacific University,Hawaii,Honolulu,Private not-for-profit,141644,15000,1185000,1200000,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2345110_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2345110,235925957,15000,756286,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,1500,1500,0,0,0,0,3,9,,unitid:141644
nsf,2224295,ASST_NON_2224295_4900,Michigan State University,Michigan,Michigan State University,Michigan,East Lansing,Public,171100,478914.46,1180743.54,1659658,2025-04-25,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2224295_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2224295,235589491,478914.46,656544,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,56548.90999999999,42499.03,0,0,0,0,4,46,,unitid:171100
