unitid,GRRTTOT,GRRTM,GRRTW,GRRTWH,GRRTBK,GRRTHS,GRRTAP,GRRTAS,GRRTNH,GRRTAN,GRRTUN,GRRTNR,GRRT2M,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTWH,GBA6RTBK,GBA6RTHS,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTAN,GBA6RTUN,GBA6RTNR,GBA6RT2M,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
196103,70,70,70,72,25,56,92,92,,0,79,67,50,23,59,68,68,66,70,71,25,56,92,92,,0,71,67,50,23,55,55,63,62,80,78
196112,59,55,71,67,37,42,50,47,100,0,,80,59,29,48,57,59,55,71,67,37,42,50,47,100,0,,80,59,29,52,52,62,62,66,66
196121,57,49,63,62,45,39,46,50,0,0,66,54,43,29,43,54,57,49,63,62,45,39,46,50,0,0,66,54,43,29,50,50,59,59,64,64
196130,36,30,41,47,35,25,39,40,0,33,0,26,26,39,25,34,36,30,41,47,35,25,39,40,0,33,0,26,26,39,34,34,34,34,42,42
196149,68,61,74,70,62,64,50,47,100,25,73,25,64,26,56,67,68,61,74,70,62,64,50,47,100,25,73,25,64,26,66,66,68,68,70,70
196158,53,48,57,61,32,41,62,64,0,40,35,46,31,31,40,52,53,48,57,61,32,41,62,64,0,40,35,46,31,31,43,43,57,57,68,68
196167,72,68,74,74,62,65,68,67,100,100,73,67,56,23,65,71,72,68,74,74,62,65,68,67,100,100,73,67,56,23,61,61,77,77,76,76
196176,69,65,71,74,49,62,79,78,100,,57,57,56,22,55,67,69,65,71,74,49,62,79,78,100,,57,57,56,22,64,64,69,69,73,73
196185,70,64,74,73,69,65,54,54,,67,76,80,43,24,61,69,70,64,74,73,69,65,54,54,,67,76,80,43,24,64,64,75,75,72,72
196194,60,58,63,63,57,52,55,55,,50,100,68,57,29,48,58,60,58,63,63,57,52,55,55,,50,100,68,57,29,55,55,63,63,65,65
196200,48,40,53,56,32,38,60,60,,43,63,100,29,29,34,46,48,40,53,56,32,38,60,60,,43,63,100,29,29,39,39,55,55,62,62
196219,62,59,64,67,57,54,61,64,33,,100,50,56,24,51,61,62,59,64,67,57,54,61,64,33,,100,50,56,24,55,55,69,69,65,65
196237,47,37,53,49,46,45,48,48,,,56,55,41,30,32,43,47,37,53,49,46,45,48,48,,,56,55,41,30,46,46,47,47,47,47
196246,59,54,62,64,53,46,48,49,0,25,61,70,52,28,44,57,59,54,62,64,53,46,48,49,0,25,61,70,52,28,53,53,61,61,66,66
196264,29,27,30,34,33,13,0,0,,,0,,0,24,12,17,22,23,22,24,28,18,0,0,,,0,,0,28,29,23,40,30,26,15
196291,75,73,88,77,71,67,79,79,,,57,100,67,18,52,71,76,74,88,78,71,68,79,79,,,57,100,67,18,69,70,78,79,75,76
196389,77,70,79,60,80,80,0,0,,,80,,100,9,,,,,,,,,,,,,,,,,91,,53,,63,
196413,81,79,84,85,82,77,75,75,100,58,81,76,71,,71,80,81,79,84,85,82,77,75,75,100,58,81,76,71,,79,79,83,83,81,81
196431,14,14,,14,,,,,,,,,,77,9,14,14,14,,14,,,,,,,,,,77,13,13,,,15,15
196440,17,17,,20,,,,,,,,0,,67,0,17,17,17,,20,,,,,,,,0,,67,20,20,,,0,0
196565,27,25,29,30,8,26,40,40,,0,27,100,32,19,,,,,,,,,,,,,,,,,28,,45,,24,
196583,10,10,,10,,,,,,,,,,90,10,10,10,10,,10,,,,,,,,,,90,0,0,,,10,10
196592,65,58,69,68,46,44,75,75,,,52,62,67,13,55,67,73,63,77,73,89,64,80,80,,,82,64,50,14,59,70,73,79,69,73
196653,19,0,20,26,8,11,0,0,,,,,0,32,,,,,,,,,,,,,,,,,16,,35,,17,
196699,31,31,31,36,11,24,33,33,,,50,0,40,17,,,,,,,,,,,,,,,,,34,,38,,28,
196866,85,83,87,86,85,86,87,87,,50,,85,76,11,75,84,85,83,87,86,85,86,87,87,,50,,85,76,11,88,88,85,85,85,85
197018,57,57,,59,,,,,,,,10,,16,1,54,57,57,,59,,,,,,,,10,,16,59,59,,,49,49
197027,81,80,83,81,83,70,81,81,,100,80,100,,3,73,78,81,80,83,81,83,70,81,81,,100,80,100,,3,79,79,67,67,81,81
197036,85,86,85,89,75,83,87,87,,92,67,100,78,,81,85,85,86,85,89,75,83,87,87,,92,67,100,78,,,,,,85,85
197045,55,52,58,64,31,44,63,63,,0,0,40,26,,43,54,55,52,58,64,31,44,63,63,,0,0,40,26,,44,44,66,66,64,64
197133,89,85,92,90,77,83,89,89,,100,100,92,91,7,81,88,89,85,92,90,77,83,89,89,,100,100,92,91,7,88,88,95,95,86,86
197142,31,15,40,49,16,11,33,33,,0,,,0,27,25,30,31,15,42,56,14,13,33,33,,0,,,0,27,27,27,53,50,27,30
197151,75,69,77,65,63,63,70,70,,100,57,87,80,10,60,72,75,69,77,65,63,63,70,70,,100,57,87,80,10,61,61,71,71,81,81
197197,68,57,75,72,49,60,81,84,0,100,61,61,69,31,63,68,68,57,75,72,49,60,81,84,0,100,61,61,69,31,66,66,72,72,67,66
197221,81,76,100,83,,,50,50,,,,,,,73,77,81,76,100,83,,,50,50,,,,,,,100,100,100,100,76,76
197230,41,35,44,52,23,37,0,0,,0,0,,0,,38,39,41,35,44,52,23,37,0,0,,0,0,,0,,41,41,36,36,45,45
197285,32,24,39,33,45,24,25,33,0,,33,,100,22,22,24,29,24,35,17,58,19,0,0,,,33,,0,33,32,29,30,25,33,33
197294,23,21,26,23,16,24,39,41,0,33,21,44,23,15,,,,,,,,,,,,,,,,,23,,14,,24,
197337,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,75,
197531,87,87,87,87,82,96,50,50,,,70,100,,3,,,,,,,,,,,,,,,,,100,,100,,63,
197601,33,33,,33,,,,,,,,,,30,0,33,33,33,,33,,,,,,,,,,30,39,39,,,0,0
197647,18,18,,21,,,,,,,,0,,68,0,18,18,18,,21,,,,,,,,0,,68,11,11,,,23,23
197674,18,18,,19,,,,,,,,0,,41,0,18,18,18,,19,,,,,,,,0,,41,18,18,,,18,18
197692,55,55,,55,,,,,,,,,,45,9,27,55,55,,55,,,,,,,,,,45,100,100,,,50,50
197708,84,81,86,84,,75,100,100,,,,82,100,12,79,84,85,83,86,85,,75,100,100,,,,82,100,12,83,85,84,86,84,84
197735,69,69,,72,,,,,,,,29,,25,0,68,69,69,,72,,,,,,,,29,,25,91,91,,,60,60
197744,50,50,,50,,,,,,,,,,50,0,0,0,0,,0,,,,,,,,,,50,0,0,,,56,0
197814,39,45,35,39,29,25,100,100,,,56,60,29,41,,,,,,,,,,,,,,,,,36,,,,41,
197850,35,35,35,36,20,32,50,50,,0,60,0,50,21,,,,,,,,,,,,,,,,,28,,,,38,
197869,73,72,74,75,67,64,64,65,0,50,71,76,68,18,58,71,73,72,74,75,67,64,64,65,0,50,71,76,68,18,66,66,75,75,76,76
197887,32,37,28,32,14,36,29,40,0,60,50,,22,9,,,,,,,,,,,,,,,,,30,,0,,36,
197911,52,55,50,55,39,53,67,67,,100,0,82,14,,40,51,52,55,50,55,39,53,67,67,,100,0,82,14,,44,44,51,51,69,69
197966,36,34,38,43,13,27,100,100,,,0,,67,,,,,,,,,,,,,,,,,,28,,,,45,
197984,46,40,54,49,30,45,57,67,50,,54,31,,,40,45,46,40,54,49,30,45,57,67,50,,54,31,,,36,36,40,40,56,56
197993,21,,21,,25,0,,,,0,4,,29,58,11,18,21,,21,,25,0,,,,0,4,,29,58,17,17,13,13,100,100
198011,31,31,31,29,20,67,0,,0,36,0,,,19,,,,,,,,,,,,,,,,,37,,,,17,
198039,38,35,39,35,25,59,0,0,,,14,,,17,,,,,,,,,,,,,,,,,31,,33,,48,
198066,39,31,51,40,29,32,67,67,,67,25,29,53,37,26,37,39,31,51,40,29,32,67,67,,67,25,29,53,37,38,38,50,50,32,32
198084,46,55,40,48,32,64,100,100,,0,0,,50,18,,,,,,,,,,,,,,,,,48,,,,45,
198109,45,0,50,45,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,25,0,50,0,67,0
198118,40,35,44,41,12,42,,,,50,38,60,67,23,,,,,,,,,,,,,,,,,37,,,,43,
198136,56,52,59,61,45,43,53,57,0,0,44,59,55,33,41,53,55,51,58,59,45,41,47,50,0,0,44,59,55,33,47,47,60,60,61,58
198154,34,34,33,36,22,32,27,33,20,50,24,50,34,0,,,,,,,,,,,,,,,,,33,,,,34,
198206,42,42,41,41,38,60,33,33,,0,0,,43,12,,,,,,,,,,,,,,,,,38,,,,45,
198215,52,46,58,59,25,67,100,100,,,,50,44,,45,52,52,46,58,59,25,67,100,100,,,,50,44,,46,46,63,63,54,54
198233,36,38,33,34,5,47,46,46,,0,33,,30,36,,,,,,,,,,,,,,,,,33,,,,38,
198251,41,47,37,48,18,35,67,67,,0,27,,13,15,,,,,,,,,,,,,,,,,35,,,,47,
198260,26,23,30,27,20,26,37,38,0,100,19,44,26,28,,,,,,,,,,,,,,,,,27,,,,26,
198303,29,20,37,41,25,47,100,100,,25,25,60,33,37,18,26,29,20,37,41,25,47,100,100,,25,25,60,33,37,26,26,35,35,40,40
198321,11,20,6,15,0,0,,,,,0,,0,,,,,,,,,,,,,,,,,,13,,,,10,
198330,42,46,38,43,34,48,24,27,0,60,,100,50,21,,,,,,,,,,,,,,,,,38,,,,46,
198367,46,45,46,48,32,69,63,63,,0,0,0,40,23,,,,,,,,,,,,,,,,,39,,,,53,
198376,42,48,37,40,47,60,75,75,,100,38,67,14,18,,,,,,,,,,,,,,,,,30,,53,,54,
198385,92,91,92,92,88,92,93,97,0,,100,97,92,,89,92,92,91,92,92,88,92,93,97,0,,100,97,92,,94,94,86,86,92,92
198419,96,95,97,97,91,96,99,99,100,78,96,93,95,1,88,95,96,95,97,97,91,96,99,99,100,78,96,93,95,1,96,96,98,98,95,95
198455,36,38,35,44,26,34,14,14,,,56,20,33,3,,,,,,,,,,,,,,,,,31,,33,,41,
198464,62,57,66,65,58,59,53,52,71,46,55,53,56,28,43,59,62,57,66,65,58,59,53,52,71,46,55,53,56,28,55,55,63,63,68,68
198491,58,67,50,71,43,60,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,90,
198507,48,44,51,48,48,67,71,67,100,0,46,,29,26,30,46,48,44,51,48,48,67,71,67,100,0,46,,29,26,49,49,45,45,47,47
198516,83,79,85,83,89,85,57,57,,100,100,79,82,,78,82,83,79,85,83,89,85,57,57,,100,100,79,82,,80,80,84,84,83,83
198534,21,24,19,31,13,25,24,33,0,13,4,25,22,22,,,,,,,,,,,,,,,,,17,,27,,31,
198543,35,27,40,36,36,41,25,29,0,,22,0,27,32,21,30,35,27,40,36,36,41,25,29,0,,22,0,27,32,35,35,44,44,35,35
198552,28,34,22,31,11,34,31,31,,50,35,33,24,14,,,,,,,,,,,,,,,,,23,,38,,32,
198561,62,60,63,62,62,57,0,0,0,100,68,,69,29,6,50,59,58,61,59,62,57,0,0,0,100,64,,58,30,57,54,56,52,70,70
198570,51,52,50,45,38,68,100,100,,0,66,100,50,12,,,,,,,,,,,,,,,,,47,,,,55,
198598,41,34,50,51,31,50,0,0,,0,13,,47,,31,40,41,34,50,51,31,50,0,0,,0,13,,47,,34,34,34,34,60,60
198613,48,39,56,58,31,38,55,55,,0,33,,40,,37,44,48,39,56,58,31,38,55,55,,0,33,,40,,34,34,61,61,59,59
198622,31,34,28,41,18,24,27,28,0,50,39,67,23,18,,,,,,,,,,,,,,,,,28,,33,,36,
198640,41,40,42,44,40,,,,,,0,50,50,10,,,,,,,,,,,,,,,,,26,,,,70,
198668,44,48,42,48,33,27,100,100,,0,38,,,13,,,,,,,,,,,,,,,,,37,,,,51,
198677,40,0,50,25,,100,,,,,,,,,25,25,25,0,33,25,,,,,,,,,,,40,25,,,,
198695,70,66,73,71,63,61,75,75,,40,71,63,77,,66,69,69,66,72,70,63,59,71,71,,40,70,63,75,,69,68,74,73,69,68
198710,49,55,44,50,37,40,50,50,,,80,0,50,12,,,,,,,,,,,,,,,,,48,,,,49,
198729,39,46,35,42,11,44,,,,100,,0,33,,,,,,,,,,,,,,,,,,34,,,,64,
198756,34,25,40,25,37,8,100,100,,0,25,,,,25,32,34,25,40,25,37,8,100,100,,0,25,,,,31,31,43,43,45,45
198774,29,33,26,32,17,22,78,75,100,25,100,,22,11,,,,,,,,,,,,,,,,,23,,,,33,
198808,44,39,48,46,15,45,,,,100,50,60,17,40,40,44,44,39,48,46,15,45,,,,100,50,60,17,40,41,41,43,43,53,53
198817,28,28,28,29,16,56,,,,,,,50,7,,,,,,,,,,,,,,,,,23,,,,36,
198835,51,50,52,54,35,56,50,50,,100,58,62,39,,41,51,51,50,52,54,35,56,50,50,,100,58,62,39,,39,39,55,55,68,68
198844,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,25,
198862,27,20,34,0,28,0,67,,67,,13,100,18,,14,22,24,17,31,0,24,0,50,,50,,13,100,18,,26,23,27,20,70,67
198871,39,40,39,56,30,91,0,0,,,33,0,18,22,,,,,,,,,,,,,,,,,45,,15,,43,
198899,42,31,52,48,29,43,67,67,,50,13,54,26,8,35,40,42,31,52,48,29,43,67,67,,50,13,54,26,8,36,36,45,45,63,63
198905,38,78,22,43,33,,,,,,0,,,3,,,,,,,,,,,,,,,,,55,,,,8,
198914,49,45,50,51,0,33,,,,,50,0,,7,,,,,,,,,,,,,,,,,49,,,,49,
198923,57,72,41,62,0,75,50,50,,,,0,,11,,,,,,,,,,,,,,,,,40,,100,,,
198950,65,,65,64,64,77,61,63,50,50,67,50,75,26,58,63,65,,65,64,64,77,61,63,50,50,67,50,75,26,59,59,66,66,69,69
198969,40,36,45,46,21,24,67,75,50,0,30,88,50,42,26,39,40,36,44,45,21,24,67,75,50,0,29,88,50,42,26,24,47,47,59,59
198978,19,10,21,31,14,27,50,80,0,17,30,,17,,5,5,5,8,5,5,6,0,,,,0,0,,0,,19,6,48,0,12,0
198987,16,10,21,20,0,10,43,43,,,0,,0,33,,,,,,,,,,,,,,,,,11,,,,22,
199005,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,40,
199023,54,45,68,54,0,100,50,50,,,0,100,50,,,,,,,,,,,,,,,,,,41,,,,87,
199032,41,36,48,49,27,29,50,67,0,0,43,,0,,28,39,41,37,48,50,27,29,50,67,0,0,43,,0,,30,30,45,45,55,61
199069,47,43,51,56,33,50,33,33,,0,46,46,27,,35,45,46,42,49,55,33,50,40,40,,0,46,42,18,,46,44,58,58,44,41
199078,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,100,,40,
199087,52,62,45,55,48,38,100,100,,75,,100,80,,,,,,,,,,,,,,,,,,50,,33,,56,
199102,55,48,60,45,56,45,60,60,,36,54,100,49,22,34,50,55,48,60,45,56,45,60,60,,36,54,100,49,22,50,50,58,58,71,71
199111,55,48,59,55,62,53,47,38,100,20,38,43,67,32,41,52,55,48,59,55,62,53,47,38,100,20,38,43,67,32,51,51,65,65,54,54
199120,92,91,93,92,89,92,96,96,67,89,93,87,92,5,86,91,92,91,93,92,89,92,96,96,67,89,93,87,92,5,90,90,93,93,93,93
199139,68,65,71,68,66,65,75,75,75,43,69,77,65,22,50,65,68,65,71,68,66,65,75,75,75,43,69,77,65,22,64,64,70,70,69,69
199148,58,51,61,55,62,55,59,59,0,42,57,80,56,27,40,54,58,51,61,55,62,55,59,59,0,42,57,80,56,27,56,56,61,61,60,60
199157,46,38,49,40,47,35,100,100,,10,24,100,43,27,27,42,46,38,49,40,47,35,100,100,,10,24,100,43,27,44,44,53,53,52,52
199184,79,76,81,79,86,82,80,80,,100,50,75,75,14,77,79,80,76,82,79,86,82,80,80,,100,50,75,75,13,73,73,81,81,81,82
199193,85,82,88,85,80,85,88,88,100,72,81,81,83,10,68,82,85,83,88,86,81,85,88,88,100,70,83,81,84,10,80,80,83,83,87,87
199209,40,31,57,40,34,20,100,100,,67,51,56,40,32,28,39,39,30,55,38,34,20,100,100,,67,47,53,40,32,35,34,41,41,53,50
199218,71,67,73,72,68,70,79,79,,67,73,52,59,23,56,68,71,67,73,72,68,70,79,79,,67,73,52,59,23,67,67,70,70,73,73
199263,47,33,55,55,0,67,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,33,
199272,44,43,47,51,44,40,38,38,,0,32,,,37,35,42,44,43,47,51,44,40,38,38,,0,32,,,37,41,41,45,45,53,53
199281,45,38,50,46,44,43,29,29,,44,45,100,42,30,28,41,45,38,50,46,44,43,29,29,,44,45,100,42,30,38,38,55,55,55,55
199306,43,33,54,48,36,36,100,100,,50,,40,27,27,34,43,43,33,54,48,36,36,100,100,,50,,40,27,27,45,45,42,42,33,33
199324,42,43,41,44,38,67,,,,0,,,0,18,,,,,,,,,,,,,,,,,32,,,,50,
199333,28,34,24,42,15,25,0,0,0,20,0,25,23,20,,,,,,,,,,,,,,,,,20,,30,,41,
199412,66,59,70,66,63,55,67,67,,75,80,85,100,,60,65,66,59,70,66,63,55,67,67,,75,80,85,100,,62,62,59,59,73,73
199421,54,55,53,55,45,49,100,100,,0,58,0,50,17,,,,,,,,,,,,,,,,,50,,,,59,
199449,41,51,35,36,31,54,,,,23,67,,20,13,,,,,,,,,,,,,,,,,36,,,,54,
199458,43,46,38,57,21,14,,,,,0,100,,15,35,41,43,46,39,57,21,17,,,,,,100,,16,35,38,60,60,46,40
199467,21,33,13,29,14,,,,,,,,,29,,,,,,,,,,,,,,,,,13,,,,33,
199476,30,35,27,38,15,50,50,50,,28,22,,,18,,,,,,,,,,,,,,,,,26,,,,50,
199485,28,25,31,32,15,21,0,0,0,100,33,100,14,22,,,,,,,,,,,,,,,,,29,,,,28,
199494,30,31,29,31,16,36,43,43,,100,50,36,23,14,,,,,,,,,,,,,,,,,30,,,,30,
199582,33,16,58,0,35,100,,,,,27,100,0,,13,18,20,11,33,0,21,0,,,,,16,50,0,,19,19,10,10,94,27
199607,56,,56,63,52,52,20,20,,0,33,67,50,,51,56,56,,56,63,52,52,20,20,,0,33,67,50,,52,52,55,55,68,68
199625,52,55,50,56,36,48,50,50,,100,67,,50,13,,,,,,,,,,,,,,,,,61,,,,44,
199634,48,45,51,54,29,38,50,50,,40,49,,47,20,,,,,,,,,,,,,,,,,37,,,,55,
199643,20,19,21,50,21,,9,0,17,0,14,42,13,,12,17,20,19,21,50,21,,9,0,17,0,14,42,13,,20,20,8,8,37,37
199689,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,100,,100,
199698,27,21,43,43,13,27,0,0,,60,0,35,0,,18,23,26,20,39,41,13,27,0,0,,60,0,24,0,,34,32,27,26,0,0
199722,51,58,47,57,17,67,,,,50,0,,60,24,,,,,,,,,,,,,,,,,54,,,,48,
199731,54,42,60,52,0,57,100,100,100,83,,,0,10,,,,,,,,,,,,,,,,,62,,100,,41,
199740,72,67,79,67,67,83,,,,100,100,,100,,,,,,,,,,,,,,,,,,55,,,,88,
199759,46,54,0,38,80,100,0,0,,100,0,,,,0,44,47,55,0,38,80,100,0,0,,100,0,,,,,,,,46,47
199768,8,10,6,5,0,23,0,,0,,0,,0,38,,,,,,,,,,,,,,,,,10,,,,5,
199786,30,21,36,29,42,24,0,0,,0,36,31,50,,,,,,,,,,,,,,,,,,32,,0,,30,
199795,54,55,53,55,0,44,100,100,,100,,,50,6,,,,,,,,,,,,,,,,,52,,,,57,
199838,47,49,46,49,37,72,,,,,50,100,20,17,,,,,,,,,,,,,,,,,40,,,,54,
199847,91,88,93,92,85,94,98,98,,100,,86,77,,87,90,91,88,93,92,85,94,98,98,,100,,86,77,,87,87,87,87,92,92
199856,31,32,31,38,15,27,39,39,25,33,24,17,24,19,,,,,,,,,,,,,,,,,27,,27,,34,
199865,43,37,45,48,14,18,100,100,,,0,,60,,27,41,43,37,45,48,14,18,100,100,,,0,,60,,42,42,51,51,38,38
199892,57,60,53,60,68,45,67,67,,100,33,50,40,10,,,,,,,,,,,,,,,,,38,,,,74,
199908,36,53,23,30,17,63,67,67,,,,,,13,,,,,,,,,,,,,,,,,37,,,,33,
199926,52,55,50,55,50,36,100,100,,,56,50,38,3,,,,,,,,,,,,,,,,,49,,,,58,
199953,36,37,34,42,14,58,,,,,0,,33,41,,,,,,,,,,,,,,,,,39,,100,,24,
199962,47,41,50,52,38,50,56,56,50,,56,43,36,40,36,45,47,41,50,52,38,50,56,56,50,,56,43,36,40,39,39,50,50,57,57
199971,0,0,,,0,0,,,,,,,,14,0,0,0,0,,,0,0,,,,,,,,14,0,0,,,,
199980,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,71,
199999,49,41,51,36,50,41,67,100,0,50,41,0,32,31,33,45,49,41,51,36,50,41,67,100,0,50,41,0,32,31,46,46,54,54,62,62
200004,59,55,62,60,47,57,76,75,100,50,44,67,59,28,41,56,59,55,62,60,47,57,76,75,100,50,44,67,59,28,53,53,61,61,65,65
200013,58,67,56,62,100,0,,,,,33,,100,,,,,,,,,,,,,,,,,,57,,50,,100,
200022,48,53,41,51,20,18,50,50,,40,60,100,32,15,,,,,,,,,,,,,,,,,38,,48,,52,
200059,43,38,49,51,0,0,0,0,,,14,36,11,19,19,37,40,34,47,46,0,0,0,0,,,17,36,13,16,31,23,33,28,50,48
200086,17,18,17,0,100,0,,,,18,,,0,,100,100,100,,100,,,,,,,100,,,,,8,100,,,33,
200110,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,89,,67,
200156,44,35,54,49,36,40,0,0,0,,15,35,,36,31,42,44,35,54,49,36,40,0,0,0,,15,35,,36,37,37,41,41,50,50
200192,51,44,59,57,0,33,50,100,0,0,,60,25,13,,,,,,,,,,,,,,,,,40,,40,,57,
200208,9,0,17,,,,,,,9,,,,,,,,,,,,,,,,,,,,,0,,,,33,
200217,68,61,73,72,44,60,33,33,33,50,57,50,40,20,57,67,68,61,73,72,44,60,33,33,33,50,57,50,40,20,65,65,65,65,72,72
200226,40,28,54,47,33,8,0,,0,0,0,50,25,12,28,40,42,30,54,48,43,8,,,,0,0,50,25,12,23,27,50,52,49,48
200253,48,40,54,49,23,42,67,67,,0,0,78,35,28,28,42,48,40,54,49,23,42,67,67,,0,0,78,35,28,41,41,33,33,53,53
200280,63,60,67,64,37,59,74,77,0,27,62,55,58,23,42,60,63,60,67,64,37,59,74,77,0,27,62,55,58,23,53,53,60,60,67,67
200305,50,52,44,55,15,19,67,67,,25,50,0,25,,,,,,,,,,,,,,,,,,38,,60,,53,
200314,53,43,59,52,33,63,,,,50,,65,40,13,,,,,,,,,,,,,,,,,43,,50,,60,
200332,64,62,66,65,53,47,60,60,,20,55,76,53,22,45,61,64,62,66,65,53,47,60,60,,20,55,76,53,22,53,53,63,63,68,68
200341,39,34,43,44,25,38,0,0,0,0,0,47,23,12,,,,,,,,,,,,,,,,,35,,25,,42,
200466,24,38,13,50,0,,,,,23,,,,4,,,,,,,,,,,,,,,,,31,,,,0,
200484,39,41,36,42,0,0,,,,33,,,,27,21,33,43,45,40,46,0,0,,,,33,,,,26,31,36,47,50,50,50
200527,54,52,57,75,,,,,,54,,,,14,17,25,33,0,40,,,,,,,33,,,,17,51,25,,,83,50
200554,34,33,34,33,0,0,,,,35,,,,,,,,,,,,,,,,,,,,,33,,,,36,
200572,48,42,55,53,0,35,0,0,,0,0,67,40,29,36,44,48,42,55,53,0,35,0,0,,0,0,67,40,29,44,44,41,41,53,53
200590,63,100,0,67,100,0,,,,,,,,,,,,,,,,,,,,,,,,,50,,100,,100,
200785,21,0,23,18,21,,,,,,29,,0,,14,14,14,0,17,17,0,,,,,,,,,,17,17,67,0,,
200800,48,47,50,55,22,37,74,74,,17,53,43,35,25,29,49,53,51,55,58,29,42,76,76,,25,58,44,37,24,33,38,52,55,63,65
200846,10,8,11,10,0,17,0,0,,,,0,0,32,,,,,,,,,,,,,,,,,6,,9,,13,
200873,40,50,36,43,0,,,,,,,,,20,0,27,27,50,18,29,0,,,,,,,,,20,44,33,,,33,17
201034,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,69,
201061,44,44,44,44,14,100,,,,,100,,,,33,44,44,44,44,44,14,100,,,,,100,,,,42,42,50,50,44,44
201098,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,0,
201104,61,57,63,63,51,36,20,20,,75,64,50,33,6,49,59,61,57,63,63,51,36,20,20,,75,64,50,33,6,52,52,65,65,66,66
201131,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,25,,29,
201159,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,74,
201177,52,33,54,48,,,,,,,,,100,,57,57,57,50,60,57,,,,,,,,,,,38,,38,33,73,75
201195,69,64,72,72,48,59,88,88,,100,,100,63,21,59,67,69,64,72,72,48,59,88,88,,100,,100,63,21,59,59,69,69,77,77
201283,39,40,37,40,,0,,,,0,0,,40,7,,,,,,,,,,,,,,,,,36,,100,,40,
201371,50,38,64,54,33,33,67,67,,50,29,,60,49,47,50,50,38,64,54,33,33,67,67,,50,29,,60,49,43,43,55,55,53,53
201432,10,5,14,12,3,12,33,33,,,0,,5,43,,,,,,,,,,,,,,,,,9,,7,,13,
201441,63,58,66,66,48,43,65,67,0,75,68,62,47,22,49,60,62,57,66,65,47,43,65,67,0,75,66,62,47,22,49,48,64,64,72,72
201469,21,9,23,30,12,20,,,,,,,25,,,,,,,,,,,,,,,,,,18,,0,,50,
201478,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,34,
201496,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,82,
201539,75,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,64,,100,,,
201548,66,58,71,69,45,55,45,63,0,,65,100,58,,59,65,66,58,71,69,45,55,45,63,0,,65,100,58,,53,53,71,71,74,74
201645,87,85,90,92,73,82,93,92,100,100,91,70,85,,72,85,87,85,90,92,73,82,93,92,100,100,91,70,85,,87,87,89,89,86,86
201654,74,73,76,74,62,72,89,89,,100,83,80,79,,65,73,74,73,76,74,62,72,89,89,,100,83,80,79,,63,63,77,77,78,78
201672,24,26,23,24,20,14,67,67,,,25,,29,18,,,,,,,,,,,,,,,,,22,,27,,28,
201681,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,33,,0,
201690,26,23,27,25,23,0,,,,0,27,83,21,36,14,22,26,23,27,25,23,0,,,,0,27,83,21,36,24,24,30,30,33,33
201803,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,100,,34,
201821,60,29,63,63,0,,50,50,,,0,,100,,52,57,59,29,62,63,0,,50,50,,,0,,0,,50,47,100,100,40,40
201885,72,68,75,73,55,75,77,77,40,80,68,73,68,,39,67,71,68,75,72,55,75,76,77,40,80,68,73,68,,60,60,68,67,78,77
201928,20,17,25,25,9,19,50,50,,0,13,32,16,17,,,,,,,,,,,,,,,,,19,,20,,22,
201946,25,24,25,26,0,9,33,33,,0,0,0,17,29,,,,,,,,,,,,,,,,,23,,25,,27,
201955,15,14,16,20,4,17,18,18,0,0,6,45,14,41,,,,,,,,,,,,,,,,,11,,19,,19,
201964,36,34,37,43,24,0,100,100,,0,32,,18,21,45,48,48,40,57,54,21,0,100,100,,0,0,,33,30,26,36,40,47,58,74
201973,25,29,21,29,12,0,67,67,,0,0,,,40,,,,,,,,,,,,,,,,,21,,30,,32,
202046,68,58,71,73,44,67,83,83,,,0,50,62,23,61,68,68,58,71,73,44,67,83,83,,,0,50,62,23,61,61,74,74,74,74
202073,69,66,73,61,50,100,71,71,,,,77,100,6,57,68,70,68,73,63,50,100,71,71,,,,77,100,6,100,100,73,73,63,65
