opeid6,institution_name_first_seen,institution_name_last_seen,state_last_seen,first_seen_year,last_seen_year,first_missing_year,ever_opeflag_values,ever_opeflag_1to5,ever_opeflag_6,ever_broad_sectors,ever_levels,sample_type_last_seen,exit_group,last_seen_acts,last_seen_newids,coverage_note
030622,INTERNATIONAL BUSINESS INSTITUTE,INTERNATIONAL BUSINESS INSTITUTE,CA,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030623,WESTECH COLLEGE,Westech College,CA,1996,2016,2017,1; 7,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030624,MT DIABLO ADULT EDUCATION LOMA,Mt. Diablo Adult Education-Mt. Diablo USD,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030626,ICT SCHOOL OF WELDING,ICT SCHOOL OF WELDING,PA,1996,2003,2004,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030627,PLATT COLLEGE-LOS ANGELES,Platt College-Los Angeles,CA,1996,2024,,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
030630,COMPUTER LEARNING CENTER,COMPUTER LEARNING CENTERS INC,GA,1996,2000,2001,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030631,EXCELCIS IDAHO FALLS SCHOOL OF COSMETOLOGY,EXCELCIS IDAHO FALLS SCHOOL OF COSMETOLOGY,ID,1996,1998,1999,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030633,NORTHWEST ARKANSAS COMMUNITY COLLEGE,NorthWest Arkansas Community College,AR,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030634,MODERN TECHNOLOGY SCHOOL,Modern Technology School,CA,1996,2024,,1; 7; 8,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030642,COMPUTER LEARNING CENTER OF ANAHEIM,COMPUTER LEARNING CENTERS INC,TX,1996,2003,2004,1; 5,yes,no,For-profit,2-year,Unknown,other_exit,Q,,
030646,THE UNIVERSITY OF TEXAS AT BROWNSVILLE,Texas Southmost College,TX,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 2-year,,A,,
030648,AMHERST CAREER CENTER,AMHERST CAREER CENTER,MS,1996,1998,1999,5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030649,AARONS ACADEMY OF BEAUTY,Aaron's Academy of Beauty,MD,1996,2016,2017,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030650,CLARES BEAUTY COLLEGE,Paul Mitchell the School-Richland,WA,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030651,ARKADELPHIA BEAUTY COLLEGE,ABC Beauty College Inc,AR,1996,2016,2017,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030653,TREND SETTERS COLLEGE OF COSMETOLOGY,Paul Mitchell the School-Tinley Park,IL,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030654,PROFESSIONAL CAREERS INSTITUTE,PROFESSIONAL CAREERS INSTITUTE,MI,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030657,LOUISIANA TECHNICAL COLLEGE-CLAIBORNE CAMPUS,LOUISIANA TECHNICAL COLLEGE-CLAIBORNE CAMPUS,LA,1996,1997,1998,,no,no,Public,2-year,Public 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030658,COLUMBUS PARAPROFESSIONAL INSTITUTE,Ohio Institute of Health Careers,OH,1996,2010,2011,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030659,BUCKEYE JOINT VOCATIONAL SCHOOL,Buckeye Joint Vocational School,OH,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030662,BRYAN CAREER COLLEGE,Bryan University,KS,1996,2018,2019,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030663,BRYAN CAREER COLLEGE,Bryan University,MO,1996,2024,,1; 5,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
030665,SOUTHEASTERN TECHNICAL INSTITUTE,Southeastern Technical College,GA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030666,BAY MILLS COMMUNITY COLLEGE,Bay Mills Community College,MI,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
030667,AILANO SCHOOL OF COSMETOLOGY,Ailano School of Cosmetology,MA,1996,2017,2018,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030669,TECHNICAL TRADES INSTITUTE,Intellitec College-Grand Junction,CO,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030670,ANTONELLI MEDICAL AND PROFESSIONAL INSTITUTE,Antonelli Medical and Professional Institute,PA,1996,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030673,METROPOLITAN COLLEGE OF LEGAL STUDIES,Metropolitan College,OK,1996,2006,2007,1,yes,no,For-profit; Nonprofit,2-year; 4-year,Nonprofit 4-year,apparent_main_campus_closure,D,,
030676,RAPHAELS SCHOOL OF BEAUTY CULTURE INC,Raphael's School of Beauty Culture Inc-Boardman,OH,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030682,OHIO CENTER FOR BROADCASTING,Ohio Media School-Valley View,OH,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030684,STAR BEAUTY ACADEMY,Quality Technical and Beauty College,PR,1996,2023,2024,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030686,NORTH COUNTY TECHNICAL SPECIAL SCHOOL DISTRICT,Applied Tech,MO,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030688,ALADDIN BEAUTY COLLEGE 28,ALADDIN BEAUTY COLLEGE 28,TX,1996,2002,2003,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030691,ALLEN COLLEGE,Allen College,IA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
030693,SILICON VALLEY COLLEGE,Silicon Valley College,CA,1996,2005,2006,1,yes,no,For-profit; Nonprofit,2-year; 4-year,For-profit 4-year,other_exit,A,,
030695,CALIFORNIA SCHOOL OF COURT REPORTING-RIVERSIDE,Sage College,CA,1996,2016,2017,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030702,CENTRAL COLLEGE OF COSMETOLOGY,Central College of Cosmetology,MO,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030704,ITT TECHNICAL INSTITUTE,ITT Technical Institute-San Bernardino,CA,1996,2009,2010,1,yes,no,For-profit,4-year,For-profit 4-year,other_exit,A; N,,
030705,D'MART INSTITUTE,D'Mart Institute,PR,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030706,SANFORD-BROWN COLLEGE,SANFORD-BROWN COLLEGE,IL,1996,2002,2003,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030708,THE COMPUTER SCHOOL,THE COMPUTER SCHOOL,KY,1996,2000,2001,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030709,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING,Southeast Missouri Hospital College of Nursing and Health Sciences,MO,1996,2024,,1,yes,no,Nonprofit,2-year; 4-year,Nonprofit 4-year,,A,,
030710,CULINARY ARTS INSTITUTE OF LOUISIANA,CULINARY ARTS INSTITUTE OF LOUISIANA,LA,1996,2003,2004,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030714,ITT TECHNICAL INSTITUTE,ITT Technical Institute-San Antonio,TX,1996,2009,2010,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030716,BUSINESS AND TECHNOLOGY INSTITUTE,CBT Technology Institute-Main Campus,FL,1996,2024,,1; 5,yes,no,For-profit,2-year; 4-year,For-profit 2-year,,A,,
030718,ITT TECHNICAL INSTITUTE,ITT Technical Institute-Seattle,WA,1996,2017,2018,1; 5,yes,no,For-profit,2-year; 4-year,For-profit 4-year,apparent_main_campus_closure,D,,
030719,MOUNT CARMEL COLLEGE OF NURSING,Mount Carmel College of Nursing,OH,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
030722,CHANDLER/GILBERT COMMUNITY COLLEGE,Chandler-Gilbert Community College,AZ,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030723,NOVA INSTITUTE OF HEALTH TECHNOLOGY,Everest College-Ontario,CA,1996,2015,2016,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030724,SWANSONS SAFEWAY TRUCK DRIVING,All-State Career School-Pittsburgh,PA,1996,2012,2013,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030725,TAI HSUAN FOUNDATION SCHOOL OF THE SIX CHINESE ART,World Medicine Institute,HI,1996,2018,2019,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,apparent_main_campus_closure,D,,
030726,DCI CAREER INSTITUTE,DCI Career Institute,PA,1996,2021,2022,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030727,SANTA BARBARA BUSINESS COLLEGE,Westwood College-Los Angeles,IL,1996,2015,2016,1; 5; 7,yes,no,For-profit,2-year; 4-year,For-profit 4-year,apparent_main_campus_closure,M,,
030734,ITT TECHNICAL INSTITUTE,ITT Technical Institute-Knoxville,TN,1996,2009,2010,1,yes,no,For-profit,4-year,For-profit 4-year,other_exit,A,,
030741,WESTLAKE INSTITUTE OF TECHNOLOGY,WESTLAKE INSTITUTE OF TECHNOLOGY,CA,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030744,PHAGANS NEWPORT ACADEMY OF COSMETOLOGY CAREERS,Phagans Newport Academy of Cosmetology Careers,OR,1996,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030745,EAST WEST COLLEGE OF THE HEALING ARTS,East West College of the Healing Arts,OR,1996,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030746,STATEN ISLAND UNIVERSITY HOSPITAL SCH OF RAD SCI,STATEN ISLAND UNIVERSITY HOSPITAL SCH OF RAD SCI,NY,1996,1996,1997,,no,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030748,VAN DYCK INSTITUTE INC,VAN DYCK INSTITUTE INC,FL,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030749,MARTINEZ ADULT SCHOOL,Martinez Adult Education,CA,1996,2012,2013,1; 5; 7,yes,no,Public,2-year,Public 2-year,other_exit,A,,
030752,TWIN CITY BEAUTY COLLEGE INC,Twin City Beauty College,MI,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030754,ICC TECHNICAL INSTITUTE,ICC Technical Institute,TX,1996,2014,2015,1; 5,yes,no,Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,D,,
030755,AUTOMECA TECHNICAL COLLEGE,Automeca Technical College,PR,1996,2009,2010,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030756,EMMAS BEAUTY ACADEMY,Emma's Beauty Academy-Juana Diaz,PR,1996,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030758,UNIVERSITY OF BIBLICAL STUDIES AND SEMINARY,AMERICAN CHRISTIAN COLLEGE AND SEMINARY,OK,1996,2004,2005,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
030759,LOUISIANA INSTITUTE OF TECHNOLOGY-ALEXANDRIA,LOUISIANA INSTITUTE OF TECHNOLOGY-ALEXANDRIA,LA,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030760,PUERTO RICO BARBER COLLEGE,Puerto Rico Barber College,PR,1996,2009,2010,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030761,SOUTHWESTERN COLLEGE,Southwestern College,NM,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
030763,BEULAH HEIGHTS BIBLE COLLEGE,Beulah Heights University,GA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
030764,THE BRYMAN SCHOOL,The Bryman School of Arizona,AZ,1996,2014,2015,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030766,BRIGHTON INSTITUTE OF COSMETOLOGY,BRIGHTON INSTITUTE OF COSMETOLOGY,MI,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030768,DOMINION BUSINESS SCHOOL,DOMINION BUSINESS SCHOOL,VA,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030770,DOMINION BUSINESS SCHOOL,DOMINION COLLEGE,VA,1996,1999,2000,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030772,JERRY'S SCHOOL OF HAIRSTYLING,Paul Mitchell the School-Missouri Columbia,MO,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030775,RABBI JACOB JOSEPH SCHOOL,Rabbi Jacob Joseph School,NJ,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
030776,MARTINS SCHOOL OF HAIR DESIGN,Empire Beauty School-Green Bay,WI,1996,2012,2013,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030777,COMPUTER EDUCATION SERVICES INC,Decker College Inc,KY,1996,2005,2006,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,A; D,,
030778,ETI TECHNICAL COLLEGE,Brown Mackie College-North Canton,OH,1996,2006,2007,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030780,OHIO CENTER FOR BROADCASTING,Ohio Media School-Cincinnati,OH,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030784,CAMEO BEAUTY ACADEMY,Cameo Beauty Academy,IL,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030785,INTERNATIONAL ACADEMY OF COSMETOLOGY,Technical Institute of Cosmetology Arts and Sciences,OK,1996,2017,2018,1; 4; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030789,KENTUCKY ADVANCED TECHNOLOGY INSTITUTE,KENTUCKY ADVANCED TECHNOLOGY INSTITUTE,KY,1996,1999,2000,1,yes,no,Public,2-year,Public 2-year,other_exit,A,,
030790,ETI TECHNICAL COLLEGE,ETI Technical College of Niles,OH,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030791,NORTH CENTRAL INSTITUTE,North Central Institute,TN,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030792,HEARTLAND SCHOOL OF BUSINESS,Westwood College-Dupage,IL,1996,2015,2016,1; 5; 7,yes,no,For-profit,2-year; 4-year,For-profit 4-year,apparent_main_campus_closure,M,,
030794,LYME ACADEMY OF FINE ARTS,Lyme Academy College of Fine Arts,CT,1996,2014,2015,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
030795,HAIR TECHNOLOGY INSTITUTE,HAIR TECHNOLOGY INSTITUTE,CT,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030797,SAGINAW BEAUTY ACADEMY,SAGINAW BEAUTY ACADEMY,MI,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030798,GEORGE T BAKER AVIATION SCHOOL,George T Baker Aviation Technical College,FL,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030799,INSTITUTE OF SPECIALIZED TRAINING AND MANAGEMENT,City College-Altamonte Springs,FL,1996,2024,,1,yes,no,For-profit; Nonprofit,2-year,For-profit 2-year,,A,,
030800,NEWPORT SCHOOL OF HAIRDRESSING-MAIN CAMPUS,Newport School of Hairdressing-Main Campus,RI,1996,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030802,LOUISIANA TRAINING CENTER,LOUISIANA TRAINING CENTER,LA,1996,1997,1998,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030805,CALIFORNIA MEDICAL SCHOOL OF SHIATSU,CALIFORNIA MEDICAL SCHOOL OF SHIATSU,CA,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030808,THE ACADEMY,THE ACADEMY,FL,1996,2002,2003,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030812,METROPOLITAN COLLEGE OF COURT REPORTING,Metropolitan College,AZ,1996,2006,2007,1; 5; 7,yes,no,For-profit; Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
030813,METROPOLITAN COLLEGE,Metropolitan College,OK,1996,2006,2007,1,yes,no,For-profit; Nonprofit,2-year; 4-year,Nonprofit 4-year,apparent_main_campus_closure,D,,
030815,SOUTHEASTERN BEAUTY SCHOOL,Southeastern Beauty School-Columbus North Lumpkin,GA,1996,2014,2015,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030816,DELAWARE CHENANGO MADISON OSTEGO BOCES,Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,NY,1996,2024,,1; 5,yes,no,Public,2-year,Public 2-year,,A,,
030818,TAYLORS INSTITUTE OF COSMETOLOGY,TAYLORS INSTITUTE OF COSMETOLOGY,TX,1996,2002,2003,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030819,COMPUTER LEARNING NETWORK,YTI Career Institute-Altoona,PA,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030821,MYOTHERAPY COLLEGE OF UTAH,Myotherapy Massage College,UT,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030825,BARNES-JEWISH SCHOOL OF RADIOLOGIC TECHNOLOGY,BARNES-JEWISH SCHOOL OF RADIOLOGIC TECHNOLOGY,MO,1996,1997,1998,,no,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030828,KENTUCKY CAREER INSTITUTE,KENTUCKY CAREER INSTITUTE,KY,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030829,ROSEL SCHOOL OF COSMETOLOGY,Rosel School of Cosmetology,IL,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030830,OZARKS TECHNICAL COMMUNITY COLLEGE,Ozarks Technical Community College,MO,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
030836,NASHVILLE CAREER SCHOOL,NASHVILLE CAREER SCHOOL,TN,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030837,GALEN HEALTH INSTITUTES,Galen College of Nursing-Louisville,FL,1996,2024,,1; 8,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
030838,HEARTLAND COMMUNITY COLLEGE,Heartland Community College,IL,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030840,PACIFIC HOTEL SCHOOLS,PACIFIC HOTEL SCHOOLS,CA,1996,1997,1998,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030842,VALLEY COLLEGE OF TECHNOLOGY,Valley College-Princeton,WV,1996,2019,2020,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030844,VALLEY COLLEGE OF TECHNOLOGY,Valley College-Beckley,WV,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030845,LAEL COLLEGE AND GRADUATE SCHOOL,LAEL COLLEGE AND GRADUATE SCHOOL,MO,1996,2001,2002,5,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
030846,INTERIOR DESIGN INSTITUTE,The Art Institute of Las Vegas,NV,1996,2010,2011,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,other_exit,A,,
030847,VENTURA ADULT AND CONTINUING EDUCATION,Ventura Adult and Continuing Education,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030848,DELAWARE JOINT VOCATIONAL SCHOOL DISTRICT,Delaware Area Career Center,OH,1996,2016,2017,1; 5,yes,no,Public,2-year,Public 2-year,other_exit,A,,
030849,POMPANO ACADEMY OF AERONAUTICS,POMPANO ACADEMY OF AERONAUTICS,FL,1996,1997,1998,,no,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030852,STAR BEAUTY ACADEMY,Harrison Career Institute-Philadelphia,PA,1996,2006,2007,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030857,PROFESSIONAL TECHNICAL INSTITUTION,Professional Technical Institution,PR,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030858,MAGIC TOUCH BEAUTY INSTITUTE INC,MAGIC TOUCH BEAUTY INSTITUTE INC,NY,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030874,ITT TECHNICAL INSTITUTE,ITT Technical Institute-Torrance,CA,1996,2009,2010,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,other_exit,A,,
030875,ITT TECHNICAL INSTITUTE-GREENFIELD,ITT Technical Institute-Greenfield,WI,1996,2009,2010,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,other_exit,A,,
030876,ITT TECHNICAL INSTITUTE,ITT Technical Institute-Lake Mary,FL,1996,2009,2010,1,yes,no,For-profit,4-year,For-profit 4-year,other_exit,A,,
030877,ESCUELAS LEICESTER,Escuelas Leicester,CA,1996,2007,2008,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030878,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,TX,1996,1998,1999,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030880,HI-TECH SCHOOL OF MIAMI,HI-TECH SCHOOL OF MIAMI,FL,1996,2004,2005,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030882,CARSON CITY BEAUTY ACADEMY,Carson City Beauty Academy,NV,1996,2014,2015,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030883,ACADEMY OF COSMETOLOGY,Academy of Cosmetology,SC,1996,2012,2013,1; 5; 7; 8,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030884,AMERICAN SCHOOL OF NAILS TECHNIQUES AND COSMETOLGY,OMNI TECHNICAL SCHOOL,OH,1996,2002,2003,1; 6,yes,yes,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030885,NEW YORK INTERNATIONAL BEAUTY SCHOOL LTD,New York International Beauty School Ltd,NY,1996,2009,2010,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030888,WATKINS INSTITUTE COLLEGE OF ART AND DESIGN,Watkins College of Art Design & Film,TN,1996,2020,2021,1; 5,yes,no,Nonprofit,2-year; 4-year,Nonprofit 4-year,apparent_main_campus_closure,D,,
030889,AMBASSADOR UNIVERSITY,AMBASSADOR UNIVERSITY,TX,1996,1997,1998,,no,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030891,GEORGIA INSTITUTE OF COSMETOLOGY,Georgia Institute of Cosmetology,GA,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030892,NOUVELLE INSTITUTE,Nouvelle Institute,FL,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030893,HERITAGE BIBLE COLLEGE,Heritage Bible College,NC,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
030894,SCHOOL OF HAIR DESIGN,School of Hair Design,TX,1996,2009,2010,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030895,AJS COSMETOLOGY SCHOOL,AJS COSMETOLOGY SCHOOL,FL,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030897,COMPUTER CAREER CENTER,Career Institute of Health and Technology,NY,1996,2013,2014,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030899,YONKERS BEAUTY CULTURE SCHOOL,YONKERS BEAUTY CULTURE SCHOOL,NY,1996,1998,1999,5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030900,SHARPS ACADEMY OF HAIR STYLING,Sharp's Academy of Hairstyling,MI,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
