unitid,institution_name,state,city,first_seen_year,last_seen_year,first_missing_year,academic_year,reappeared_after_gap,act_code,closedat,newid,degree_granting,sector,broad_sector,institutional_level,tracker_category,highest_degree_offered,instcat,opeid8,headcount_year,student_headcount,exit_group,closure_proxy_note,source_group,source_file,source_note
158583,Louisiana Technical College-Shelby Jackson Campus,LA,Ferriday,2004,2010,2011,2010-11,yes,C,-2,158088,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00548832,2009,403,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
160676,Louisiana Technical College-T H Harris Campus,LA,Opelousas,2004,2010,2011,2010-11,yes,C,-2,159443,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00548840,2009,874,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
159692,NW Louisiana Technical College-Mansfield Campus,LA,Mansfield,2004,2010,2011,2010-11,yes,C,-2,160010,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,00548822,2009,573,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
160001,Northeast Louisiana Technical College-Northeast Campus,LA,Winnsboro,2004,2010,2011,2010-11,yes,C,-2,158769,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00548826,2009,631,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
160366,Northeast Louisiana Technical College-Ruston,LA,Ruston,2004,2010,2011,2010-11,yes,C,-2,158769,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00548830,2009,345,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
158936,Northshore Technical College-Florida Parishes Branch Campus,LA,Greensburg,2004,2010,2011,2010-11,yes,C,-2,160667,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00548811,2009,980,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
159045,Northshore Technical College-Hammond Area Branch Campus,LA,Hammond,2004,2010,2011,2010-11,yes,C,-2,160667,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00548814,2009,714,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
159823,Northwest Louisiana Technical College-Natchitoches Campus,LA,Natchitoches,2004,2010,2011,2010-11,yes,C,-2,160010,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00548824,2009,530,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
160384,Northwest Louisiana Technical College-Sabine Valley Campus,LA,Many,2004,2010,2011,2010-11,yes,C,-2,160010,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,00548831,2009,264,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
160427,Northwest Louisiana Technical College-Shreveport Campus,LA,Shreveport,2004,2010,2011,2010-11,yes,C,-2,160010,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00548833,2009,1738,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
195137,Sage College of Albany,NY,Albany,2004,2010,2011,2010-11,yes,C,-2,195128,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",Doctor's - other,-2,00281001,2009,2452,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
439084,Sage Colleges System Office,NY,Troy,2004,2010,2011,2010-11,yes,C,-2,195128,yes,,Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",Doctor's - other,-2,002810A1,,,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
128036,San Juan Basin Technical College,CO,Mancos,2004,2010,2011,2010-11,yes,C,-2,127884,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,02116300,2009,1113,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
236559,Seattle Midwifery School,WA,Seattle,2004,2010,2011,2010-11,yes,C,-2,235547,no,"Private not-for-profit, at least 2 but less than 4 years",Private not-for-profit,At least 2 but less than 4 years,At least 2 but less than 4 years,Non-degree granting,-2,02242504,2009,32,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
160719,South Central Louisiana Technical College-Lafourche Campus,LA,Thibodaux,2004,2010,2011,2010-11,yes,C,-2,160913,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00548819,2009,741,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2010.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
