snapshot_date,snapshot_label,hcm_level,opeid,unitid,institution_name,city,state,country,sector,institution_type_desc,reason_on_description,in_finance_tracker
2025-06-01,June 2025,HCM1,02277900,,Ross University School of Veterinary Medicine,Basseterre,,St. Kitts-Nevis,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02246000,,"Ross University, School of Medicine",St. Michael,,Barbados,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03824300,,"Royal Veterinary College (The), University of London",London,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03780300,,Saba University School of Medicine,The Bottom,,The Netherlands,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,01022100,,Saint Paul University,Ottawa,,Canada,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,02233300,,"St.  George's University, School of Medicine",St George's University,,Grenada,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03974300,,"St. George's University, School of Veterinary Medicine",St.George's,,Grenada,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03764300,,St. Matthew's University School of Medicine,Grand Cayman,,British West Indies,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,01052000,,Trinity Laban Conservatoire of Music and Dance,Greenwich,,England,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04257100,,Universiteit Maastricht,Maastricht,,The Netherlands,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-06-01,June 2025,HCM1,00837700,,Universiteit van Amsterdam,Amsterdam,,The Netherlands,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04212900,,University College Birmingham,Birmingham,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00670400,,University College Cork,Cork,,Ireland,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,01018800,,"University College Dublin, National University of Ireland, Dublin",Dublin 4,,Ireland,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-06-01,June 2025,HCM1,00936800,,University of Aberdeen,Aberdeen,,Scotland,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-06-01,June 2025,HCM1,00787400,,University of Calgary,Calgary,,Canada,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03515300,,University of Central Lancashire,Lancashire,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04170900,,University of Chester,Chester,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00684200,,University of Dublin Trinity College,Dublin,,Ireland,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-06-01,June 2025,HCM1,03045000,,University of East London,London,,England,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00683900,,University of Edinburgh,Edinburgh,,Scotland,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-06-01,June 2025,HCM1,00868700,,University of Essex,Colchester,,England,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-06-01,June 2025,HCM1,00668300,,University of Guelph,Guelph,,Canada,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-06-01,June 2025,HCM1,01052500,,University of Hertfordshire,Hatfield,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00866500,,University of Kent,Canterbury,,England,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00944400,,University of Lancaster,Lancaster,,United Kingdom,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00669200,,University of Leeds,Leeds,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03084300,,University of Limerick,Castletroy,,Ireland,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-06-01,June 2025,HCM1,02210000,,University of London - London School of Hygiene & Tropical Medicine,London,,England,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00669600,,University of London - School of Advanced Study,London,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00669400,,University of London - School of Oriental & African Studies,London,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,02120000,,"University of London, The Courtauld Institute of Art",London,,England,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-06-01,June 2025,HCM1,02156800,,University of Otago,Dunedin,,New Zealand,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00986000,,University of Surrey,Guildford,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,02149700,,University of Winchester (The),Winchester,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03085100,,University of Wolverhampton,Wolverhampton,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04230700,,University of the Highlands and Islands,Inverness,,Scotland,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,01121400,,University of the Witwatersrand,Johannesburg,,South Africa,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00837600,,Vrije Universiteit Amsterdam,Amsterdam,,The Netherlands,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03160300,102711,Alaska Vocational Technical Center,Seward,AK,United States,Public,Public,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00100200,100654,Alabama Agricultural & Mechanical University,Normal,AL,United States,Public,Public,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,00100500,100724,Alabama State University,Montgomery,AL,United States,Public,Public,Audit - Severe Findings,Yes
2025-06-01,June 2025,HCM1,02341000,371052,Fortis College,Mobile,AL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03361400,455460,Fortis College,Dothan,AL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00573400,102313,H. Councill Trenholm State Community College,Montgomery,AL,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00569200,101994,Reid State Technical College,Evergreen,AL,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00104100,102234,Spring Hill College,Mobile,AL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00104600,102298,Talladega College,Talladega,AL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,00108700,106306,Arkansas Baptist College,Little Rock,AR,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,04276100,492069,Champion Christian College,Hot Springs,AR,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,00109500,106810,Crowley's Ridge College,Paragould,AR,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00108800,106342,Lyon College,Batesville,AR,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,04247600,485591,New Beginnings Beauty Academy,Pine Bluff,AR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00711300,105899,Arizona Christian University,Glendale,AZ,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,04080300,454829,Aspen University,Phoenix,AZ,United States,Private for-profit,Proprietary,Program Review,Yes
2025-06-01,June 2025,HCM1,00728300,104346,Central Arizona College,Coolidge,AZ,United States,Public,Public,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04177500,461713,Pure Aesthetics Natural Skincare School,Tucson,AZ,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03532400,444361,ATA College,El Cajon,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04132400,454722,Academy of Esthetics and Cosmetology,San Fernando,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03327400,384306,"Acupuncture and Integrative Medicine College, Berkeley",Berkeley,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04206800,479974,Advance Beauty Techs Academy,Corona,CA,United States,Private for-profit,Proprietary,Financial Statement Late or Missing,No
2025-06-01,June 2025,HCM1,04227100,490081,America Evangelical University,Gardena,CA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03962300,447795,American Institute of Massage Therapy,Santa Ana,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03067400,417105,Baldwin Park Adult School,Baldwin Park,CA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04223700,483878,Bay Area Medical Academy,San Francisco,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03266300,110060,Bethesda University,Anaheim,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,02128200,125082,Bridges Beauty College,Victorville,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04294500,498748,CalCopa Massage School,Huntington Beach,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00998900,433420,California Aeronautical University,Bakersfield,CA,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,04237800,486497,California Barber & Beauty College,San Diego,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02332800,111717,Center for Employment Training,San Jose,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04180000,461829,Cinta Aveda Institute,San Francisco,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02110200,112570,Columbia College Hollywood,Los Angeles,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00119600,113698,Dominican University of California,San Rafael,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,04175400,461607,Elite Cosmetology School,Palm Desert,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03403300,124487,Epic Bible College,Sacramento,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,04159600,461254,Galaxy Medical College,North Hollywood,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04274800,111045,Haven University,Garden Grove,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00125200,120537,Hope International University,Fullerton,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,04265500,491659,ICOHS College,San Diego,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04001300,447731,Los Angeles College of Aesthetics,Los Angeles,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03868400,446385,Los Angeles College of Music,Pasadena,CA,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,03124500,400558,Los Angeles Pacific College,Los Angeles,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02497300,112288,Milan Institute,Visalia,CA,United States,Private for-profit,Proprietary,Outstanding Liability and/or Offset Owed,No
2025-06-01,June 2025,HCM1,03098700,442657,Milan Institute,Palm Desert,CA,United States,Private for-profit,Proprietary,Outstanding Liability and/or Offset Owed,No
2025-06-01,June 2025,HCM1,02161800,119270,Musicians Institute,Hollywood,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03590400,443207,NTMA Machinist Career College,Santa Fe Springs,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04118800,461148,New York Film Academy,Burbank,CA,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,03813300,444130,Northcentral University,La Jolla,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00117900,120184,Notre Dame de Namur University,Belmont,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,03163300,120838,Pacific States University,Los Angeles,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,04272100,491853,Princess Institute of Beauty,Reedley,CA,United States,Private for-profit,Proprietary,Adverse Action Taken by Accreditor/State Agency,No
2025-06-01,June 2025,HCM1,04153900,455770,Providence Christian College,Pasadena,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,01203100,112084,San Diego Christian College,Santee,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,02267600,110778,Sofia University,Palo Alto,CA,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,02597300,123633,South Baylo University,Anaheim,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04181200,461856,Southern California Health Institute (SOCHI),North Hollywood,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02596400,413680,Spartan College of Aeronautics and Technology,Inglewood,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00408000,123916,Starr King School for the Ministry,Oakland,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03759300,444529,Stellar Career College,Modesto,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00188100,154022,University of Arizona Global Campus (The),San Diego,CA,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,03995300,447801,University of East-West Medicine,Sunnyvale,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03171300,367954,University of St. Augustine for Health Sciences,San Marcos,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00128100,122728,William Jessup University,Rocklin,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,03868300,401223,World Mission University,Los Angeles,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,04093300,449454,Academy of Natural Therapy,Greeley,CO,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04148300,454856,Denver College of Nursing,Denver,CO,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,03006300,372329,IBMC College,Fort Collins,CO,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00135400,127273,Iliff School of Theology,Denver,CO,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,02117500,127653,Naropa University,Boulder,CO,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,04218900,480790,Rocky Vista University,Parker,CO,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00729700,126605,Spartan College of Aeronautics and Technology,Broomfield,CO,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03409600,439473,Bennett Career Institute,Washington,DC,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02132800,131830,National Conservatory of Dramatic Arts,Washington,DC,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03218300,384412,University of the Potomac,Washington,DC,United States,Private for-profit,Proprietary,Audit - Severe Findings,Yes
2025-06-01,June 2025,HCM1,00146400,131973,Wesley Theological Seminary,Washington,DC,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04133500,451079,Academy for Five Element Acupuncture,Gainesville,FL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04156400,457411,Aviation Institute of Maintenance,Casselberry,FL,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2025-06-01,June 2025,HCM1,04217800,481483,Boca Beauty Academy,Boca Raton,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03071600,449083,CBT Technology Institute,Miami,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04296600,498340,Chancellor Institute,Ft. Lauderdale,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03888300,449481,Dragon Rises College of Oriental Medicine,Gainesville,FL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04292300,496681,"Florida Academy of Nursing, The",Miramar,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03627600,441423,Florida Education Institute,Miami,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03856500,457350,Florida School of Traditional Midwifery,Gainesville,FL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03434300,439792,Fortis College,Orange Park,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04251700,488332,Hope College of Arts and Sciences,Pompano Beach,FL,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04276800,492652,KCK Beauty & Barber Academy,Jacksonville,FL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04242000,485485,Latin Beauty Academy,Greenacres,FL,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04285500,495183,Mariano Moreno Culinary Institute,Miami,FL,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04220200,483470,More Tech Institute,Hialeah,FL,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04258500,493488,Premiere International College,Fort Myers,FL,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,02511700,136765,Ridge Technical College,Winter Haven,FL,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00807500,137272,St. John Vianney College Seminary,Miami,FL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,02508900,137777,Talmudic College of Florida,Miami Beach,FL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,04288100,495235,Total Beauty Institute,Jacksonville,FL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00560800,135522,Traviss Technical College,Lakeland,FL,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03028200,137962,Trinity College of Florida,Trinity,FL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,03549300,441371,Ultimate Medical Academy,Clearwater,FL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00154000,138293,Webber International University,Babson Park,FL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,03173300,138929,Atlanta Law Center,Atlanta,GA,United States,Private not-for-profit,Private Non-Profit,Other - CIO Problems (Eligibility),No
2025-06-01,June 2025,HCM1,03523300,440059,Aviation Institute Of Maintenance,Duluth,GA,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2025-06-01,June 2025,HCM1,00156000,139348,Columbia Theological Seminary,Decatur,GA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04242300,487959,Dalton Institute of Esthetics and Cosmetology,Dalton,GA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00411700,139746,Grady Health System,Atlanta,GA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03804400,444714,Gwinnett College,Marietta,GA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04260000,491570,Institute of Medical Ultrasound,Atlanta,GA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,02520000,365091,International School of Skin and Nailcare,Sandy Springs,GA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00158700,140720,Paine College,Augusta,GA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,01303900,139579,South University,Savannah,GA,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,04287100,495208,Webb's Barber School of Arts,Macon,GA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03438300,,Pacific Islands University,Mangilao,GU,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00184600,152992,Briar Cliff University,Sioux City,IA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,00186400,153533,Iowa Lakes Community College,Estherville,IA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00842400,153782,La' James International College,Fort Dodge,IA,United States,Private for-profit,Proprietary,Provisional Certification,No
2025-06-01,June 2025,HCM1,01300600,153746,La' James International College,Cedar Falls,IA,United States,Private for-profit,Proprietary,Provisional Certification,No
2025-06-01,June 2025,HCM1,02134500,154332,La' James International College,Davenport,IA,United States,Private for-profit,Proprietary,Provisional Certification,No
2025-06-01,June 2025,HCM1,02274100,153764,La' James International College - Des Moines,Johnston,IA,United States,Private for-profit,Proprietary,Provisional Certification,No
2025-06-01,June 2025,HCM1,00794100,154545,Salon Professional Academy (The),Cedar Falls,IA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00189500,154518,Waldorf University,Forest City,IA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,04203500,476869,Austin Kade Academy,Idaho Falls,ID,United States,Private for-profit,Proprietary,Administrative Capability,No
2025-06-01,June 2025,HCM1,04124700,457527,Ambria College of Nursing,Hoffman Estates,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03747300,443702,Bexley Seabury Seminary Federation,Chicago,IL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,02202600,143473,Cannella School of Hair Design,Villa Park,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02349500,143491,Cannella School of Hair Design,Chicago,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00168200,145275,Garrett - Evangelical Theological Seminary,Evanston,IL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00170000,146339,Judson University,Elgin,IL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00172100,146977,McCormick Theological Seminary,Chicago,IL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00173600,147697,Northern Baptist Theological Seminary,Lisle,IL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,01083600,373216,Pivot Point Academy,Bloomingdale,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,01087900,148292,Richland Community College,Decatur,IL,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00174900,148487,Roosevelt University,Chicago,IL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00166300,148982,Spertus College of Judaica,Chicago,IL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04189600,462053,State Career College,Gurnee,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04224500,482167,Trenz Beauty Academy,Calumet City,IL,United States,Private for-profit,Proprietary,Payment Method Changed,No
2025-06-01,June 2025,HCM1,03176300,438735,Aviation Institute of Maintenance,Indianapolis,IN,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2025-06-01,June 2025,HCM1,00178900,150215,Christian Theological Seminary,Indianapolis,IN,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04258200,491552,Christina and Company Education Center,Lafayette,IN,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,02140800,151810,Martin University,Indianapolis,IN,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,04121000,451228,MyComputerCareer at Indianapolis,Indianapolis,IN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00182400,152099,Oakland City University,Oakland City,IN,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,04166700,457572,Summit Salon Academy,Anderson,IN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04246600,488129,Textures Institute of Cosmetology,Indianapolis,IN,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00191700,155070,Barclay College,Haviland,KS,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,00190400,154721,Bethany College,Lindsborg,KS,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
