snapshot_date,snapshot_label,hcm_level,opeid,unitid,institution_name,city,state,country,sector,institution_type_desc,reason_on_description,in_finance_tracker
2025-12-01,December 2025,HCM1,02504200,125231,Walden University,Minneapolis,MN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04295100,496724,Aesthetics Institute,St. Louis,MO,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04174800,461573,American Trade School,Saint Ann,MO,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,03616300,441496,Aviation Institute of Maintenance,Kansas City,MO,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2025-12-01,December 2025,HCM1,00245000,176789,Calvary University,Kansas City,MO,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00245800,177117,Cottey College,Nevada,MO,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,00246200,177278,Eden Theological Seminary,Webster Groves,MO,United States,Private not-for-profit,Private Non-Profit,Financial Statement Late or Missing,No
2025-12-01,December 2025,HCM1,00246300,177339,Evangel University,Springfield,MO,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,04173900,461537,Evolve Beauty Academy,Washington,MO,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00908900,177542,Hannibal - LaGrange University,Hannibal,MO,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00246600,177551,Harris - Stowe State University,Saint Louis,MO,United States,Public,Public,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,04174000,460932,Skin Institute,Saint Louis,MO,United States,Private for-profit,Proprietary,Payment Method Changed,No
2025-12-01,December 2025,HCM1,02340500,442426,St. Louis College of Health Careers,Fenton,MO,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04287800,495226,St. Louis Med Tech,St. Louis,MO,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,03970400,447999,WellSpring School of Allied Health,Kansas City,MO,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00240100,175519,Coahoma Community College,Clarksdale,MS,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00240200,175573,Copiah-Lincoln Community College,Wesson,MS,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04131300,451343,Corinth Academy of Cosmetology,Corinth,MS,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00240900,175829,Itawamba Community College,Fulton,MS,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00242600,176169,Northeast Mississippi Community College,Booneville,MS,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00243600,176354,Southwest Mississippi Community College,Summit,MS,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02517500,180203,Aaniiih Nakoda College,Harlem,MT,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02621300,179991,Academy of Cosmetology,Bozeman,MT,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00252900,180151,Dawson Community College,Glendive,MT,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02286600,180328,Little Big Horn College,Crow Agency,MT,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02610900,366340,Stone Child College,Box Elder,MT,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,03570300,199971,Carolina Christian College,Winston-Salem,NC,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00295600,489937,Carolina University,Winston Salem,NC,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,00293000,198598,Greensboro College,Greensboro,NC,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,02280900,199458,Mid-Atlantic Christian University,Elizabeth City,NC,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,03009500,199980,Winston - Salem Barber School,Winston-Salem,NC,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,01040600,200110,"Josef's School of Hair, Skin & Body",Grand Forks,ND,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02553700,200086,Nueta Hidatsa Sahnish College,New Town,ND,United States,Public,Public,Payment Method Changed,No
2025-12-01,December 2025,HCM1,02140400,183248,St. Joseph Hospital of Nashua NH,Nashua,NH,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00545200,187000,Aviation Institute of Maintenance,Hasbrouck Heights,NJ,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2025-12-01,December 2025,HCM1,04181400,461865,Best Care College,East Orange,NJ,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00259900,183974,Centenary University,Hackettstown,NJ,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00260300,184348,Drew University,Madison,NJ,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,02132300,183725,Fortis Institute,Wayne,NJ,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03424500,437723,New Community Career and Technical Institute,Newark,NJ,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,03666300,440794,Pillar College,Newark,NJ,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00262800,186283,Rider University,Lawrenceville,NJ,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00642900,186423,Saint Francis Medical Center,Trenton,NJ,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04271600,491826,"Avenue Academy, A Cosmetology Institute (The)",Albuquerque,NM,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00996200,363633,Luna Community College,Las Vegas,NM,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,03206300,188261,Mesalands Community College,Tucumcari,NM,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02357600,187596,Navajo Technical University,Crownpoint,NM,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04171000,461430,Advanced Training Institute,Las Vegas,NV,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,02248200,454555,Milan Institute of Cosmetology,Reno,NV,United States,Private for-profit,Proprietary,Outstanding Liability and/or Offset Owed,No
2025-12-01,December 2025,HCM1,04296700,496733,Sierra Academy of Style,Carson City,NV,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04223100,482194,ARROJO Academy,New York,NY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04279700,385415,Albert Einstein College of Medicine,Bronx,NY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00643500,188915,Arnot Ogden Medical Center,Elmira,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02506000,188942,Associated Beth Rivkah Schools,Brooklyn,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04243200,488004,Central Yeshiva Beth Joseph,Brooklyn,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,01161400,190707,Champlain Valley Physicians Hospital Medical Center,Plattsburgh,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,02125500,190008,Circle in the Square Theatre School,New York,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00269900,190044,Clarkson University,Potsdam,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,04251400,488305,Elim Bible College,Lima,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,03433500,427335,Lia Schorr Institute of Cosmetic Skin Care Training (The),New York,NY,United States,Private for-profit,Proprietary,Adverse Action Taken by Accreditor/State Agency,No
2025-12-01,December 2025,HCM1,00276000,192749,Manhattanville College,Purchase,NY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00397400,193070,Mesivtha Tifereth Jerusalem of America,New York,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,04237200,193380,Montefiore School of Nursing,Mount Vernon,NY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00274900,194073,New York College of Podiatric Medicine,New York,NY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04282200,493798,New York Seminary (The),Brooklyn,NY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04228300,484011,Paul Mitchell the School Schenectady,Schenectady,NY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,03129200,405854,Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,00397800,194763,Rabbinical Seminary of America,Flushing,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,00281500,195155,Saint Bernard's School of Theology and Ministry,Rochester,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,01236400,189811,St. Paul's School of Nursing,Rego Park,NY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,00947900,195784,St. Paul's School of Nursing,Staten Island,NY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,02191600,196583,Torah Temimah Talmudical Seminary,Staten Island,NY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,04270400,491774,Transitions Career Institute School of Nursing,Flushing,NY,United States,Private for-profit,Proprietary,Payment Method Changed,No
2025-12-01,December 2025,HCM1,00289000,196884,Union Theological Seminary,New York,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,00288300,197045,Utica University,Utica,NY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,01229300,417910,VEEB Nassau County School of Practical Nursing,Hicksville,NY,United States,Public,Public,Severe Program Review Findings,No
2025-12-01,December 2025,HCM1,01192100,197337,Westchester School of Beauty Culture,Mount Vernon,NY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-12-01,December 2025,HCM1,04244300,483018,Antioch College,Yellow Springs,OH,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00301400,201195,Baldwin Wallace University,Berea,OH,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-12-01,December 2025,HCM1,00302600,201690,Central State University,Wilberforce,OH,United States,Public,Public,Compliance Audit Late or Missing,Yes
2025-12-01,December 2025,HCM1,00747300,201803,Choffin Career & Technical Center,Youngstown,OH,United States,Public,Public,Compliance Audit Late or Missing,No
2025-12-01,December 2025,HCM1,04254900,490692,Cincinnati School of Barbering & Hair Design,Cincinnati,OH,United States,Private for-profit,Proprietary,Financial Statement Late or Missing,No
2025-12-01,December 2025,HCM1,03319300,434830,Creative Images Institute of Cosmetology,Dayton,OH,United States,Private for-profit,Proprietary,Financial Responsibility,No
