UNITID,FTE12MN,UNDUP,UNDUPUG,E12UG1ST,E12UGTRN,E12UGCNT,E12UGNDG,E12GRAD,E12UGFT,E12UG1SFT,E12UGTRFT,E12UGCNFT,E12UGNDFT,E12UGPT,E12UG1SPT,E12UGTRPT,E12UGCNPT,E12UGNDPT,PCTE12AN,PCTE12AS,PCTE12BK,PCTE12HS,PCTE12NH,PCTE12WH,PCTE122M,PCTE12UN,PCTE12NR,PCTE12W,PCTE12UGAN,PCTE12UGAS,PCTE12UGBK,PCTE12UGHS,PCTE12UGNH,PCTE12UGWH,PCTE12UG2M,PCTE12UGUN,PCTE12UGNR,PCTE12UGW,PCTE12GRADAN,PCTE12GRADAS,PCTE12GRADBK,PCTE12GRADHS,PCTE12GRADNH,PCTE12GRADWH,PCTE12GRAD2M,PCTE12GRADUN,PCTE12GRADNR,PCTE12GRADW,PCTE12DEEXC,PCTE12DESOM,PCTE12DENON,PCTE12UGDEEXC,PCTE12UGDESOM,PCTE12UGDENON,PCTE12GRADDEEXC,PCTE12GRADDESOM,PCTE12GRADDENON 
139579,1141,1325,436,43,106,287,0,889,281,25,49,207,0,155,18,57,80,0,1,5,33,7,1,51,1,1,1,73,1,2,49,7,0,36,2,2,0,72,0,7,25,7,1,58,0,1,1,73,13,20,67,25,40,36,8,10,82
139621,1689,2941,2941,784,182,1566,409,0,1679,659,100,902,18,1262,125,82,664,391,0,1,45,6,0,43,4,1,0,63,0,1,45,6,0,43,4,1,0,63,.,.,.,.,.,.,.,.,.,.,37,50,13,37,50,13,.,.,.
139630,809,949,949,237,51,540,121,0,806,231,50,512,13,143,6,1,28,108,1,1,13,7,0,66,4,0,9,45,1,1,13,7,0,66,4,0,9,45,.,.,.,.,.,.,.,.,.,.,2,47,51,2,47,51,.,.,.
139658,15214,15201,7521,1345,854,5146,176,7680,7119,1343,845,4868,63,402,2,9,278,113,0,16,12,9,0,41,4,2,16,61,0,22,9,11,0,36,4,1,16,59,0,11,15,7,0,45,3,3,16,63,49,48,3,70,30,0,29,66,5
139700,3978,7367,7367,1348,654,4564,801,0,2626,783,276,1515,52,4741,565,378,3049,749,0,2,17,15,0,60,4,0,1,65,0,2,17,15,0,60,4,0,1,65,.,.,.,.,.,.,.,.,.,.,55,31,14,55,31,14,.,.,.
139719,2585,3202,2862,811,245,1759,47,340,2427,762,219,1446,0,435,49,26,313,47,0,0,92,2,0,3,2,0,0,64,0,0,93,2,0,2,2,0,0,63,0,1,84,2,0,9,1,0,2,75,16,63,20,15,64,21,28,56,17
139746,77,78,78,0,0,78,0,0,78,0,0,78,0,0,0,0,0,0,0,10,56,4,0,27,3,0,0,79,0,10,56,4,0,27,3,0,0,79,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
139755,33682,47787,17988,3318,1207,12512,951,29799,15376,3285,1138,10920,33,2612,33,69,1592,918,0,20,5,6,0,38,3,1,26,30,0,26,7,7,0,44,4,2,10,39,0,17,3,6,0,35,2,1,36,25,49,40,11,13,77,10,71,17,12
139764,2613,3926,3068,508,334,1706,520,858,1806,487,224,1085,10,1262,21,110,621,510,0,2,25,5,0,59,3,0,5,68,0,2,27,6,0,56,3,0,6,64,0,3,20,4,0,66,1,1,5,80,41,49,10,36,51,13,57,43,0
139861,6554,7914,6200,1416,247,4383,154,1714,5338,1407,224,3695,12,862,9,23,688,142,0,1,10,6,0,79,3,0,1,65,0,1,5,7,0,83,4,0,1,64,0,1,27,4,0,65,2,0,1,70,20,72,8,6,83,10,70,29,1
139931,24478,31082,26762,5552,2069,17416,1725,4320,20709,5340,1661,13576,132,6053,212,408,3840,1593,0,2,26,7,0,58,4,1,2,60,0,2,27,7,0,57,4,1,1,58,0,2,24,5,0,61,3,1,4,72,20,73,7,14,80,7,61,31,8
139940,35121,42775,33658,5874,2202,24355,1227,9117,24025,5484,1516,16915,110,9633,390,686,7440,1117,0,13,38,12,0,25,6,1,6,61,0,15,41,13,0,22,6,1,3,60,0,7,28,6,0,38,4,1,16,63,50,49,1,55,44,1,31,65,5
139959,40891,43314,32804,5885,2803,23985,131,10510,29542,5824,2549,21152,17,3262,61,254,2833,114,0,9,8,6,0,66,4,1,5,58,0,11,7,7,0,68,4,1,1,57,0,5,12,2,0,60,3,2,15,61,4,41,55,2,46,52,9,25,66
139968,2408,3908,3908,758,261,2266,623,0,2012,595,138,1242,37,1896,163,123,1024,586,0,1,37,5,0,52,3,1,0,67,0,1,37,5,0,52,3,1,0,67,.,.,.,.,.,.,.,.,.,.,33,58,9,33,58,9,.,.,.
139986,3520,7676,7676,1266,906,3979,1525,0,1715,378,214,1055,68,5961,888,692,2924,1457,0,1,48,6,0,41,2,1,0,73,0,1,48,6,0,41,2,1,0,73,.,.,.,.,.,.,.,.,.,.,51,22,27,51,22,27,.,.,.
139995,289,645,645,299,111,235,0,0,645,299,111,235,0,0,0,0,0,0,0,1,55,2,1,36,3,1,1,60,0,1,55,2,1,36,3,1,1,60,.,.,.,.,.,.,.,.,.,.,82,5,13,82,5,13,.,.,.
140003,250,367,367,111,0,256,0,0,196,62,0,134,0,171,49,0,122,0,1,4,62,21,0,9,1,2,0,87,1,4,62,21,0,9,1,2,0,87,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
140012,5250,11675,11675,1348,1809,6252,2266,0,2262,379,399,1320,164,9413,969,1410,4932,2102,0,9,36,17,0,30,3,3,2,60,0,9,36,17,0,30,3,3,2,60,.,.,.,.,.,.,.,.,.,.,43,29,28,43,29,28,.,.,.
140146,197,329,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,97,1,0,1,1,0,1,45,.,.,.,.,.,.,.,.,.,.,0,0,97,1,0,1,1,0,1,45,100,0,0,.,.,.,100,0,0
140234,829,988,798,184,79,527,8,190,743,178,66,499,0,55,6,13,28,8,1,1,24,3,0,67,2,2,1,53,1,1,22,3,0,69,2,2,1,49,2,0,29,2,0,63,0,4,1,72,14,75,12,5,82,13,51,44,6
140243,3096,6857,6857,851,1125,3212,1669,0,1541,345,339,763,94,5316,506,786,2449,1575,0,3,9,21,0,63,2,0,1,62,0,3,9,21,0,63,2,0,1,62,.,.,.,.,.,.,.,.,.,.,25,28,47,25,28,47,.,.,.
140252,2958,3356,1245,210,331,695,9,2111,852,200,195,457,0,393,10,136,238,9,1,3,21,21,0,44,0,4,6,53,1,3,26,21,0,36,0,3,10,53,1,3,18,22,0,49,0,4,3,52,8,36,56,12,86,2,6,7,87
140331,6020,13643,13643,2162,1824,7338,2319,0,3378,778,493,1823,284,10265,1384,1331,5515,2035,0,3,29,15,0,47,3,1,1,61,0,3,29,15,0,47,3,1,1,61,.,.,.,.,.,.,.,.,.,.,30,35,35,30,35,35,.,.,.
140340,781,1201,1126,312,129,683,2,75,612,176,65,371,0,514,136,64,312,2,0,4,70,5,0,12,2,5,0,83,0,2,71,5,0,13,2,5,0,84,0,32,48,9,0,0,5,5,0,72,71,19,10,72,18,10,56,35,9
140447,8701,10403,5609,911,698,3674,326,4794,4468,875,486,3043,64,1141,36,212,631,262,0,9,33,6,0,44,3,4,3,66,0,8,32,7,0,44,4,4,1,65,0,10,33,5,0,43,1,3,4,68,22,50,28,23,50,28,21,52,28
140553,1175,2482,2482,559,59,1676,188,0,2107,544,57,1506,0,375,15,2,170,188,0,0,71,0,0,0,2,26,1,0,0,0,71,0,0,0,2,26,1,0,.,.,.,.,.,.,.,.,.,.,0,100,0,0,100,0,.,.,.
140562,683,746,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,9,76,4,0,6,2,3,0,61,.,.,.,.,.,.,.,.,.,.,0,9,76,4,0,6,2,3,0,61,8,0,92,.,.,.,8,0,92
140678,1721,3596,3596,472,350,1958,816,0,1021,263,162,564,32,2575,209,188,1394,784,0,1,6,7,0,82,2,1,0,62,0,1,6,7,0,82,2,1,0,62,.,.,.,.,.,.,.,.,.,.,38,27,35,38,27,35,.,.,.
140696,1523,1565,1565,422,60,1007,76,0,1410,420,53,918,19,155,2,7,89,57,1,5,23,14,0,43,1,2,10,62,1,5,23,14,0,43,1,2,10,62,.,.,.,.,.,.,.,.,.,.,53,46,0,53,46,0,.,.,.
140720,220,233,233,25,11,181,16,0,180,20,10,150,0,53,5,1,31,16,0,0,93,2,0,1,3,1,0,54,0,0,93,2,0,1,3,1,0,54,.,.,.,.,.,.,.,.,.,.,100,0,0,100,0,0,.,.,.
140818,2081,3055,1473,257,220,924,72,1582,1219,255,128,825,11,254,2,92,99,61,0,1,13,5,0,74,1,5,0,75,0,1,13,7,0,69,2,7,0,67,0,1,14,3,0,78,0,4,0,82,45,37,18,6,59,36,82,17,1
140827,50,92,92,7,0,85,0,0,92,7,0,85,0,0,0,0,0,0,0,3,26,2,0,60,1,2,5,79,0,3,26,2,0,60,1,2,5,79,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
140872,1305,1520,1391,308,174,867,42,129,1226,300,144,759,23,165,8,30,108,19,0,1,17,10,0,63,3,4,2,50,0,1,17,11,0,62,3,4,2,50,0,2,16,9,0,68,1,4,1,50,17,47,35,15,51,35,47,11,43
140942,2695,5536,5536,985,891,3124,536,0,1685,346,296,926,117,3851,639,595,2198,419,0,2,51,10,0,33,4,0,1,64,0,2,51,10,0,33,4,0,1,64,.,.,.,.,.,.,.,.,.,.,46,28,26,46,28,26,.,.,.
140951,13351,16843,13690,2461,1073,9582,574,3153,10197,2131,835,7196,35,3493,330,238,2386,539,1,5,12,7,0,47,0,4,25,69,1,6,12,7,0,51,0,4,19,69,0,3,11,5,0,28,0,3,50,69,8,38,53,7,34,59,16,55,29
140960,3122,3986,3713,810,226,2492,185,273,2827,752,189,1880,6,886,58,37,612,179,0,0,80,8,0,4,4,1,2,62,0,0,81,8,0,4,4,1,2,61,0,1,73,5,0,10,3,3,5,68,20,75,5,21,74,5,7,84,10
140988,1333,1722,1550,334,170,805,241,172,1140,322,131,679,8,410,12,39,126,233,0,1,23,6,0,57,3,7,2,56,0,1,22,6,0,57,3,7,2,56,0,1,31,4,0,58,2,4,1,53,36,34,30,29,38,33,100,0,0
141006,1415,2634,2634,418,238,1482,496,0,1036,226,145,624,41,1598,192,93,858,455,0,1,51,4,0,42,1,0,1,56,0,1,51,4,0,42,1,0,1,56,.,.,.,.,.,.,.,.,.,.,33,29,39,33,29,39,.,.,.
141015,215,215,215,23,0,192,0,0,207,23,0,184,0,8,0,0,8,0,0,3,14,5,0,66,7,6,0,61,0,3,14,5,0,66,7,6,0,61,.,.,.,.,.,.,.,.,.,.,0,14,86,0,14,86,.,.,.
141060,2231,2286,2286,586,51,1648,1,0,2187,579,49,1558,1,99,7,2,90,0,1,0,98,0,0,0,0,0,0,100,1,0,98,0,0,0,0,0,0,100,.,.,.,.,.,.,.,.,.,.,0,97,3,0,97,3,.,.,.
141167,615,1748,1039,79,199,760,1,709,552,77,83,392,0,487,2,116,368,1,0,12,24,3,0,30,0,30,0,74,0,20,17,3,0,26,0,33,1,67,0,1,34,2,0,37,0,25,0,84,21,79,0,12,88,0,34,66,0
141185,1166,2134,2110,227,100,592,1191,24,953,208,87,546,112,1157,19,13,46,1079,0,4,10,6,0,74,3,1,1,63,0,4,10,6,0,74,3,1,1,63,0,0,17,4,0,75,4,0,0,38,63,15,22,63,15,22,100,0,0
141237,1577,3157,3048,282,47,559,2160,109,880,276,41,521,42,2168,6,6,38,2118,0,2,7,3,0,49,0,38,2,55,0,2,7,3,0,48,0,39,2,55,0,0,4,5,0,86,0,3,3,57,44,16,40,44,16,40,39,27,35
141255,2234,5473,5473,521,556,2540,1856,0,973,143,166,589,75,4500,378,390,1951,1781,0,1,35,10,0,51,1,0,0,65,0,1,35,10,0,51,1,0,0,65,.,.,.,.,.,.,.,.,.,.,35,21,44,35,21,44,.,.,.
141264,10332,14548,10989,2789,1028,6816,356,3559,7741,2456,643,4610,32,3248,333,385,2206,324,0,1,37,8,0,48,4,0,1,68,0,1,42,9,0,42,4,0,1,66,0,1,23,5,0,66,3,1,1,76,37,55,8,23,67,10,79,18,3
141325,608,981,923,143,69,472,239,58,514,142,42,330,0,409,1,27,142,239,0,2,39,7,0,42,3,3,4,91,0,2,38,7,0,42,3,3,4,91,0,0,52,5,0,36,2,2,3,88,30,43,27,32,43,25,0,29,71
141334,11354,16100,11998,1971,916,7768,1343,4102,8069,1797,622,5567,83,3929,174,294,2201,1260,0,1,34,7,0,51,4,2,1,68,0,1,36,8,0,48,4,2,1,65,0,1,28,3,0,61,2,3,1,78,41,54,5,27,67,6,85,14,1
141361,1061,1620,1582,342,57,570,613,38,954,340,55,546,13,628,2,2,24,600,0,2,9,6,0,68,3,7,4,58,0,2,8,6,0,68,3,7,4,58,0,3,16,3,0,63,0,13,3,63,17,8,75,17,6,77,0,100,0
141486,1827,2635,1844,267,207,1316,54,791,1497,253,183,1042,19,347,14,24,274,35,1,26,4,6,17,15,9,20,2,71,1,25,4,7,18,12,8,24,1,71,1,29,4,4,14,21,11,11,5,72,22,56,22,19,62,20,30,44,26
141565,2837,3718,3157,490,455,2000,212,561,2233,465,304,1462,2,924,25,151,538,210,1,18,1,15,8,18,36,0,3,65,1,16,1,15,8,18,37,0,3,65,1,29,2,14,5,16,31,0,2,68,62,36,2,67,32,1,35,57,8
141574,15806,20510,15044,2254,2210,9441,1139,5466,11264,2107,1519,7458,180,3780,147,691,1983,959,0,33,1,11,3,20,25,0,6,59,0,36,2,12,3,18,26,0,3,59,0,25,1,8,4,25,22,1,14,62,56,38,6,62,38,1,42,38,20
141608,103,127,127,41,0,86,0,0,127,41,0,86,0,0,0,0,0,0,0,45,13,8,19,4,11,0,0,41,0,45,13,8,19,4,11,0,0,41,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
141644,3062,5217,4646,573,528,2044,1501,571,2366,545,298,1434,89,2280,28,230,610,1412,0,14,5,16,10,20,22,7,5,60,0,13,5,17,11,19,23,7,5,60,0,19,6,13,5,30,13,7,7,58,16,46,38,14,47,39,26,42,32
141680,1797,5281,5281,554,503,1673,2551,0,1110,299,187,602,22,4171,255,316,1071,2529,0,37,2,13,5,8,32,2,1,52,0,37,2,13,5,8,32,2,1,52,.,.,.,.,.,.,.,.,.,.,80,16,4,80,16,4,.,.,.
141796,3606,9676,9676,1254,1398,3104,3920,0,2337,592,482,1141,122,7339,662,916,1963,3798,0,38,1,11,4,12,28,1,5,65,0,38,1,11,4,12,28,1,5,65,.,.,.,.,.,.,.,.,.,.,78,18,4,78,18,4,.,.,.
141802,665,1935,1935,289,138,679,829,0,351,141,33,169,8,1584,148,105,510,821,0,25,1,15,4,17,34,3,1,66,0,25,1,15,4,17,34,3,1,66,.,.,.,.,.,.,.,.,.,.,71,21,9,71,21,9,.,.,.
141811,3659,10008,10008,1234,984,3231,4559,0,2527,718,297,1407,105,7481,516,687,1824,4454,0,36,2,15,4,9,31,1,2,65,0,36,2,15,4,9,31,1,2,65,.,.,.,.,.,.,.,.,.,.,80,18,3,80,18,3,.,.,.
141839,1472,3963,3963,566,348,1621,1428,0,916,303,98,495,20,3047,263,250,1126,1408,0,26,1,16,6,16,33,2,1,70,0,26,1,16,6,16,33,2,1,70,.,.,.,.,.,.,.,.,.,.,75,20,5,75,20,5,.,.,.
141981,2279,4107,4107,251,910,2029,917,0,1958,209,494,1246,9,2149,42,416,783,908,0,39,2,13,5,9,32,0,1,67,0,39,2,13,5,9,32,0,1,67,.,.,.,.,.,.,.,.,.,.,84,15,1,84,15,1,.,.,.
141990,1126,3871,3871,353,346,705,2467,0,609,224,107,256,22,3262,129,239,449,2445,0,19,1,15,7,14,40,2,1,67,0,19,1,15,7,14,40,2,1,67,.,.,.,.,.,.,.,.,.,.,73,16,10,73,16,10,.,.,.
142054,588,798,798,122,279,397,0,0,798,122,279,397,0,0,0,0,0,0,1,9,3,24,1,56,1,5,0,86,1,9,3,24,1,56,1,5,0,86,.,.,.,.,.,.,.,.,.,.,4,44,51,4,44,51,.,.,.
142090,80,110,110,28,15,59,8,0,58,15,6,37,0,52,13,9,22,8,1,3,3,5,0,80,0,6,3,42,1,3,3,5,0,80,0,6,3,42,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
142115,18297,32023,26161,2340,1978,15058,6785,5862,13410,2202,1025,10151,32,12751,138,953,4907,6753,0,3,2,12,0,74,4,3,1,60,0,3,2,14,0,73,5,3,1,57,0,2,2,6,0,78,2,6,3,69,41,37,22,34,43,23,69,13,19
142179,1097,2627,2627,458,188,1155,826,0,954,230,78,593,53,1673,228,110,562,773,1,1,1,17,0,75,2,4,0,67,1,1,1,17,0,75,2,4,0,67,.,.,.,.,.,.,.,.,.,.,19,38,43,19,38,43,.,.,.
142276,9321,14223,11645,1591,747,5669,3638,2578,6328,1430,522,4198,178,5317,161,225,1471,3460,1,2,1,12,0,73,3,5,2,59,2,1,1,13,0,73,3,5,2,58,1,3,1,8,0,75,3,5,4,60,17,48,35,15,48,37,25,48,27
142285,8897,12479,9586,1477,664,5260,2185,2893,6416,1381,522,4495,18,3170,96,142,765,2167,1,2,1,9,0,74,4,4,5,51,1,2,1,10,0,76,4,3,3,52,2,2,1,6,1,69,3,4,12,47,12,35,53,7,38,55,29,24,47
142294,1132,1176,1142,280,51,811,0,34,1117,278,50,789,0,25,2,1,22,0,1,2,2,13,1,56,6,3,17,52,1,2,2,13,1,56,6,1,18,51,0,0,0,15,0,32,0,53,0,79,0,0,100,0,0,100,0,0,100
142328,2460,4840,4840,487,243,2380,1730,0,2361,433,154,1616,158,2479,54,89,764,1572,2,1,1,8,0,77,4,5,1,66,2,1,1,8,0,77,4,5,1,66,.,.,.,.,.,.,.,.,.,.,31,38,30,31,38,30,.,.,.
142407,80,128,128,44,0,84,0,0,96,37,0,59,0,32,7,0,25,0,2,0,0,46,0,49,2,0,0,90,2,0,0,46,0,49,2,0,0,90,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
142416,7,14,14,12,0,2,0,0,14,12,0,2,0,0,0,0,0,0,0,0,0,14,0,86,0,0,0,93,0,0,0,14,0,86,0,0,0,93,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
142443,2880,6107,6107,1033,380,2617,2077,0,2123,671,198,934,320,3984,362,182,1683,1757,1,1,1,7,0,78,5,7,0,62,1,1,1,7,0,78,5,7,0,62,.,.,.,.,.,.,.,.,.,.,52,29,19,52,29,19,.,.,.
142461,2678,7942,7083,294,100,905,5784,859,1125,290,75,760,0,5958,4,25,145,5784,0,2,1,14,0,76,1,4,0,59,0,2,1,15,0,75,1,4,0,57,0,2,3,9,0,81,3,1,0,73,6,9,84,1,8,91,48,21,31
142489,30,49,49,18,0,31,0,0,49,18,0,31,0,0,0,0,0,0,2,0,4,10,0,76,8,0,0,100,2,0,4,10,0,76,8,0,0,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
142522,46322,60362,60362,6983,8444,43679,1256,0,22663,5405,1938,15317,3,37699,1578,6506,28362,1253,0,2,3,5,1,65,10,10,4,55,0,2,3,5,1,65,10,10,4,55,.,.,.,.,.,.,.,.,.,.,59,40,1,59,40,1,.,.,.
142559,4127,12949,12949,1245,344,2825,8535,0,2185,786,150,1098,151,10764,459,194,1727,8384,0,1,1,20,0,65,2,10,1,62,0,1,1,20,0,65,2,10,1,62,.,.,.,.,.,.,.,.,.,.,19,26,55,19,26,55,.,.,.
142832,1756,2365,0,0,0,0,0,2365,0,0,0,0,0,0,0,0,0,0,1,11,12,10,0,49,3,14,1,82,.,.,.,.,.,.,.,.,.,.,1,11,12,10,0,49,3,14,1,82,100,0,0,.,.,.,100,0,0
142887,146,172,172,34,3,135,0,0,129,27,2,100,0,43,7,1,35,0,1,3,9,38,0,45,4,0,0,70,1,3,9,38,0,45,4,0,0,70,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
142957,11,28,14,1,3,3,7,14,7,1,3,2,1,7,0,0,1,6,0,18,29,7,0,36,0,11,0,46,0,21,21,14,0,21,0,21,0,50,0,14,36,0,0,50,0,0,0,43,100,0,0,100,0,0,100,0,0
143048,2997,3512,2796,549,193,2054,0,716,2362,512,172,1678,0,434,37,21,376,0,0,9,5,11,0,36,3,5,31,74,0,10,5,11,0,36,4,4,31,74,1,7,6,11,0,38,1,5,31,74,8,90,2,7,91,2,13,85,3
143084,2453,2461,2440,547,58,1824,11,21,2419,547,57,1807,8,21,0,1,17,3,0,3,4,12,0,66,4,1,11,55,0,3,4,12,0,66,4,1,11,54,0,5,0,14,0,67,5,10,0,100,25,69,7,25,69,6,0,0,100
143118,6144,7275,4484,812,687,2924,61,2791,4007,811,560,2625,11,477,1,127,299,50,0,3,8,28,0,52,3,6,0,71,0,3,6,36,0,44,3,7,1,66,0,2,12,15,0,64,2,4,0,79,41,55,4,23,73,4,69,26,5
143215,5511,13299,13299,1658,550,6052,5039,0,3789,981,303,2120,385,9510,677,247,3932,4654,0,1,18,7,0,63,5,4,1,55,0,1,18,7,0,63,5,4,1,55,.,.,.,.,.,.,.,.,.,.,23,31,45,23,31,45,.,.,.
143233,40,79,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,67,1,14,4,42,.,.,.,.,.,.,.,.,.,.,0,0,11,3,0,67,1,14,4,42,100,0,0,.,.,.,100,0,0
143279,2627,6094,6094,762,295,2187,2850,0,1663,524,93,777,269,4431,238,202,1410,2581,0,3,12,15,0,62,3,4,0,62,0,3,12,15,0,62,3,4,0,62,.,.,.,.,.,.,.,.,.,.,34,29,37,34,29,37,.,.,.
143288,507,559,559,118,43,339,59,0,544,118,42,327,57,15,0,1,12,2,1,1,9,7,0,69,3,9,1,57,1,1,9,7,0,69,3,9,1,57,.,.,.,.,.,.,.,.,.,.,26,59,15,26,59,15,.,.,.
143297,145,287,266,0,110,156,0,21,202,0,91,111,0,64,0,19,45,0,0,1,3,1,0,88,2,5,0,90,0,1,3,1,0,88,2,5,0,90,0,0,0,0,0,86,10,5,0,95,18,38,44,12,41,47,95,0,5
143358,5529,6424,4799,1094,233,3436,36,1625,4521,1030,211,3278,2,278,64,22,158,34,0,4,9,10,0,66,3,3,4,58,0,4,7,12,0,69,4,2,2,51,1,5,16,6,0,59,1,5,8,79,22,74,4,4,93,3,77,17,6
143376,170,325,325,26,0,299,0,0,208,20,0,188,0,117,6,0,111,0,0,0,40,9,0,49,1,1,0,95,0,0,40,9,0,49,1,1,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
143464,87,143,143,20,0,123,0,0,91,16,0,75,0,52,4,0,48,0,0,0,60,18,0,20,1,1,1,97,0,0,60,18,0,20,1,1,1,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
143473,27,61,61,30,0,31,0,0,21,14,0,7,0,40,16,0,24,0,0,0,3,89,0,5,0,3,0,100,0,0,3,89,0,5,0,3,0,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
143482,36,68,68,24,0,44,0,0,17,12,0,5,0,51,12,0,39,0,0,1,71,22,0,0,0,6,0,100,0,1,71,22,0,0,0,6,0,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
143491,54,91,91,41,0,50,0,0,32,20,0,12,0,59,21,0,38,0,0,0,7,86,0,0,0,8,0,99,0,0,7,86,0,0,0,8,0,99,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
143552,46,72,72,13,0,59,0,0,19,6,0,13,0,53,7,0,46,0,0,0,44,8,0,44,1,0,1,100,0,0,44,8,0,44,1,0,1,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
143613,1129,2443,2443,226,101,1180,936,0,744,157,71,481,35,1699,69,30,699,901,0,1,5,7,0,73,4,9,0,65,0,1,5,7,0,73,4,9,0,65,.,.,.,.,.,.,.,.,.,.,51,37,12,51,37,12,.,.,.
143659,157,273,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,6,6,18,0,35,0,8,26,38,.,.,.,.,.,.,.,.,.,.,0,6,6,18,0,35,0,8,26,38,100,0,0,.,.,.,100,0,0
143853,3404,3214,0,0,0,0,0,3214,0,0,0,0,0,0,0,0,0,0,0,26,2,6,0,59,3,2,1,64,.,.,.,.,.,.,.,.,.,.,0,26,2,6,0,59,3,2,1,64,0,0,100,.,.,.,0,0,100
143978,1110,1388,28,0,17,11,0,1360,22,0,16,6,0,6,0,1,5,0,0,6,18,15,0,49,4,4,5,80,0,4,14,50,0,18,11,4,0,75,0,6,18,14,0,49,4,4,5,80,4,35,62,0,68,32,4,34,62
144005,2077,3246,2061,177,349,1533,2,1185,1269,152,241,876,0,792,25,108,657,2,0,2,69,7,0,6,2,9,4,71,0,1,73,8,0,2,2,10,3,72,0,5,62,5,0,12,2,8,5,70,12,36,52,10,47,43,14,18,68
144014,130,359,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,4,29,1,0,38,4,23,1,56,.,.,.,.,.,.,.,.,.,.,0,4,29,1,0,38,4,23,1,56,98,0,2,.,.,.,98,0,2
144050,16674,19996,8391,1848,90,5138,1315,11605,7351,1848,90,5120,293,1040,0,0,18,1022,0,14,5,9,0,35,4,6,27,46,0,18,5,13,0,31,6,9,18,48,0,12,4,7,0,37,2,4,33,44,37,63,0,12,88,0,54,46,0
144157,1381,2866,2866,360,45,1159,1302,0,1061,225,21,448,367,1805,135,24,711,935,0,1,76,16,0,3,3,1,0,66,0,1,76,16,0,3,3,1,0,66,.,.,.,.,.,.,.,.,.,.,85,12,3,85,12,3,.,.,.
144166,5143,10432,10432,1919,187,5000,3326,0,3667,1143,64,1685,775,6765,776,123,3315,2551,0,4,36,48,0,8,2,0,1,76,0,4,36,48,0,8,2,0,1,76,.,.,.,.,.,.,.,.,.,.,93,6,1,93,6,1,.,.,.
144175,1349,3068,3068,338,22,1118,1590,0,930,142,9,388,391,2138,196,13,730,1199,0,0,70,23,0,2,2,2,0,69,0,0,70,23,0,2,2,2,0,69,.,.,.,.,.,.,.,.,.,.,96,3,1,96,3,1,.,.,.
144184,3740,8110,8110,672,106,2189,5143,0,2062,345,42,746,929,6048,327,64,1443,4214,0,13,20,41,0,20,2,1,2,64,0,13,20,41,0,20,2,1,2,64,.,.,.,.,.,.,.,.,.,.,96,2,2,96,2,2,.,.,.
144193,3908,8361,8361,766,82,2609,4904,0,2934,451,54,1325,1104,5427,315,28,1284,3800,0,1,11,74,0,11,1,1,0,59,0,1,11,74,0,11,1,1,0,59,.,.,.,.,.,.,.,.,.,.,88,2,11,88,2,11,.,.,.
144209,4345,9519,9519,1666,179,4706,2968,0,3289,1089,74,1896,230,6230,577,105,2810,2738,0,7,28,43,0,14,3,1,3,61,0,7,28,43,0,14,3,1,3,61,.,.,.,.,.,.,.,.,.,.,95,5,0,95,5,0,.,.,.
144218,6031,11885,11885,1724,153,4339,5669,0,4282,1036,55,1430,1761,7603,688,98,2909,3908,0,7,6,62,0,21,2,0,1,60,0,7,6,62,0,21,2,0,1,60,.,.,.,.,.,.,.,.,.,.,98,2,0,98,2,0,.,.,.
144281,6201,7370,7121,1856,671,4425,169,249,6089,1830,640,3601,18,1032,26,31,824,151,0,4,15,22,0,48,5,2,4,59,0,4,15,23,0,48,5,2,3,59,0,3,20,9,0,42,3,1,23,64,0,0,100,0,0,100,0,0,100
144351,4314,8148,1627,282,251,1068,26,6521,1342,267,174,901,0,285,15,77,167,26,0,2,17,15,0,55,2,5,4,65,0,3,13,32,0,45,3,2,2,57,0,2,17,11,0,57,2,5,4,67,80,12,7,25,46,29,94,4,2
