UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT,BAGR100,BAGR150,BAGR200,L4GR100,L4GR150,L4GR200        
210492,50,43,55,50,67,67,.,50,55,46,.,50,100,38,40,49,49,41,54,50,67,67,.,55,43,45,.,50,100,37,47,44,69,67,44,45,23,30,30,.,.,.
210571,48,45,51,43,57,57,.,38,43,55,73,63,17,.,41,48,48,45,51,43,57,57,.,38,43,55,73,63,17,.,43,43,52,52,58,58,53,60,61,.,.,.
210599,26,24,31,100,71,71,.,22,40,39,22,27,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,.,42,.,14,.,.,.,.,16,55,55
210605,19,18,19,29,24,24,0,10,23,21,12,21,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,.,23,.,21,.,.,.,.,8,17,24
210669,68,63,72,0,44,44,.,53,62,73,68,56,58,.,60,67,68,63,72,0,44,44,.,53,62,73,68,56,58,.,63,63,68,68,73,73,68,73,73,.,.,.
210711,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,.,63,.,.,.,.,.,.,35,65,65
210739,68,61,72,.,64,64,.,38,58,71,87,83,0,25,61,67,68,61,72,.,64,64,.,38,58,71,87,83,0,25,60,60,69,69,70,70,56,65,66,.,.,.
210748,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,63,.,.,.,.,76,76,76
210775,63,54,68,.,60,75,0,36,47,68,43,25,33,27,44,61,63,54,67,.,60,75,0,36,47,68,43,25,33,27,53,52,70,69,63,63,45,61,62,.,.,.
210784,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,.,100,.,.,.,.,.,.,30,60,60
211006,72,73,57,.,100,100,.,73,74,70,60,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,.,73,.,79,.,.,.,.,54,66,66
211024,64,62,67,.,.,.,.,0,60,72,0,.,.,15,55,58,58,53,61,.,.,.,.,0,60,65,0,.,.,14,68,60,64,56,57,55,45,58,61,.,.,.
211079,21,17,25,0,0,0,.,3,0,24,22,0,.,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,.,22,.,19,.,.,.,.,16,26,30
211088,64,57,67,100,75,75,.,46,59,67,59,44,17,28,60,63,64,57,67,100,75,75,.,46,59,67,59,44,17,28,55,55,69,69,65,65,60,65,66,.,.,.
211273,83,.,83,.,83,83,.,83,73,83,86,77,88,9,78,81,83,.,83,.,83,83,.,83,73,83,86,77,88,9,77,77,80,80,86,86,80,85,85,.,.,.
211291,87,85,88,.,81,81,.,80,87,87,91,100,86,10,82,86,87,85,88,.,81,81,.,80,87,87,91,100,86,10,83,83,85,85,87,87,84,88,88,.,.,.
211307,25,23,29,.,35,35,.,22,13,27,12,24,44,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,.,23,.,26,.,.,.,.,15,26,33
211316,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,.,60,.,89,.,.,.,.,50,97,97
211334,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,55,.,.,.,.,.,.,75,75,75
211343,31,26,34,.,17,17,.,5,15,32,19,44,50,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,.,24,.,33,.,.,.,.,15,25,29
211352,51,45,54,0,69,69,.,29,47,61,54,32,40,30,45,50,51,45,54,0,69,69,.,29,47,61,54,32,40,30,43,43,56,56,59,59,47,55,56,.,.,.
211431,56,46,58,.,25,25,.,17,20,64,57,73,.,.,44,56,56,46,58,.,25,25,.,17,20,64,57,73,.,.,49,49,56,56,75,75,43,58,59,.,.,.
211440,92,90,93,.,93,94,0,88,82,91,88,95,94,.,76,89,92,90,93,.,93,94,0,88,82,91,88,95,94,.,88,88,90,90,93,93,80,93,95,.,.,.
211468,62,.,62,100,63,63,.,53,45,67,71,67,40,18,54,61,62,.,62,100,63,63,.,53,45,67,71,67,40,18,54,54,74,74,66,66,55,61,61,.,.,.
211477,33,38,29,0,0,0,.,13,50,55,25,.,.,2,16,17,30,31,29,0,0,0,.,14,.,50,33,.,.,1,21,21,43,29,73,64,42,42,47,.,.,.
211556,68,61,70,.,44,38,100,62,63,71,100,100,0,19,62,68,68,61,70,.,44,38,100,62,63,71,100,100,0,19,66,66,72,72,63,63,55,62,62,.,.,.
211583,62,58,65,.,80,80,.,52,52,69,31,75,100,25,56,61,62,58,65,.,80,80,.,52,52,69,31,75,100,25,52,52,68,68,74,74,48,52,52,.,.,.
211608,15,10,22,.,.,.,.,15,13,0,13,23,.,55,8,14,15,10,22,.,.,.,.,15,13,0,13,23,.,55,16,16,0,0,23,23,21,27,28,.,.,.
211635,71,0,74,.,100,100,.,0,.,71,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91,.,100,.,40,.,.,.,.,67,67,67
211802,55,86,49,.,.,.,.,0,.,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,.,57,.,72,.,.,.,.,60,60,60
211893,83,90,75,.,80,80,.,100,100,100,.,.,67,.,67,92,92,100,75,.,100,100,.,67,100,100,.,.,100,.,100,100,100,100,75,83,56,94,94,.,.,.
211927,20,22,18,0,33,35,0,9,20,24,10,28,25,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,.,22,.,20,.,.,.,.,9,23,29
211981,54,42,64,50,100,100,.,22,42,59,.,59,.,33,46,52,54,42,64,50,100,100,.,22,42,59,.,59,.,33,45,45,56,56,69,69,47,54,55,.,.,.
212009,84,82,85,100,89,88,100,86,78,83,76,100,90,.,80,83,84,82,85,100,89,88,100,86,78,83,76,100,90,.,84,84,87,87,81,81,81,84,84,.,.,.
212045,80,62,89,.,100,.,100,67,100,79,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,.,89,.,89,.,.,.,.,83,85,85
212054,78,75,82,67,84,84,33,67,75,80,75,74,72,.,31,75,78,75,82,67,84,84,33,67,75,80,75,74,72,.,75,75,78,78,80,80,26,71,72,.,.,.
212106,78,73,80,50,77,77,100,59,80,80,67,69,70,.,68,75,76,71,79,50,74,73,100,57,76,78,66,64,65,.,77,76,85,84,73,71,69,77,78,.,.,.
212115,46,35,53,100,59,61,0,39,39,51,31,29,.,32,34,43,46,35,53,100,59,61,0,39,39,51,31,29,.,32,36,36,53,53,53,53,37,50,51,.,.,.
212133,59,52,62,.,50,50,.,40,48,69,10,67,56,29,56,62,63,56,66,.,50,50,.,44,59,69,10,78,50,32,52,56,66,67,62,64,50,58,60,.,.,.
212197,76,76,77,100,73,73,.,70,44,79,63,.,55,13,73,76,76,76,77,100,73,73,.,70,44,79,63,.,55,13,69,69,77,77,80,80,68,72,73,.,.,.
212230,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,.,67,.,100,.,.,.,.,14,64,64
212267,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,.,100,.,75,.,.,.,.,2,39,39
212276,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,.,67,.,67,.,.,.,.,0,49,49
212294,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,.,86,.,80,.,.,.,.,0,81,81
212300,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,.,100,.,.,.,.,.,.,15,73,73
212328,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,.,.,.,80,.,.,.,.,4,74,74
212337,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,.,100,.,.,.,.,.,.,0,55,55
212355,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,.,64,.,71,.,.,.,.,2,78,78
212382,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,100,.,50,.,.,.,.,8,72,72
212391,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,.,67,.,100,.,.,.,.,2,65,65
212434,70,69,82,.,50,100,0,100,20,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,.,76,.,89,.,.,.,.,83,83,83
212577,86,86,86,100,76,76,.,79,84,87,94,82,86,10,81,85,86,86,86,100,76,76,.,79,84,87,94,82,86,10,82,82,89,89,85,85,81,85,86,.,.,.
212601,70,62,75,100,73,73,.,50,58,73,53,67,63,18,55,67,70,63,74,100,73,73,.,50,53,73,47,71,63,17,57,58,75,75,75,74,54,68,69,.,.,.
212656,69,66,71,.,67,67,.,40,83,70,64,77,50,25,63,68,69,66,71,.,67,67,.,40,83,69,64,77,50,25,65,65,71,71,71,70,67,72,72,.,.,.
212674,82,77,86,100,78,78,.,87,84,82,82,94,74,15,78,81,82,77,86,100,78,78,.,87,84,82,82,94,74,15,83,83,83,83,81,81,80,85,85,.,.,.
212753,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,.,71,.,33,.,.,.,.,2,71,71
212805,81,78,84,.,71,71,.,100,88,82,61,.,100,10,76,80,81,78,84,.,71,71,.,100,88,82,61,.,100,10,.,.,.,.,81,81,80,83,83,.,.,.
212832,57,56,57,.,40,40,.,36,50,76,.,51,.,.,54,65,66,64,67,.,33,33,.,20,67,73,.,66,.,.,41,54,66,71,63,72,49,61,63,.,.,.
212869,34,24,39,50,50,100,0,32,21,47,42,100,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,.,36,.,58,.,.,.,.,20,39,39
212878,16,19,14,33,10,11,0,10,12,19,8,15,16,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,.,18,.,20,.,.,.,.,4,16,20
212911,91,91,91,.,98,98,.,96,85,90,67,100,95,5,83,90,91,91,91,.,98,98,.,96,85,90,67,100,95,5,93,93,94,94,91,91,85,93,93,.,.,.
212975,90,90,89,.,100,100,.,94,88,91,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88,.,.,.,91,.,.,.,.,82,84,84
212984,59,62,57,.,68,67,100,49,41,62,.,62,50,27,42,55,58,62,57,.,68,67,100,49,44,61,.,62,50,27,51,51,62,61,67,66,43,57,58,.,.,.
212993,40,33,50,.,.,.,.,0,.,67,.,.,.,.,50,50,50,0,100,.,.,.,.,.,.,50,.,.,.,.,.,.,.,.,40,50,82,91,91,.,.,.
213011,61,53,64,0,100,100,.,42,47,63,67,0,100,31,50,58,61,53,64,0,100,100,.,42,47,63,67,0,100,31,54,54,68,68,58,58,55,70,70,.,.,.
213020,52,45,57,50,57,59,0,24,43,60,43,31,45,24,38,50,53,45,57,50,57,59,0,24,42,61,42,50,45,25,38,38,64,65,63,64,41,54,56,.,.,.
213163,100,.,100,.,.,.,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,.,.,.,.,.,75,75,75
213181,50,33,52,.,100,100,.,26,75,53,43,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,.,58,.,67,.,.,.,.,38,61,65
213233,54,59,35,0,67,67,.,63,42,55,50,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,.,59,.,63,.,.,.,.,68,68,68
213251,71,64,76,.,80,80,.,38,81,73,50,57,63,8,66,70,71,64,76,.,80,80,.,38,81,73,50,57,63,8,66,66,73,73,72,72,70,74,75,.,.,.
213303,43,34,49,50,50,50,.,30,47,47,20,35,.,.,32,42,44,34,52,50,50,50,.,31,45,49,20,33,.,.,36,37,56,58,46,48,30,42,42,.,.,.
213321,58,50,67,50,79,79,.,36,51,64,36,53,23,.,49,57,58,50,67,50,79,79,.,36,51,64,36,53,23,.,55,55,63,63,53,53,52,59,59,.,.,.
213330,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,40,.,.,.,.,71,71,71
213349,56,50,62,75,47,47,.,28,44,61,41,56,71,26,41,54,56,50,62,75,47,47,.,28,44,61,41,56,71,26,50,50,58,58,61,61,37,52,53,.,.,.
213358,55,52,58,.,67,60,100,45,50,60,54,60,41,26,45,55,55,52,58,.,67,60,100,45,50,61,54,60,41,26,57,56,63,63,48,49,45,58,58,.,.,.
213367,62,59,64,100,67,67,67,49,51,71,78,50,50,24,57,64,65,61,67,100,67,67,67,49,63,71,78,50,58,25,55,58,67,68,69,73,57,66,67,.,.,.
213376,38,36,42,.,60,60,.,31,40,41,20,45,67,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,.,45,.,48,.,.,.,.,.,.,.
213385,89,88,91,.,79,79,.,86,93,90,100,90,85,9,86,88,89,88,91,.,79,79,.,86,93,90,100,90,85,9,89,89,94,94,88,88,86,90,90,.,.,.
213400,68,68,69,.,.,.,.,50,40,73,50,61,.,17,59,67,67,67,67,.,.,.,.,50,40,71,50,61,.,18,53,52,72,71,86,85,49,60,61,.,.,.
213455,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79,.,91,.,82,.,.,.,.,74,86,86
213473,71,100,67,.,100,100,.,.,.,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,50,.,50,.,.,.,.,71,71,71
213491,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,.,.,30,.,.,.,.,0,44,56
213507,68,63,73,.,50,43,100,25,43,73,60,0,100,.,60,68,68,63,73,.,50,43,100,25,43,73,60,0,100,.,56,56,69,69,78,78,70,75,75,.,.,.
213525,21,15,25,20,18,18,.,6,13,26,20,30,50,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,.,.,.,24,.,.,.,.,10,25,30
213534,44,52,38,0,25,25,.,42,39,59,15,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,.,56,.,67,.,.,.,.,31,42,45
213543,91,89,94,100,94,94,100,82,88,92,94,89,94,.,83,91,91,89,94,100,94,94,100,82,88,92,94,89,94,.,91,91,92,92,91,91,79,88,89,.,.,.
213570,56,44,58,100,100,100,.,49,50,68,23,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,.,57,.,57,.,.,.,.,27,64,67
213589,43,44,33,.,64,64,.,37,38,65,31,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,.,41,.,77,.,.,.,.,31,48,50
213598,45,31,52,0,.,.,.,44,40,25,33,37,94,31,30,41,45,31,52,0,.,.,.,44,40,25,33,37,94,31,42,42,47,47,55,55,30,45,46,.,.,.
213622,38,.,38,.,.,.,.,.,.,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,.,50,.,0,.,.,.,.,75,75,75
213659,18,20,16,0,20,25,0,10,6,23,12,23,.,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,.,25,.,26,.,.,.,.,11,20,24
213668,64,55,74,.,100,100,.,49,66,68,54,60,63,25,55,63,64,55,74,.,100,100,.,49,66,68,54,60,63,25,64,64,59,59,70,70,52,62,62,.,.,.
213774,36,35,36,67,57,57,.,26,36,44,0,50,.,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,.,32,.,45,.,.,.,.,.,.,.
213826,76,74,76,.,86,86,.,43,90,75,33,92,67,17,57,72,76,74,76,.,86,86,.,43,90,75,33,92,67,17,66,66,77,77,81,81,54,71,73,.,.,.
213914,72,88,70,.,100,100,.,50,100,71,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,.,93,.,73,.,.,.,.,67,71,71
213987,63,56,70,78,64,64,.,36,62,66,.,64,83,25,61,65,68,60,74,100,62,62,.,46,63,68,.,79,82,25,59,58,63,71,75,72,63,70,70,.,.,.
213996,78,76,79,100,47,47,.,57,73,80,76,100,77,16,74,78,78,76,79,100,47,47,.,57,73,80,76,100,77,16,71,71,77,77,83,83,75,79,79,.,.,.
214023,0,.,0,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,0,0
214041,57,51,62,33,57,57,.,47,43,60,62,43,60,24,38,54,57,51,62,33,57,57,.,47,43,60,62,43,60,24,49,49,60,60,60,60,36,56,59,.,.,.
214069,75,60,84,0,86,100,0,41,64,78,55,100,.,.,67,74,75,60,84,0,86,100,0,41,64,78,55,100,.,.,62,62,68,68,95,95,67,74,74,.,.,.
214111,23,22,25,0,25,25,0,13,19,27,11,24,23,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,.,24,.,24,.,.,.,.,10,21,27
214148,61,.,61,.,100,100,100,50,100,62,67,25,100,6,53,61,61,.,61,.,100,100,100,50,100,62,67,25,100,6,64,64,69,69,38,38,51,55,55,.,.,.
214157,70,62,75,100,90,90,.,48,63,74,57,81,58,21,67,70,70,62,75,100,90,90,.,48,63,74,57,81,58,21,58,58,73,73,78,78,66,69,70,.,.,.
214166,46,53,43,50,.,.,.,0,0,53,.,35,19,24,35,41,41,48,36,100,.,.,.,0,0,52,.,29,21,21,34,30,61,61,47,39,32,40,40,.,.,.
214175,83,79,86,.,88,88,.,87,80,84,71,60,74,13,79,83,83,79,86,.,88,88,.,87,80,84,71,60,74,13,92,92,82,82,81,81,81,86,86,.,.,.
214272,54,42,61,.,57,57,.,52,36,58,27,54,86,.,31,51,54,42,61,.,57,57,.,52,36,58,27,54,86,.,48,48,62,62,54,54,31,51,51,.,.,.
214290,72,73,63,.,.,.,.,62,50,74,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,91,.,86,.,.,.,.,70,78,78
214379,21,19,23,11,32,38,0,11,14,28,18,29,56,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,.,29,.,33,.,.,.,.,9,21,27
214476,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,100,.,.,.,.,33,33,33
214528,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,.,100,.,93,.,.,.,.,78,79,79
214582,74,60,78,.,100,100,.,81,.,73,100,64,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,14,.,.,.,.,.,.,.
214591,42,41,44,0,24,24,.,31,45,52,44,40,5,25,29,40,42,41,45,0,24,24,.,31,47,52,47,40,5,26,44,45,51,52,35,34,28,43,44,.,.,.
214625,28,28,29,.,0,0,.,0,33,31,17,50,0,24,14,23,24,25,22,.,0,0,.,0,33,26,17,50,0,27,27,21,28,22,29,26,13,16,16,.,.,.
214634,23,8,33,.,.,.,.,0,50,22,0,50,.,20,3,10,10,0,18,.,.,.,.,.,0,12,0,.,.,39,15,13,32,0,27,11,14,20,20,.,.,.
214643,20,20,21,.,0,0,.,18,20,23,0,0,0,42,16,19,19,19,21,.,0,0,.,18,20,22,0,0,0,42,19,19,23,23,20,17,15,22,22,.,.,.
214652,34,28,41,.,44,44,.,17,31,34,33,100,0,26,22,33,33,27,40,.,44,44,.,17,33,33,33,100,0,27,35,35,30,30,37,33,11,23,24,.,.,.
214670,12,11,17,0,15,15,.,0,12,13,18,25,0,49,8,10,12,10,17,0,15,15,.,0,13,12,18,25,0,50,13,13,12,12,13,12,7,13,14,.,.,.
214689,16,14,18,.,2,2,.,13,11,19,10,0,5,47,10,15,16,14,18,.,2,2,.,13,11,19,10,0,5,48,17,16,20,19,13,13,9,13,13,.,.,.
214698,20,17,26,.,0,0,.,6,27,24,23,.,0,38,17,20,20,17,26,.,0,0,.,6,27,24,23,.,0,38,23,23,21,21,15,15,12,16,16,.,.,.
214704,33,34,33,0,44,47,0,26,28,38,24,29,0,25,22,30,32,33,29,0,44,47,0,26,27,36,24,29,0,26,32,31,36,32,33,32,16,25,25,.,.,.
214713,25,26,24,.,27,27,0,22,31,41,25,18,5,46,18,24,25,25,24,.,27,27,0,22,31,41,25,18,5,46,34,34,37,37,18,18,18,29,30,.,.,.
214731,26,17,37,.,24,24,.,23,41,24,44,0,0,30,15,24,26,17,37,.,24,24,.,24,41,24,44,0,0,30,28,28,27,27,23,23,11,24,24,.,.,.
214740,27,22,37,.,0,0,.,0,33,29,0,0,0,38,15,17,17,11,32,.,0,0,.,0,0,19,.,0,0,46,34,21,27,14,21,17,14,20,20,.,.,.
214759,30,19,38,100,50,0,100,0,29,33,29,0,0,25,25,28,30,18,40,100,50,0,100,0,29,34,29,0,0,27,24,22,49,51,27,28,27,32,33,.,.,.
214768,16,16,17,.,5,6,0,8,17,20,0,25,.,50,10,13,13,15,11,.,0,0,0,8,15,16,0,25,.,52,16,15,20,15,12,9,7,13,13,.,.,.
214777,83,80,86,63,79,80,50,68,76,85,74,87,84,1,69,82,83,80,86,63,79,80,50,68,76,85,74,87,84,1,73,73,84,84,85,85,69,85,86,.,.,.
214786,21,18,25,.,33,33,.,15,17,24,0,0,25,34,13,20,21,18,25,.,33,33,.,15,17,24,0,0,25,34,28,28,13,13,17,17,13,21,22,.,.,.
214795,27,18,36,.,25,25,.,6,22,32,0,0,0,38,16,20,21,9,32,.,25,25,.,7,19,23,0,0,0,43,29,21,29,23,24,19,10,12,13,.,.,.
214801,28,24,34,100,26,26,0,23,35,37,27,71,5,32,17,26,28,23,33,100,26,27,0,22,34,35,27,71,5,33,32,31,40,39,19,19,14,27,28,.,.,.
214810,26,19,33,.,20,20,.,20,17,31,50,.,0,34,19,23,24,21,27,.,20,20,.,17,15,29,50,.,0,38,25,27,27,18,28,25,14,19,19,.,.,.
214829,10,9,12,.,6,6,0,12,0,13,23,20,2,48,5,8,9,8,12,.,6,6,0,12,0,12,23,20,2,50,15,14,4,4,10,9,6,11,12,.,.,.
214883,5,8,0,.,.,.,.,0,0,0,.,.,100,11,0,100,100,100,.,.,.,.,.,.,.,.,.,.,100,.,0,.,0,.,20,100,0,50,50,.,.,.
214892,88,87,88,.,.,.,.,89,100,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,44,.,.,.,.,70,70,70
214944,73,71,80,.,89,88,100,53,77,81,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,.,76,.,81,.,.,.,.,17,75,75
214971,50,64,44,.,50,50,.,60,67,48,0,50,50,37,45,45,50,64,44,.,50,50,.,60,67,48,0,50,50,37,67,67,100,100,16,16,50,50,50,.,.,.
215008,79,78,100,.,.,.,.,.,.,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,100,.,73,.,.,.,.,58,88,88
215044,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97,.,.,.,38,.,.,.,.,69,76,76
215053,60,37,68,50,100,100,.,33,33,68,25,40,.,20,60,60,60,37,68,50,100,100,.,33,33,68,25,40,.,20,63,63,69,69,45,45,49,51,51,.,.,.
215062,96,94,98,100,97,97,.,92,94,97,97,100,95,.,88,95,96,94,98,100,97,97,.,92,94,97,97,100,95,.,93,93,93,93,97,97,86,96,96,.,.,.
215105,66,61,69,100,86,86,.,68,68,65,56,50,65,18,58,65,66,61,69,100,86,86,.,68,68,65,56,50,65,18,63,63,66,66,69,69,50,57,58,.,.,.
215114,56,47,65,.,75,75,.,33,21,62,80,.,50,25,32,53,56,47,65,.,75,75,.,33,21,62,80,.,50,25,45,45,63,63,65,65,29,55,55,.,.,.
215239,16,16,16,0,28,28,17,10,14,24,17,14,22,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,.,12,.,22,.,.,.,.,5,18,23
215266,42,37,45,.,28,28,.,28,27,51,27,58,8,37,39,44,45,41,48,.,25,25,.,28,33,55,21,69,10,33,32,34,54,58,46,53,35,44,45,.,.,.
215275,39,31,45,.,30,30,.,13,38,43,21,63,20,51,29,37,39,31,45,.,30,30,.,13,38,43,21,63,20,51,34,34,40,40,42,42,25,36,37,.,.,.
215284,48,51,45,100,31,33,0,23,24,53,45,45,29,36,36,46,48,51,45,100,33,36,0,23,24,53,48,45,29,36,46,46,51,52,48,48,37,54,55,.,.,.
215293,84,80,87,100,89,89,.,79,72,84,84,83,77,12,69,82,84,80,87,100,89,89,.,79,72,84,84,83,77,12,77,77,80,80,87,87,69,84,84,.,.,.
215309,14,14,14,0,.,.,.,0,.,17,.,.,.,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,.,22,.,33,.,.,.,.,20,23,26
215336,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,.,92,.,92,.,.,.,.,83,83,83
215381,57,57,53,.,50,50,.,46,22,64,22,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,28,.,.,.,.,60,67,67
215390,73,78,71,.,.,.,.,.,.,71,100,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,.,67,.,100,.,.,.,.,72,72,72
215415,54,56,51,33,63,63,.,34,100,61,44,43,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,.,68,.,63,.,.,.,.,.,.,.
215442,59,49,64,50,93,100,50,56,56,60,34,.,50,25,53,58,59,49,64,50,93,100,50,56,56,60,34,.,50,25,54,54,63,63,60,60,49,55,55,.,.,.
215530,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,.,100,.,100,.,.,.,.,93,93,93
215585,21,20,21,0,30,33,0,12,15,30,19,0,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,.,25,.,31,.,.,.,.,12,24,28
215594,44,50,43,.,.,.,.,0,67,46,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,.,40,.,50,.,.,.,.,52,52,64
215637,61,67,56,.,73,73,.,46,57,71,64,58,.,.,87,87,87,89,84,.,100,100,.,63,100,89,100,100,.,.,99,98,46,50,0,.,.,.,.,.,.,.
215655,65,63,68,100,55,55,.,35,0,68,55,68,75,22,50,63,65,63,68,100,55,55,.,35,0,68,55,68,75,22,60,60,66,66,71,71,55,69,70,.,.,.
